,tomato,brome,Group Number,Species 1 Score,Species 2 Score,Total Score
1514,LOC101267327,LOC100829189,572,0.8143847131668512,0.7827342202094537,0.7985594666881525
1515,LOC101245612,LOC100836339,572,0.9015869110591709,0.7107651665251439,0.8061760387921574
1516,LOC101245612,LOC100821815,572,0.777701234264157,0.5610522306437016,0.6693767324539293
1517,LOC101245612,LOC100826807,572,0.8323943084430229,0.6515205837028651,0.741957446072944
1518,LOC101245612,LOC100820838,572,0.5764218641079264,0.6791709909739913,0.6277964275409589
1519,LOC101245612,LOC100824241,572,0.8654118997826711,0.8953549076956945,0.8803834037391828
1520,LOC101245612,LOC100841352,572,0.8572026079468569,0.6727175519703117,0.7649600799585843
1521,LOC101245612,LOC100829189,572,0.7208512732193383,0.7688964367707645,0.7448738549950513
1522,LOC101247563,LOC100836339,572,0.702906375436822,0.6172280403811681,0.6600672079089951
1523,LOC101247563,LOC100821815,572,0.45903327364761737,0.4890049026288294,0.47401908813822335
1524,LOC101247563,LOC100826807,572,0.6208043447556303,0.4897443155014624,0.5552743301285463
1525,LOC101247563,LOC100820838,572,0.6167129117061458,0.6389848098877252,0.6278488607969355
1526,LOC101247563,LOC100824241,572,0.7743378758263738,0.8731263955719093,0.8237321356991416
1527,LOC101247563,LOC100841352,572,0.7301886706487518,0.6189577633110042,0.6745732169798779
1528,LOC101247563,LOC100829189,572,0.7962530127618085,0.7834323992829512,0.7898427060223798
1529,LOC101259279,LOC100836339,572,0.7490958297453562,0.7839230116048684,0.7665094206751123
1530,LOC101259279,LOC100821815,572,0.6990773772911798,0.7197045144021275,0.7093909458466536
1531,LOC101259279,LOC100826807,572,0.7902160987411325,0.8569990879642734,0.823607593352703
1532,LOC101259279,LOC100820838,572,0.557747980481404,0.723823002170016,0.64078549132571
1533,LOC101259279,LOC100824241,572,0.8199532537827532,0.9517061357989748,0.8858296947908639
1534,LOC101259279,LOC100841352,572,0.8173535080165661,0.7975154888825989,0.8074344984495825
1535,LOC101259279,LOC100829189,572,0.7415344240784024,0.8074724030568922,0.7745034135676473
1536,TPS1,LOC100836339,572,0.8796161889531308,0.7628770009749347,0.8212465949640327
1537,TPS1,LOC100821815,572,0.8237175544347398,0.677394443221408,0.7505559988280739
1538,TPS1,LOC100826807,572,0.8890228400377249,0.7667264207315155,0.8278746303846203
1539,TPS1,LOC100820838,572,0.5565342190511339,0.7347359813818914,0.6456351002165126
1540,TPS1,LOC100824241,572,0.9130028293763071,0.939937729974526,0.9264702796754165
1541,TPS1,LOC100841352,572,0.8470414565137163,0.6884108563700978,0.7677261564419071
1542,TPS1,LOC100829189,572,0.6388895723131176,0.6421360505708086,0.6405128114419631
1543,LOC101262611,LOC100836339,572,0.8860868495509903,0.7926596848759317,0.8393732672134611
1544,LOC101262611,LOC100821815,572,0.8127034895641121,0.6635077383261174,0.7381056139451148
1545,LOC101262611,LOC100826807,572,0.8602206093410424,0.7713557882819133,0.8157881988114779
1546,LOC101262611,LOC100820838,572,0.6249395169557551,0.7644180268578797,0.6946787719068175
1547,LOC101262611,LOC100824241,572,0.9043588797310042,0.9725445796773281,0.9384517297041661
1548,LOC101262611,LOC100841352,572,0.8879156927871407,0.7496178884800453,0.8187667906335929
1549,LOC101262611,LOC100829189,572,0.7828433181613155,0.743038651445105,0.7629409848032103
1550,LOC101258581,LOC100831849,573,0.773772911797269,0.960889392081014,0.8673311519391416
1551,LOC101267760,LOC100822920,574,0.883913560503547,0.9269553731484103,0.9054344668259786
1552,LOC101256914,LOC100825762,575,0.820059867962439,0.9490392175362455,0.8845495427493423
1553,LOC101248294,LOC100839058,576,0.6360847992783041,0.6446939438731116,0.6403893715757079
1554,LOC101248294,LOC100841230,576,0.5802107680321483,0.6121052649970472,0.5961580165145978
1555,LOC101263047,LOC100839058,576,0.5447346719335894,0.6565958353862873,0.6006652536599384
1556,LOC101263047,LOC100841230,576,0.6431021992591681,0.5630649991438745,0.6030835992015213
1557,LOC101261414,LOC100838842,578,0.5741036891239868,0.6868698304871529,0.6304867598055699
1558,LOC101261414,LOC100821542,578,0.6406692090047976,0.6836242412806239,0.6621467251427108
1559,LOC101261414,LOC100844369,578,0.6494717130711718,0.4708620310092147,0.5601668720401932
1560,LOC101261414,LOC100842766,578,0.5135112970025013,0.40621582050018695,0.4598635587513441
1561,LOC101258963,LOC100838842,578,0.7621847705744864,0.811479070352549,0.7868319204635177
1562,LOC101258963,LOC100821542,578,0.6826341903473162,0.6443563858225618,0.663495288084939
1563,LOC101258963,LOC100844369,578,0.616254561856727,0.6148315878856496,0.6155430748711883
1564,LOC101258963,LOC100842766,578,0.5597900520769262,0.5689984729516762,0.5643942625143012
1565,LOC101245105,LOC100838842,578,0.503153319391479,0.611491650155675,0.5573224847735769
1566,LOC101245105,LOC100821542,578,0.5074670931233854,0.4346447778092273,0.47105593546630636
1567,LOC101245105,LOC100844369,578,0.6197482265141263,0.7441268044155109,0.6819375154648186
1568,LOC101245105,LOC100842766,578,0.6551031287161192,0.7823868778675835,0.7187450032918514
1569,LOC101258886,LOC100838842,578,0.43617501127649977,0.5644054470547536,0.5002902291656267
1570,LOC101258886,LOC100821542,578,0.5338335998687825,0.4551750165109916,0.4945043081898871
1571,LOC101258886,LOC100844369,578,0.691983433796695,0.7376293361008901,0.7148063849487926
1572,LOC101258886,LOC100842766,578,0.8409562471808751,0.8413581994108459,0.8411572232958605
1573,LOC101245998,LOC100838842,578,0.617574937466683,0.7316287700097494,0.6746018537382161
1574,LOC101245998,LOC100821542,578,0.6731209250830361,0.6385822561876907,0.6558515906353635
1575,LOC101245998,LOC100844369,578,0.5362283183663428,0.4665911878479102,0.5014097531071264
1576,LOC101245998,LOC100842766,578,0.5150777053348096,0.4160001118204722,0.4655389085776409
1577,LOC101256856,LOC100838842,578,0.636261122729323,0.7821807088719062,0.7092209158006146
1578,LOC101256856,LOC100821542,578,0.706021650879567,0.6734283108469352,0.6897249808632511
1579,LOC101256856,LOC100844369,578,0.479763808586542,0.45853382394565523,0.4691488162660986
1580,LOC101256856,LOC100842766,578,0.4929470619592406,0.4866916166095334,0.48981933928438703
1581,LOC101250944,LOC100838842,578,0.6169407197823977,0.6844293486806932,0.6506850342315454
1582,LOC101250944,LOC100821542,578,0.5339001198270481,0.5596188319652797,0.5467594758961639
1583,LOC101250944,LOC100844369,578,0.3248360920891367,0.48199515677579646,0.4034156244324666
1584,LOC101250944,LOC100842766,578,0.4010606744030289,0.5462639731910418,0.4736623237970353
1585,LOC101246807,LOC100838842,578,0.8055521384344118,0.6608610875239803,0.7332066129791961
1586,LOC101246807,LOC100821542,578,0.6567925534096035,0.4780702582004592,0.5674314058050314
1587,LOC101246807,LOC100844369,578,0.6915159716242261,0.6658930087744127,0.6787044901993193
1588,LOC101246807,LOC100842766,578,0.7444130069299216,0.69372722094677,0.7190701139383457
1589,LOC101251256,LOC100838842,578,0.49405010866445237,0.6494197565808094,0.5717349326226309
1590,LOC101251256,LOC100821542,578,0.5349325460286218,0.42918514325250806,0.4820588446405649
1591,LOC101251256,LOC100844369,578,0.5242137204248165,0.6350913608202031,0.5796525406225098
1592,LOC101251256,LOC100842766,578,0.41874769344322793,0.6009581616714366,0.5098529275573322
1593,LOC101261498,LOC100841045,579,0.9376799114282199,0.9095008963109728,0.9235904038695963
1594,LOC101251417,LOC100835348,580,0.41614156905090605,0.33204390351291,0.37409273628190803
1595,LOC101251417,LOC100822554,580,0.5465206872514045,0.5946347139667264,0.5705777006090654
1596,LOC101255616,LOC100835348,580,0.8721244925575101,0.8444507343460075,0.8582876134517587
1597,LOC101255616,LOC100822554,580,0.5804116947554024,0.47057269553731484,0.5254921951463587
1598,LOC101250714,LOC100835348,580,0.5501701726329602,0.587740981853634,0.568955577243297
1599,LOC101250714,LOC100822554,580,0.519530897609382,0.5567820863603484,0.5381564919848651
1600,LOC101256627,LOC100835348,580,0.5155205642350432,0.4294178696103406,0.47246921692269195
1601,LOC101256627,LOC100822554,580,0.5815575693789496,0.7420071075887662,0.6617823384838579
1602,HPL,LOC100831133,581,0.8408086275474638,0.9757775890807309,0.9082931083140973
1603,LOC101254814,LOC100836503,582,0.7498995366383728,0.7214454193791867,0.7356724780087798
1604,LOC101254814,LOC100831062,582,0.9786853651535654,0.9413215083183949,0.9600034367359802
1605,LOC101254814,LOC100825024,582,0.9312584573748308,0.9101976776285673,0.9207280675016991
1606,LOC101255395,LOC100836503,582,0.7588387255504981,0.7591282196433626,0.7589834725969304
1607,LOC101255395,LOC100831062,582,0.8155738713248862,0.9046513822058685,0.8601126267653774
1608,LOC101255395,LOC100825024,582,0.9664411366711773,0.99455923514797,0.9805001859095737
1609,LOC101249769,LOC100837535,583,0.7330216918850208,0.8685655180607534,0.8007936049728871
1610,LOC101257865,LOC100845368,584,0.49893795874851354,0.6425700537786584,0.570754006263586
1611,LOC101257865,LOC100823609,584,0.7048181408127282,0.8327410342694804,0.7687795875411043
1612,LOC101257865,LOC100833633,584,0.48476647394103417,0.5923388998962166,0.5385526869186253
1613,LOC101257865,LOC100838097,584,0.6659367695903555,0.8429159983646256,0.7544263839774905
1614,LOC101257865,LOC100833469,584,0.7267888629187682,0.8576972670377708,0.7922430649782695
1615,LOC101262303,LOC100845368,584,0.7341288391356051,0.7092115608390729,0.721670199987339
1616,LOC101262303,LOC100823609,584,0.6609669085988437,0.4555775702110262,0.5582722394049349
1617,LOC101262303,LOC100833633,584,0.714315003895518,0.6414693210051262,0.6778921624503221
1618,LOC101262303,LOC100838097,584,0.7154221511461024,0.7977104758310533,0.7565663134885778
1619,LOC101262303,LOC100833469,584,0.8165251978513142,0.8961411453910746,0.8563331716211944
1620,LOC101255394,LOC100845368,584,0.7444221192529717,0.6543510394062333,0.6993865793296026
1621,LOC101255394,LOC100823609,584,0.7160372329519826,0.7121426549674498,0.7140899439597161
1622,LOC101255394,LOC100833633,584,0.7417248716301491,0.5817844450734346,0.6617546583517919
1623,LOC101255394,LOC100838097,584,0.7533704204881472,0.810548164921219,0.781959292704683
1624,LOC101255394,LOC100833469,584,0.7224340837331366,0.8308205176588986,0.7766273006960176
1625,LOC101248158,LOC100845368,584,0.6119016051357054,0.772833915149228,0.6923677601424667
1626,LOC101248158,LOC100823609,584,0.5311117489737246,0.6872066896597512,0.6091592193167379
1627,LOC101248158,LOC100833633,584,0.5816486926094504,0.7029908481932258,0.6423197704013381
1628,LOC101248158,LOC100838097,584,0.5833709216659149,0.8377331194766803,0.7105520205712976
1629,LOC101248158,LOC100833469,584,0.5117845117845118,0.8067868037865208,0.6592856577855163
1630,LOC101248523,LOC100844177,585,0.2838725550498216,0.556326068497028,0.42009931177342485
1631,LOC101248523,LOC100841889,585,0.7891827613072538,0.7991571531905526,0.7941699572489032
1632,LOC101248523,LOC100823412,585,0.8987821380243571,0.7304651382205868,0.814623638122472
1633,LOC101248523,LOC100838107,585,0.7829253290687662,0.8095103311633173,0.7962178301160417
1634,LOC101248523,LOC100838447,585,0.755722311067372,0.7323709783941882,0.7440466447307801
1635,LOC101245869,LOC100844177,585,0.55191700496166,0.6485596125420637,0.6002383087518619
1636,LOC101245869,LOC100841889,585,0.6088489769139296,0.6150894738497342,0.6119692253818318
1637,LOC101245869,LOC100823412,585,0.44889490302210194,0.6534012642702142,0.5511480836461581
1638,LOC101245869,LOC100838107,585,0.5464386763439537,0.7871560210082712,0.6667973486761125
1639,LOC101245869,LOC100838447,585,0.6046992249969245,0.7899864767116395,0.697342850854282
1640,LOC101266604,LOC100844177,585,0.5409908089204436,0.682666603767651,0.6118287063440473
1641,LOC101266604,LOC100841889,585,0.526135118827947,0.4144982231028084,0.47031667096537766
1642,LOC101266604,LOC100823412,585,0.4745385421975409,0.5294776236751895,0.5020080829363651
1643,LOC101266604,LOC100838107,585,0.44856451622351484,0.5512469729848728,0.4999057446041938
1644,LOC101266604,LOC100838447,585,0.467098981307371,0.5714752964116112,0.5192871388594911
1645,LOC101265878,LOC100844177,585,0.4543240250953377,0.6371513035820989,0.5457376643387183
1646,LOC101265878,LOC100841889,585,0.7883872555049822,0.7320250338082209,0.7602061446566015
1647,LOC101265878,LOC100823412,585,0.8305408619346374,0.6823222316570745,0.756431546795856
1648,LOC101265878,LOC100838107,585,0.6919014228892443,0.8106425134446645,0.7512719681669544
1649,LOC101265878,LOC100838447,585,0.6782712100709395,0.7982325376607856,0.7382518738658626
1650,LOC101260475,LOC100844177,585,0.44317874277278874,0.4969179482341101,0.4700483455034494
1651,LOC101260475,LOC100841889,585,0.6232090868085456,0.5812749630468282,0.602242024927687
1652,LOC101260475,LOC100823412,585,0.7541066961905935,0.6902915369374469,0.7221991165640202
1653,LOC101260475,LOC100838107,585,0.706704391684094,0.7986979903764506,0.7527011910302723
1654,LOC101260475,LOC100838447,585,0.7777258375363924,0.7503600968644841,0.7640429672004383
1655,LOC101266314,LOC100844177,585,0.4781399926190183,0.812678869075699,0.6454094308473586
1656,LOC101266314,LOC100841889,585,0.5708615245827695,0.7357675252382301,0.6533145249104998
1657,LOC101266314,LOC100823412,585,0.5925124041497519,0.6324621819668522,0.6124872930583021
1658,LOC101266314,LOC100838107,585,0.5981465534916144,0.7440261659905022,0.6710863597410583
1659,LOC101266314,LOC100838447,585,0.7209496863082789,0.6938138818127496,0.7073817840605143
1660,LOC101248811,LOC100844177,585,0.6671259277483905,0.6824464572129446,0.6747861924806675
1661,LOC101248811,LOC100841889,585,0.7967769713371878,0.739025694247885,0.7679013327925364
1662,LOC101248811,LOC100823412,585,0.7247221880510107,0.730502877629965,0.7276125328404879
1663,LOC101248811,LOC100838107,585,0.8139172509943823,0.8289775765009277,0.8214474137476551
1664,LOC101248811,LOC100838447,585,0.8055357362529216,0.7446991854577476,0.7751174608553346
1665,LOC101249779,LOC100844177,585,0.637036125804732,0.6425999308110828,0.6398180283079073
1666,LOC101249779,LOC100841889,585,0.8299257801287572,0.721791363965154,0.7758585720469555
1667,LOC101249779,LOC100823412,585,0.7564194037807028,0.6951221813378621,0.7257707925592825
1668,LOC101249779,LOC100838107,585,0.8386599417722558,0.8371355788281913,0.8378977603002236
1669,LOC101249779,LOC100838447,585,0.828843236150408,0.7130169512847123,0.7709300937175602
1670,LOC101252412,LOC100835558,586,0.951572559150367,0.9645312450860144,0.9580519021181907
1671,LOC101249311,LOC100822925,587,0.9476269232696838,0.8890705971562656,0.9183487602129747
1672,LOC101251867,LOC100829053,588,0.9584286710132448,0.8885114947951065,0.9234700829041756
1673,LOC101251867,LOC100845616,588,0.9046049124533563,0.8175173758530678,0.8610611441532121
1674,LOC101259864,LOC100829053,588,0.5295854348628367,0.6841148536025411,0.6068501442326889
1675,LOC101259864,LOC100845616,588,0.8845860499446427,0.9345850237443784,0.9095855368445105
1676,LOC101251553,LOC100842378,589,0.622070957659591,0.8327263578324999,0.7273986577460454
1677,LOC101262668,LOC100826561,590,0.9369418132611638,0.9304777180237129,0.9337097656424383
1678,LOC101250390,LOC100831910,591,0.9051379833517857,0.8918521314030324,0.8984950573774091
1679,LOC101267275,LOC100822162,592,0.9120022963054086,0.9477434978142593,0.929872897059834
1680,LOC101243950,LOC100841271,593,0.8807397383852051,0.9224077743183319,0.9015737563517685
1681,LOC101252980,LOC100822302,594,0.9814409316439087,0.9936716601496297,0.9875562958967692
1682,LOC101255423,LOC100829259,595,0.8279821216221758,0.9333025827034696,0.8806423521628226
1683,LOC101249142,LOC100821187,596,0.6558658301554107,0.8636663836210964,0.7597661068882535
1684,LOC101245828,LOC100841007,597,0.8791159224176816,0.8784728119004938,0.8787943671590877
1685,LOC101255570,LOC100835569,598,0.6409726493623652,0.10344791437347339,0.37221028186791927
1686,LOC101255570,LOC100841307,598,0.8507893549842129,0.6725477246281095,0.7616685398061612
1687,LOC101255570,LOC100824351,598,0.7784311313404683,0.7247713795501323,0.7516012554453002
1688,LOC101246162,LOC100835569,598,0.4799524336736786,0.3039210547466043,0.39193674421014146
1689,LOC101246162,LOC100841307,598,0.6875712469758477,0.7581721546057804,0.7228717007908141
1690,LOC101246162,LOC100824351,598,0.7074178865789149,0.628836403154735,0.6681271448668249
1691,LOC101255867,LOC100835569,598,0.6474409667914404,0.9335611675455057,0.790501067168473
1692,LOC101255867,LOC100841307,598,0.2547493102296891,0.5390760134603894,0.39691266184503926
1693,LOC101255867,LOC100824351,598,0.09398449993849183,0.24128761273774957,0.1676360563381207
1694,LOC101256164,LOC100835569,598,0.5530405543937343,0.32093174408487174,0.436986149239303
1695,LOC101256164,LOC100841307,598,0.6574158363062287,0.7265528194483757,0.6919843278773021
1696,LOC101256164,LOC100824351,598,0.7294378152294255,0.9198841260356497,0.8246609706325376
1697,LOC544106,LOC100835569,598,0.9751834994054209,0.9855646759128219,0.9803740876591214
1698,LOC544106,LOC100841307,598,0.6022881043178743,0.6776048054847942,0.6399464549013343
1699,LOC544106,LOC100824351,598,0.05716980358387666,0.3708176522592977,0.21399372792158716
1700,LOC101262148,LOC100841022,600,0.9528437282158527,0.9659338931345725,0.9593888106752126
1701,LOC101262148,LOC100843137,600,0.9033911510230861,0.9307985030034279,0.9170948270132571
1702,LOC101245468,LOC100829195,601,0.9910744795724498,0.952969008257243,0.9720217439148464
1703,LOC101245630,LOC100829195,601,0.9651289621519662,0.9619426011538476,0.9635357816529069
1704,LOC101246654,LOC104583686,602,0.8749825726821667,0.9582161839167217,0.9165993782994442
1705,LOC101253010,LOC100837911,603,0.9586583015541067,0.947397553228292,0.9530279273911993
1706,LOC101253499,LOC100835241,604,0.8898593512937221,0.8531811177155078,0.8715202345046149
1707,LOC101252669,LOC100842347,605,0.932701849345963,0.9416108437902947,0.9371563465681289
1708,LOC101255383,LOC100838043,606,0.8567187435928978,0.9794508915935465,0.9180848175932221
1709,LOC101246111,LOC100831691,607,0.9898716529298397,0.9886844670880901,0.9892780600089649
1710,LOC101263592,LOC100826280,608,0.7063189404190757,0.8786363493411328,0.7924776448801043
1711,LOC101253313,LOC104582647,609,0.5571000943125436,0.6995628518413687,0.6283314730769561
1712,LOC101253313,LOC100843144,609,0.656603928322467,0.8414441613988741,0.7490240448606705
1713,LOC101253190,LOC100841734,610,0.5411735760856194,0.5687014498223103,0.5549375129539649
1714,LOC101253190,LOC104582774,610,0.3834501988764506,0.5449444916187062,0.4641973452475784
1715,LOC101253190,LOC100836500,610,0.8127772993808177,0.8242496671593756,0.8185134832700967
1716,LOC101253190,LOC100830970,610,0.7622749825726821,0.6918199830172658,0.727047482794974
1717,LOC101260038,LOC100841734,610,0.7132242588264239,0.776261911501085,0.7447430851637544
1718,LOC101260038,LOC104582774,610,0.8105712059703941,0.7493977419253388,0.7799844739478665
1719,LOC101260038,LOC100836500,610,0.46861852626399314,0.6426741865934242,0.5556463564287086
1720,LOC101260038,LOC100830970,610,0.5303891417558535,0.6590118564644463,0.5947004991101499
1721,TPK1b,LOC100841734,610,0.8338787058678804,0.7607321445419379,0.7973054252049092
1722,TPK1b,LOC104582774,610,0.8806495263870096,0.7168034720256629,0.7987264992063362
1723,TPK1b,LOC100836500,610,0.34100135317997293,0.697340419955761,0.519170886567867
1724,TPK1b,LOC100830970,610,0.4386435395907656,0.6209956914174293,0.5298196155040974
1725,LOC101262160,LOC100841734,610,0.5790482634190347,0.5077648834795735,0.5434065734493041
1726,LOC101262160,LOC104582774,610,0.4297064009513265,0.5200301915275026,0.47486829623941457
1727,LOC101262160,LOC100836500,610,0.8267212039201214,0.8534138440733402,0.8400675239967308
1728,LOC101262160,LOC100830970,610,0.7677553614630745,0.7024813661666195,0.7351183638148471
1729,LOC101252213,LOC100841734,610,0.7134128839135605,0.7356228575022801,0.7245178707079203
1730,LOC101252213,LOC104582774,610,0.7744125968753843,0.7207723999119414,0.7475924983936628
1731,LOC101252213,LOC100836500,610,0.27588469266412435,0.6863400809999546,0.4811123868320395
1732,LOC101252213,LOC100830970,610,0.35928158445073194,0.6082838003585244,0.4837826924046281
1733,LOC101256234,LOC100839844,611,0.18579571082954033,0.6461364279649023,0.41596606939722136
1734,LOC101256234,LOC100827025,611,0.911223192684627,0.9223385854011384,0.9167808890428828
1735,LOC101264442,LOC100839844,611,0.9552138434411777,0.9256219140170456,0.9404178787291116
1736,LOC101264442,LOC100827025,611,0.5568048550457211,0.49278862785797406,0.5247967414518475
1737,LOC101253226,LOC100843014,612,0.8935662443104934,0.8325565304902978,0.8630613874003956
1738,LOC101243653,LOC100843293,613,0.9319145446344363,0.9230556341793251,0.9274850894068807
1739,LOC101251456,LOC100823082,615,0.6548160905400419,0.6956002138566532,0.6752081521983475
1740,LOC101251456,LOC100834052,615,0.8464017714356009,0.8960279271629399,0.8712148492992704
1741,LOC101252016,LOC100846901,616,0.7870996842580064,0.8154857376482058,0.8012927109531061
1742,LOC101251710,LOC100846901,616,0.9371113024698952,0.8697298487278674,0.9034205755988813
1743,LOC101243728,LOC100843662,617,0.9451429040062329,0.9462108584667317,0.9456768812364823
1744,LOC101267299,LOC100843662,617,0.8759858394499802,0.8204477711034933,0.8482168052767367
1745,LOC101257119,LOC100827500,618,0.8723090170992742,0.8451111740101267,0.8587100955547005
1746,LOC101257119,LOC100839492,618,0.8291384754172305,0.876661320250338,0.8528998978337843
1747,LOC101257119,LOC100827542,618,0.8445319227457251,0.9395980752901217,0.8920649990179235
1748,LOC101249856,LOC100827500,618,0.905867880428097,0.8395383212252728,0.8727031008266849
1749,LOC101249856,LOC100839492,618,0.842375035879772,0.7807403214139699,0.811557678646871
1750,LOC101249856,LOC100827542,618,0.9059662935170377,0.9126332672893669,0.9092997804032024
1751,LOC101246833,LOC100827500,618,0.830631073932833,0.7674497594112651,0.7990404166720491
1752,LOC101246833,LOC100839492,618,0.8051912904416287,0.9402270654464258,0.8727091779440272
1753,LOC101246833,LOC100827542,618,0.74125558699307,0.8501556750636853,0.7957056310283777
1754,LOC101245655,LOC100827500,618,0.8719809734694715,0.8292983614806428,0.8506396674750571
1755,LOC101245655,LOC100839492,618,0.7837290359617829,0.8016416643079536,0.7926853501348683
1756,LOC101245655,LOC100827542,618,0.9236232418911716,0.9353146523256911,0.9294689471084314
1757,LOC101248458,LOC100828268,619,0.9892237667609792,0.947856716042394,0.9685402414016866
1758,LOC101244113,LOC100827967,620,0.8579981137491286,0.9170396927732525,0.8875189032611905
1759,LOC101266480,LOC100823958,621,0.9629146676507975,0.9540208195741736,0.9584677436124855
1760,LOC101257506,LOC100823958,621,0.9452003116414482,0.8921785074063591,0.9186894095239037
1761,LOC101254236,LOC100831459,622,0.9787673760610162,0.9567003176400289,0.9677338468505225
1762,LOC101248779,LOC104583780,623,0.9391315044900971,0.9026574834103847,0.9208944939502408
1763,LOC101256908,LOC100845844,624,0.7790626153278386,0.923351259552788,0.8512069374403133
1764,LOC101256908,LOC100832311,624,0.5457005781768975,0.8834418341352958,0.7145712061560967
1765,LOC101256908,LOC100836271,624,0.4685529175380326,0.7677516746862911,0.6181522961121618
1766,LOC101262932,LOC100845844,624,0.7402304506499364,0.5623360694405132,0.6512832600452247
1767,LOC101262932,LOC100832311,624,0.9346045023988191,0.9434789445545178,0.9390417234766684
1768,LOC101262932,LOC100836271,624,0.8892114651248616,0.7450577098468408,0.8171345874858512
1769,LOC101251073,LOC100831791,625,0.8834214950588428,0.7606440859200554,0.8220327904894491
1770,AO1,LOC100822898,626,0.40558494279739205,0.6117495361197597,0.5086672394585758
1771,AO1,LOC100836900,626,0.3993603149218846,0.43329035233931923,0.4163253336306019
1772,AO1,LOC100822277,626,0.5541641038258088,0.42890209768217125,0.49153310075399004
1773,AO1,LOC100829833,626,0.5740517488826014,0.6811145705569708,0.6275831597197861
1774,AO1,LOC100823225,626,0.7834912043301759,0.5427765722133115,0.6631338882717437
1775,LOC101256252,LOC100822898,626,0.37300200926723254,0.6604899833317608,0.5167459962994967
1776,LOC101256252,LOC100836900,626,0.5060893098782138,0.4493226125455581,0.4777059612118859
1777,LOC101256252,LOC100822277,626,0.5318653380899659,0.2933547189986476,0.4126100285443068
1778,LOC101256252,LOC100829833,626,0.6974781645958913,0.7260055980123911,0.7117418813041412
1779,LOC101256252,LOC100823225,626,0.6987247303891417,0.5659164211857862,0.6323205757874639
1780,LOC101250328,LOC100822898,626,0.6804239963915201,0.7472528854923421,0.7138384409419312
1781,LOC101250328,LOC100836900,626,0.5578381924795998,0.5747152945945285,0.5662767435370641
1782,LOC101250328,LOC100822277,626,0.6420428917045967,0.5873258483504733,0.6146843700275351
1783,LOC101250328,LOC100829833,626,0.6771128060031985,0.7599459068465578,0.7185293564248781
1784,LOC101250328,LOC100823225,626,0.7816152048222413,0.6821747684093188,0.73189498661578
1785,TAO3,LOC100822898,626,0.4083323081969902,0.6471616819196779,0.527746995058334
1786,TAO3,LOC100836900,626,0.7141673842621069,0.7529012170959525,0.7335343006790297
1787,TAO3,LOC100822277,626,0.5647927174314183,0.23317923074503882,0.39898597408822856
1788,TAO3,LOC100829833,626,0.768434001722229,0.7741296348712142,0.7712818182967216
1789,TAO3,LOC100823225,626,0.48239635871570924,0.6201074175411376,0.5512518881284234
1790,TAO2,LOC100822898,626,0.3864271948169106,0.7450451300437149,0.5657361624303128
1791,TAO2,LOC100836900,626,0.4755156435805962,0.7065236762378002,0.5910196599091982
1792,TAO2,LOC100822277,626,0.91454463443638,0.7754505141994528,0.8449975743179163
1793,TAO2,LOC100829833,626,0.7960224709886414,0.8597980941598264,0.8279102825742339
1794,TAO2,LOC100823225,626,0.5059580924262926,0.7477644641528027,0.6268612782895477
1795,LOC101260055,LOC100828530,627,0.9197851314224792,0.9434293242199648,0.931607227821222
1796,PELOTA,LOC100821881,628,0.8253577725837536,0.6332232600559801,0.7292905163198669
1797,LOC101257138,LOC100842839,629,0.9061713207856644,0.9783061295090733,0.9422387251473688
1798,LOC101251550,LOC100822258,630,0.9164472874892361,0.9214202597729346,0.9189337736310854
1799,LOC101251550,LOC100837240,630,0.7037437979251241,0.724439412523194,0.714091605224159
1800,LOC101256352,LOC100837721,631,0.9355968343789725,0.8979589269427934,0.916777880660883
1801,LOC101256352,LOC100838217,631,0.9766350924672982,0.980149070667044,0.9783920815671712
1802,LOC101256352,LOC100822072,631,0.97982531676713,0.9948171211120547,0.9873212189395923
1803,LOC101262223,LOC100837721,631,0.6898347480214868,0.8328269962575087,0.7613308721394978
1804,LOC101262223,LOC100838217,631,0.5849838028457784,0.7980501305154574,0.6915169666806179
1805,LOC101262223,LOC100822072,631,0.6385642623802299,0.8289649966978017,0.7337646295390158
1806,LOC101266795,LOC100837721,631,0.977930864805019,0.9267540962983929,0.952342480551706
1807,LOC101266795,LOC100838217,631,0.9769959404600812,0.9712803094631569,0.974138124961619
1808,LOC101266795,LOC100822072,631,0.967121827203018,0.9788659307481838,0.972993878975601
1809,LOC101268005,LOC100838668,632,0.48105137983351787,0.7458187879359688,0.6134350838847433
1810,LOC101268005,LOC100834152,632,0.7144708246196744,0.7754400310301811,0.7449554278249277
1811,LOC101268005,LOC100836122,632,0.9381309714191988,0.968657420511369,0.9533941959652839
1812,LOC101268005,LOC100839421,632,0.9390494935826464,0.8842783910431802,0.9116639423129134
1813,LOC101268005,LOC100837937,632,0.9108459425103539,0.9743875208352989,0.9426167316728264
1814,LOC101264437,LOC100838668,632,0.6869725673514577,0.7838915620970532,0.7354320647242555
1815,LOC101264437,LOC100834152,632,0.6839463648665273,0.7260573149807984,0.7050018399236628
1816,LOC101264437,LOC100836122,632,0.7767089022840037,0.8846872346447778,0.8306980684643908
1817,LOC101264437,LOC100839421,632,0.6452126132775658,0.7004308582570682,0.672821735767317
1818,LOC101264437,LOC100837937,632,0.8130315331939149,0.8839009969493978,0.8484662650716563
1819,LOC101267594,LOC100838668,632,0.48855537786525605,0.49873258483504734,0.4936439813501517
