,tomato,mustard,Group Number,Species 1 Score,Species 2 Score,Total Score
13113,LOC101262246,LOC103871498,3563,0.9932081863091038,0.9384729166050351,0.9658405514570694
13114,LOC101262246,LOC103871499,3563,0.9990232886379676,0.9988640061533,0.9989436473956338
13115,LOC101262246,LOC103833252,3563,0.9914636556104446,0.9836345886459783,0.9875491221282114
13116,LOC101055609,LOC103859351,3564,0.799045871559633,0.8471371705995852,0.823091521079609
13117,LOC101055609,LOC103847275,3564,0.7510176429075511,0.8702120456106789,0.810614844259115
13118,LOC101055609,LOC103847432,3564,0.9026845448129851,0.9584238085377037,0.9305541766753445
13119,LOC101266536,LOC103859510,3565,0.9244601270289343,0.9444723841079194,0.9344662555684269
13120,LOC101250548,LOC103869084,3566,0.9617896965419902,0.9298760465047481,0.9458328715233691
13121,LOC101250548,LOC103833575,3566,0.9237657021877206,0.8169820561620106,0.8703738791748656
13122,LOC101250548,LOC103835714,3566,0.8806718419195483,0.9269722937148905,0.9038220678172194
13123,LOC101253154,LOC103863753,3569,0.7824812985179959,0.8674969677247582,0.824989133121377
13124,LOC101256823,LOC103863753,3569,0.7069646357719752,0.8129751797177766,0.7599699077448758
13125,LOC101266077,LOC103832273,3570,0.7544075903708932,0.7442468945885802,0.7493272424797367
13126,LOC101266077,LOC103834377,3570,0.7695067827177918,0.8442971859828352,0.8069019843503136
13127,LOC101266077,LOC103860484,3570,0.802490394417,0.8277766273210464,0.8151335108690232
13128,LOC101266077,LOC103837781,3570,0.7831380851564338,0.7182853592876373,0.7507117222220355
13129,LOC101254842,LOC103840826,3571,0.8794015525758645,0.771055823447623,0.8252286880117438
13130,LOC101258134,LOC103871494,3572,0.7007856974829452,0.750039937283673,0.7254128173833091
13131,LOC101249134,LOC103834954,3573,0.8707184191954834,0.9236280803478981,0.8971732497716908
13132,LOC101249134,LOC103828661,3573,0.8640225829216654,0.8960565630269504,0.8800395729743079
13133,LOC101249134,LOC103862405,3573,0.795347918136909,0.931550454101707,0.863449186119308
13134,LOC101244224,LOC103867082,3574,0.9616541990119971,0.9914682128805136,0.9765612059462554
13135,LOC101244224,LOC103866002,3574,0.9266732533521524,0.9824157619146229,0.9545445076333876
13136,LOC101261928,LOC103846553,3575,0.4855328158080452,0.49979587610567106,0.49266434595685815
13137,LOC101261928,LOC103850885,3575,0.6589131968948483,0.7388397479513653,0.6988764724231068
13138,LOC101259322,LOC103846553,3575,0.7817812279463655,0.6003254149040026,0.691053321425184
13139,LOC101259322,LOC103850885,3575,0.8337445306986592,0.8276661834748394,0.8307053570867493
13140,LOC101258674,LOC103846553,3575,0.8491235003528582,0.45442120521847174,0.6517723527856649
13141,LOC101258674,LOC103850885,3575,0.84287932251235,0.9166050350560601,0.879742178784205
13142,LOC101248438,LOC103840928,3576,0.8235088214537756,0.7445755965118153,0.7840422089827954
13143,LOC101251741,LOC103867484,3577,0.515771347918137,0.8524509658906014,0.6841111569043692
13144,LOC101253022,LOC103856027,3578,0.7037214772994589,0.7719906517173032,0.737856064508381
13145,LOC101264700,LOC103856560,3579,0.921422724064926,0.9322249504481851,0.9268238372565556
13146,LOC101264700,LOC103845458,3579,0.9414424841213832,0.9128118148619287,0.927127149491656
13147,LOC101264700,LOC103871542,3579,0.9549470712773465,0.936859647565798,0.9459033594215722
13148,LOC101264700,LOC103843422,3579,0.9650190543401553,0.9719058466211087,0.9684624504806321
13149,LOC101264700,LOC117128168,3579,0.9365194071983062,0.9071515677438229,0.9218354874710646
13150,LOC101264700,LOC103851507,3579,0.9443500352858151,0.9378786235278262,0.9411143294068207
13151,LOC101264700,LOC103867874,3579,0.9641665490472829,0.9067636994744056,0.9354651242608443
13152,LOC101264700,LOC103836412,3579,0.9553648553281582,0.9338816081412893,0.9446232317347237
13153,LOC101264700,LOC103851509,3579,0.9162117148906139,0.9178278062104941,0.917019760550554
13154,LOC101244084,LOC103856560,3579,0.9464050811573748,0.9589681389225808,0.9526866100399778
13155,LOC101244084,LOC103845458,3579,0.9466986591390262,0.9515000312266827,0.9490993451828544
13156,LOC101244084,LOC103871542,3579,0.9600677487649966,0.9591916562303806,0.9596297024976885
13157,LOC101244084,LOC103843422,3579,0.9688073394495413,0.9675012408497602,0.9681542901496507
13158,LOC101244084,LOC117128168,3579,0.9514975299929429,0.9547344581513147,0.9531159940721288
13159,LOC101244084,LOC103851507,3579,0.9553874382498235,0.9563188014213071,0.9558531198355653
13160,LOC101244084,LOC103867874,3579,0.9622695836273818,0.9569696312293123,0.9596196074283471
13161,LOC101244084,LOC103836412,3579,0.963302752293578,0.9544189043050091,0.9588608282992935
13162,LOC101244084,LOC103851509,3579,0.93260691601976,0.9521574350731526,0.9423821755464563
13163,LOC101244578,LOC103868835,3580,0.7619289578922606,0.7619442061355501,0.7619365820139054
13164,LOC101244578,LOC103833123,3580,0.8729491100133302,0.8837019725402413,0.8783255412767857
13165,LOC104645202,LOC103868835,3580,0.41517995765702187,0.7389225808360205,0.5770512692465212
13166,LOC104645202,LOC103833123,3580,0.7537685250529287,0.8861606629260388,0.8199645939894837
13167,LOC101262835,LOC103874449,3581,0.8198390966831334,0.8356003904978848,0.827719743590509
13168,LOC101255414,LOC103874449,3581,0.9089287226534932,0.859101263201491,0.8840149929274921
13169,JMJ524,JMJ30,3582,0.6120818630910374,0.7668668461379168,0.689474354614477
13170,LOC101254479,LOC103862206,3583,0.8589357798165137,0.7645416087329526,0.8117386942747331
13171,LOC101254479,LOC103855302,3583,0.7470430486944248,0.8373812975179717,0.7922121731061983
13172,LOC101254479,LOC103873980,3583,0.7425377558221595,0.5322486169866579,0.6373931864044087
13173,LOC101246780,LOC103862206,3583,0.461606210303458,0.5830370085495371,0.5223216094264975
13174,LOC101246780,LOC103855302,3583,0.40473112208892026,0.6405644469425791,0.5226477845157497
13175,LOC101246780,LOC103873980,3583,0.6395144671841919,0.6470786616572494,0.6432965644207207
13176,LOC101249752,LOC103831578,3585,0.6188228652081863,0.6156376652959797,0.617230265252083
13177,LOC101248968,LOC103827787,3586,0.7534735356386733,0.8070703783687839,0.7802719570037286
13178,LOC101257425,LOC103827787,3586,0.8478927311220888,0.7622282045972251,0.8050604678596569
13179,LOC101260723,LOC103835189,3587,0.8453069865913903,0.929384965831435,0.8873459762114126
13180,LOC101260723,LOC103829698,3587,0.7624050811573747,0.7361299292962163,0.7492675052267955
13181,LOC101260723,LOC103864816,3587,0.7550882145377559,0.7897405555719906,0.7724143850548733
13182,LOC101249793,LOC103875247,3589,0.8790458715596331,0.9629973670975949,0.921021619328614
13183,LOC101268288,LOC103851918,3590,0.9237205363443896,0.9574475638256958,0.9405840500850426
13184,LOC101266318,LOC103870724,3591,0.956516584333098,0.9599621335384433,0.9582393589357707
13185,LOC101266318,LOC103859175,3591,0.9464784756527875,0.9721385675827589,0.9593085216177732
13186,LOC101266318,LOC103849737,3591,0.9549301340860974,0.9677306747921782,0.9613304044391378
13187,LOC101246798,LOC103837962,3592,0.6643895553987297,0.8017828792316264,0.733086217315178
13188,LOC101246798,LOC103868327,3592,0.664107268877911,0.7196166020767387,0.6918619354773249
13189,LOC101254079,LOC103837962,3592,0.7754015525758645,0.6815568637892101,0.7284792081825373
13190,LOC101254079,LOC103868327,3592,0.7737360621030346,0.8004319143271307,0.7870839882150826
13191,LOC101251982,LOC103837962,3592,0.671139339763193,0.6246782829926338,0.6479088113779135
13192,LOC101251982,LOC103868327,3592,0.7489437779346035,0.7778836197970594,0.7634136988658315
13193,LOC101244915,LOC103837962,3592,0.5574199011997176,0.5797118598940922,0.5685658805469049
13194,LOC101244915,LOC103868327,3592,0.6643556810162314,0.6753542584977664,0.6698549697569989
13195,LOC101256364,LOC103865865,3593,0.7817868736767819,0.855125284738041,0.8184560792074114
13196,LOC101255378,LOC103839014,3594,0.8673083980239944,0.8460255006952045,0.8566669493595995
13197,LOC101265213,LOC103866712,3595,0.9648553281580805,0.9734816436410969,0.9691684858995887
13198,LOC101258854,LOC103833076,3596,0.903091037402964,0.921456675443008,0.912273856422986
13199,LOC101258854,LOC103847882,3596,0.873304163726182,0.9256574860219507,0.8994808248740664
13200,LOC101265625,LOC103833076,3596,0.8403839096683133,0.9417112879527458,0.8910475988105295
13201,LOC101265625,LOC103847882,3596,0.8289682427664079,0.8958179254306816,0.8623930840985448
13202,LOC101251803,LOC103853978,3597,0.7287904022582922,0.8368428837677129,0.7828166430130026
13203,LOC101251803,LOC103842971,3597,0.7228567395906845,0.8104251101973198,0.7666409248940022
13204,LOC101251803,LOC103831520,3597,0.7193394495412844,0.6290684258793598,0.6742039377103222
13205,LOC101259436,LOC103853978,3597,0.7963867325335215,0.7953199420169808,0.7958533372752512
13206,LOC101259436,LOC103842971,3597,0.8164039833764604,0.8049877229831671,0.8106958531798137
13207,LOC101259436,LOC103831520,3597,0.8333913588959461,0.6851877052332633,0.7592895320646047
13208,LOC101246918,LOC103831079,3599,0.9105095271700776,0.9246989912137975,0.9176042591919376
13209,LOC101257873,LOC103833042,3600,0.7119322512350036,0.7057006774546638,0.7088164643448337
13210,LOC101250409,LOC103853781,3602,0.6779054340155257,0.7230456205399257,0.7004755272777257
13211,LOC101250409,LOC103851034,3602,0.4178122794636556,0.7023341123568914,0.5600731959102735
13212,LOC101250409,LOC103861882,3602,0.722484121383204,0.773173978640949,0.7478290500120764
13213,LOC101263185,LOC103853781,3602,0.7055864502470007,0.8713953725343246,0.7884909113906626
13214,LOC101263185,LOC103851034,3602,0.39496400846859564,0.7991420879803568,0.5970530482244762
13215,LOC101263185,LOC103861882,3602,0.7856146788990827,0.7177114457296689,0.7516630623143759
13216,LOC101255115,LOC103830186,3603,0.7444347212420607,0.794657278939739,0.7695460000908998
13217,LOC101261489,LOC103830186,3603,0.7812448835568101,0.9729195633523652,0.8770822234545876
13218,LOC101258771,LOC103852006,3604,0.6814791813690897,0.5909061325917818,0.6361926569804357
13219,LOC101249197,LOC103859052,3605,0.7951333803810867,0.822412211933852,0.8087727961574693
13220,LOC101255858,LOC103863415,3606,0.8121195012938132,0.8069047125994734,0.8095121069466433
13221,LOC101245795,LOC103827964,3607,0.8284657727593507,0.9130287581312638,0.8707472654453072
13222,LOC101257041,LOC103845474,3608,0.8717685250529288,0.8647753158003727,0.8682719204266507
13223,LOC101256302,LOC103860343,3609,0.9683895553987296,0.9968806187485003,0.9826350870736149
13224,LOC101244853,LOC103846789,3610,0.7879124911785462,0.7697738859470067,0.7788431885627765
13225,LOC101263606,LOC103842643,3612,0.7307896181290677,0.6329142383812089,0.6818519282551383
13226,LOC101263606,LOC103872742,3612,0.9182278679526386,0.8913350886016034,0.904781478277121
13227,LOC101263606,LOC103846046,3612,0.8248035756292638,0.7320533680442564,0.77842847183676
13228,LOC101259468,LOC103858366,3613,0.9899449541284404,0.9866461556666568,0.9882955548975486
13229,LOC101263955,LOC103850414,3614,0.7597628793225123,0.8247019495311068,0.7922324144268096
13230,LOC101253582,LOC103830225,3615,0.9309978828510939,0.9330887791024466,0.9320433309767702
13231,LOC101263886,LOC103830225,3615,0.5065518701482004,0.699405378220868,0.6029786241845342
13232,LOC101244658,LOC103832177,3616,0.8003218066337333,0.8599236754134248,0.8301227410235791
13233,LOC101244658,LOC103830573,3616,0.8775441072688779,0.8564979439694702,0.867021025619174
13234,LOC101260672,LOC103854789,3618,0.7701340860973889,0.7897346389373725,0.7799343625173807
13235,LOC101259369,LOC103866404,3621,0.3673563867325335,0.47156169570748163,0.41945904122000754
13236,LOC101259369,LOC103842442,3621,0.7453606210303458,0.5715534781594007,0.6584570495948733
13237,LOC101266112,LOC103866404,3621,0.5260465772759351,0.705292429666006,0.6156695034709705
13238,LOC101266112,LOC103842442,3621,0.4626167960479887,0.5638618531557028,0.5132393246018457
13239,LOC101244473,LOC103866404,3621,0.6476443189837685,0.7323669496790226,0.6900056343313956
13240,LOC101244473,LOC103842442,3621,0.7686774876499648,0.46044565406752197,0.6145615708587434
13241,yfe37,LOC103866404,3621,0.5887116756841527,0.5412004851640387,0.5649560804240957
13242,yfe37,LOC103842442,3621,0.6749094330745707,0.6759755051326806,0.6754424691036256
13243,LOC101259320,LOC103866404,3621,0.35750646906610206,0.46847321243676593,0.41298984075143397
13244,LOC101259320,LOC103842442,3621,0.7029875323453305,0.5848001656657693,0.6438938490055499
13245,LOC101258782,LOC103841137,3622,0.9330190543401552,0.9417921486258617,0.9374056014830084
13246,LOC101258868,LOC103837380,3624,0.8213295695130557,0.8763127533059196,0.8488211614094876
13247,LOC101266787,LOC103827896,3625,0.9653239237826393,0.938058752181759,0.9516913379821992
13248,LOC101263685,LOC103868623,3627,0.7619647141848976,0.8125077655829365,0.787236239883917
13249,LOC104647318,LOC103841131,3628,0.9594636556104446,0.8587758482974884,0.9091197519539664
13250,LOC104647318,LOC103847342,3628,0.9202766407904023,0.8461083335798598,0.8831924871851311
13251,LOC101257399,LOC103870480,3629,0.846983768525053,0.8891387023505475,0.8680612354378002
13252,LOC101257399,LOC103847708,3629,0.7646125617501764,0.9101854864952815,0.8373990241227289
13253,LOC101257030,LOC103870480,3629,0.4076894848270995,0.6450446541562715,0.5263670694916855
13254,LOC101257030,LOC103847708,3629,0.3451460832745236,0.44782415761914623,0.3964851204468349
13255,LOC101268817,LOC103870480,3629,0.9300832745236414,0.9283331196770832,0.9292081971003623
13256,LOC101268817,LOC103847708,3629,0.9022215949188427,0.9364494275656007,0.9193355112422217
13257,LOC101260978,LOC103835254,3630,0.8491304006900338,0.9259355678490075,0.8875329842695207
13258,LOC101252438,LOC103835254,3630,0.8849908256880734,0.9329171966985179,0.9089540111932957
13259,LOC101249318,LOC103867288,3631,0.834726887791108,0.9327811141022986,0.8837540009467033
13260,LOC101249318,LOC108868787,3631,0.8107381792519408,0.9322722835251308,0.8715052313885359
13261,LOC101244579,LOC103829404,3632,0.9060494001411432,0.8415170251161139,0.8737832126286286
13262,LOC101244579,LOC103872878,3632,0.925363443895554,0.8483448214655503,0.8868541326805521
13263,LOC101244579,LOC103835768,3632,0.8426704304869442,0.8513149720439014,0.8469927012654228
13264,LOC101244579,LOC103832115,3632,0.7619364855328158,0.7498085311297157,0.7558725083312657
13265,LOC101261739,LOC103869699,3634,0.7354749470712774,0.8475638256959441,0.7915193863836107
13266,LOC101261739,LOC103871501,3634,0.5645673959068455,0.7646303582522261,0.6645988770795358
13267,LOC101261739,LOC103842048,3634,0.786348623853211,0.7438038043960595,0.7650762141246352
13268,LOC101266726,LOC103869699,3634,0.8494509527170078,0.8429784338668166,0.8462146932919121
13269,LOC101266726,LOC103871501,3634,0.6497275935074099,0.7736295595065527,0.7116785765069813
13270,LOC101266726,LOC103842048,3634,0.7965561044460127,0.6813892258083603,0.7389726651271864
13271,LOC101264330,LOC103869699,3634,0.8477459421312633,0.850865307812916,0.8493056249720896
13272,LOC101264330,LOC103871501,3634,0.6193309809456599,0.7809425198946839,0.7001367504201719
13273,LOC101264330,LOC103842048,3634,0.7179957657021877,0.6691654586870988,0.6935806121946433
13274,LOC101265770,LOC103839210,3635,0.8708369795342272,0.9063692571665237,0.8886031183503755
13275,LOC101254182,LOC103829391,3636,0.48869442484121384,0.4816436410969441,0.485169032969079
13276,LOC101254182,LOC103838563,3636,0.6456394573825767,0.638469958287726,0.6420547078351513
13277,LOC101254182,LOC103874726,3636,0.6568681878773621,0.6004454380634009,0.6286568129703816
13278,LOC101263113,LOC103829391,3636,0.660014114326041,0.6809809780197024,0.6704975461728717
13279,LOC101263113,LOC103838563,3636,0.5546252646436133,0.7137177173623642,0.6341714910029888
13280,LOC101263113,LOC103874726,3636,0.6595624558927311,0.8137401160505618,0.7366512859716465
13281,LOC101265085,LOC103829391,3636,0.5275257586450247,0.18349258941514068,0.3555091740300827
13282,LOC101265085,LOC103838563,3636,0.6312604093154552,0.5505014347838949,0.5908809220496751
13283,LOC101265085,LOC103874726,3636,0.7225631616090331,0.5878768156672485,0.6552199886381408
13284,LOC101245768,LOC103829391,3636,0.8047932251235004,0.8707274502263113,0.8377603376749059
13285,LOC101245768,LOC103838563,3636,0.7682653493295695,0.7362896784309084,0.7522775138802389
13286,LOC101245768,LOC103874726,3636,0.7461905434015526,0.5457334725151192,0.6459620079583359
13287,LOC101246503,LOC103865496,3638,0.7860738649729476,0.7891074756678401,0.7875906703203939
13288,LOC101266855,LOC103865496,3638,0.8526464361326747,0.888045439753868,0.8703459379432713
13289,LOC101268603,LOC103865496,3638,0.8203999059044931,0.8582019347395201,0.8393009203220065
13290,LOC101256004,LOC103865496,3638,0.7977336425042847,0.8353400585746827,0.8165368505394837
13291,LOC101247100,LOC103865496,3638,0.7166619618913197,0.7584415584415584,0.737551760166439
13292,LOC101267151,LOC103865496,3638,0.8125429310750412,0.8431263497322723,0.8278346404036567
13293,LOC101258875,LOC103842579,3639,0.9687565278757938,0.9115877288998019,0.9401721283877978
13294,LOC101258875,LOC103850698,3639,0.3596894848270995,0.6975416383161258,0.5286155615716126
13295,LOC101243944,LOC103865533,3640,0.8298151023288638,0.9632458657515605,0.8965304840402122
13296,LOC101268452,LOC103858518,3641,0.7174594213126323,0.6228973759725468,0.6701783986425895
13297,LOC101268452,LOC103839984,3641,0.9051799576570219,0.9111498979380528,0.9081649277975373
13298,LOC101268452,LOC103868827,3641,0.8754777699364855,0.9294263822737627,0.9024520761051241
13299,LOC101243855,LOC103837505,3643,0.891878616796048,0.8767446676330503,0.8843116422145492
13300,LOC101243855,LOC103873805,3643,0.9355426958362738,0.8966304765849185,0.9160865862105961
13301,AN35,LOC103848721,3644,0.7250529287226535,0.916085686017349,0.8205693073700012
13302,AN35,LOC103833582,3644,0.6081580804516584,0.7858276878778018,0.6969928841647302
13303,AN35,LOC103868807,3644,0.6238645024700071,0.8006718667310921,0.7122681846005496
13304,AN35,LOC103873927,3644,0.7499788285109386,0.9323301350636203,0.8411544817872794
13305,LOC101254207,LOC103848721,3644,0.6453126323218067,0.846506062906974,0.7459093476143903
13306,LOC101254207,LOC103833582,3644,0.469273112208892,0.562961209886039,0.5161171610474655
13307,LOC101254207,LOC103868807,3644,0.33965843330980944,0.5178633060182035,0.4287608696640065
13308,LOC101254207,LOC103873927,3644,0.28634015525758644,0.6653255628198681,0.4758328590387273
13309,AN34,LOC103848721,3644,0.7143429781227946,0.8851022427332221,0.7997226104280084
13310,AN34,LOC103833582,3644,0.7388398023994355,0.7433462513189164,0.741093026859176
13311,AN34,LOC103868807,3644,0.7475681016231475,0.7500649186298389,0.7488165101264932
13312,AN34,LOC103873927,3644,0.8469724770642202,0.9003145677405359,0.873643522402378
13313,LOC101248217,LOC103839218,3645,0.6523302752293578,0.49018726148566694,0.5712587683575123
13314,LOC101248217,LOC103855800,3645,0.8527311220889202,0.8536816258911931,0.8532063739900566
13315,LOC101248217,LOC103847170,3645,0.8992519407198306,0.9491406088217021,0.9241962747707664
13316,LOC101268717,LOC103839218,3645,0.7495271700776288,0.7185220246723664,0.7340245973749976
13317,LOC101268717,LOC103855800,3645,0.769925194071983,0.8237079549152442,0.7968165744936135
13318,LOC101268717,LOC103847170,3645,0.8913140437544107,0.9447859657426855,0.918050004748548
13319,LOC101258261,LOC103839218,3645,0.7235681016231476,0.6044019761559625,0.663985038889555
13320,LOC101258261,LOC103855800,3645,0.7750232886379675,0.8367245510753483,0.8058739198566579
13321,LOC101258261,LOC103847170,3645,0.8288101623147495,0.9565245688252523,0.8926673655700008
13322,LOC101267507,LOC103839218,3645,0.5051573747353564,0.5047540159157471,0.5049556953255517
13323,LOC101267507,LOC103855800,3645,0.8117995765702187,0.7702807443126349,0.7910401604414268
13324,LOC101267507,LOC103847170,3645,0.7313592095977417,0.9350531017956986,0.8332061556967201
13325,LOC101267060,LOC103869366,3646,0.9781171489061398,0.9907207447070774,0.9844189468066086
13326,LOC101267060,LOC103836720,3646,0.9774453069865914,0.9839363370115078,0.9806908219990496
13327,LOC101267060,LOC103859838,3646,0.9666167960479888,0.9104103186107741,0.9385135573293815
13328,LOC101254550,LOC103841065,3647,0.977575158786168,0.9856225778777031,0.9815988683319355
13329,LOC101254550,LOC103837752,3647,0.9710825688073395,0.9741870379683591,0.9726348033878494
13330,LOC101264414,LOC103848021,3648,0.9279008860660237,0.9427743099724876,0.9353375980192556
13331,LOC101254180,LOC103859552,3649,0.7965391672547636,0.7101322367837174,0.7533357020192405
13332,LOC101254180,LOC103842663,3649,0.7885278757939308,0.7291128006389965,0.7588203382164637
13333,LOC101254180,LOC103842307,3649,0.641044460127029,0.6691299588793893,0.6550872095032092
13334,LOC101254180,LOC103870068,3649,0.8387692307692308,0.8602550069520457,0.8495121188606383
13335,LOC101252597,LOC103859552,3649,0.5625631616090332,0.44600775079134986,0.5042854562001915
13336,LOC101252597,LOC103842663,3649,0.5757798165137614,0.5517261781498684,0.5637529973318149
13337,LOC101252597,LOC103842307,3649,0.7677177134791814,0.7103334023607373,0.7390255579199594
13338,LOC101252597,LOC103870068,3649,0.6517826393789697,0.6141170901990948,0.6329498647890323
13339,LOC101248790,LOC103834740,3650,0.8048270995059986,0.8381578558116144,0.8214924776588065
13340,LOC101248790,LOC103853925,3650,0.8006718419195483,0.8491110256486111,0.8248914337840797
13341,LOC101252256,LOC103834740,3650,0.8772053634438955,0.8327441351359347,0.8549747492899151
13342,LOC101252256,LOC103853925,3650,0.8808525052928723,0.868473212436766,0.8746628588648191
13343,LOC101255433,LOC103841367,3651,0.6296852505292871,0.8328787385734994,0.7312819945513933
13344,LOC101255433,LOC103836728,3651,0.7977134791813691,0.8390202053072213,0.8183668422442952
13345,LOC101258273,LOC103831349,3652,0.6012702893436839,0.850658225601278,0.725964257472481
13346,LOC101258273,LOC103831352,3652,0.932364149611856,0.9229299174629471,0.9276470335374015
13347,LOC101246378,LOC103827965,3653,0.6841834862385321,0.8248676153004171,0.7545255507694746
13348,LOC101263763,LOC103868012,3654,0.862470007057163,0.8135017601987989,0.837985883627981
13349,LOC101263763,LOC103834768,3654,0.8829131968948483,0.9198591840960861,0.9013861904954672
13350,LOC101263763,LOC103861823,3654,0.8418292166549047,0.9108067331301956,0.8763179748925501
13351,LOC101268882,LOC103868012,3654,0.8802088920254059,0.8128154305830843,0.846512161304245
13352,LOC101268882,LOC103834768,3654,0.9574763585038814,0.9167766174599887,0.937126487981935
13353,LOC101268882,LOC103861823,3654,0.9587522935779818,0.9127473892849747,0.9357498414314782
13354,LOC101268531,LOC103840943,3655,0.8033987297106564,0.6420909386740822,0.7227448341923692
13355,LOC101268531,LOC103827959,3655,0.8007339449541284,0.7836464219152146,0.7921901834346715
13356,LOC101268531,LOC103842456,3655,0.559712067748765,0.3519082790153405,0.45581017338205276
13357,LOC101267773,LOC103840943,3655,0.587226534932957,0.4934828269680206,0.5403546809504888
13358,LOC101267773,LOC103827959,3655,0.4741848976711362,0.6355234742478478,0.554854185959492
13359,LOC101267773,LOC103842456,3655,0.6551376146788991,0.7188185138071242,0.6869780642430117
13360,LOC101261691,LOC103869859,3656,0.808876342821297,0.8288258438600125,0.8188510933406548
13361,LOC101261691,LOC103859994,3656,0.6568305496745864,0.6897967636008638,0.6733136566377251
13362,LOC101263011,LOC103869859,3656,0.8774531482788364,0.9153447918823774,0.8963989700806069
13363,LOC101263011,LOC103859994,3656,0.8029922371206775,0.7488388604561725,0.7759155487884251
13364,LOC101267710,LOC103857845,3657,0.8743881439661256,0.9362660118924355,0.9053270779292806
13365,LOC101259295,LOC103849545,3659,0.9790430486944248,0.9920184599000088,0.9855307542972168
13366,LOC101259295,LOC103871369,3659,0.9848355681016232,0.9936928674969678,0.9892642177992955
13367,LOC101254422,LOC103850806,3662,0.9737473535638673,0.9896813892258083,0.9817143713948377
13368,LOC101254422,LOC103855950,3662,0.870532110091743,0.7236044138094252,0.7970682619505841
13369,LOC101255829,LOC103867663,3664,0.9082907551164432,0.8718752773422477,0.8900830162293454
13370,LOC101255829,LOC103842031,3664,0.7178263937896966,0.6524509658906014,0.685138679840149
13371,LOC101255829,LOC103847468,3664,0.7844798870853917,0.17127342412080454,0.4778766556030981
13372,LOC101255829,LOC103856631,3664,0.46696400846859565,0.47971481821140133,0.4733394133399985
13373,LOC101246255,LOC103867663,3664,0.7294283697953423,0.49925154572079405,0.6143399577580682
13374,LOC101246255,LOC103842031,3664,0.6875182310044695,0.5092802413986924,0.598399236201581
13375,LOC101246255,LOC103847468,3664,0.7227852270054105,0.46328563868427197,0.5930354328448413
13376,LOC101246255,LOC103856631,3664,0.5996706657257116,0.638369375499216,0.6190200206124639
13377,LOC101251614,LOC103867663,3664,0.7144897671136203,0.813324261160252,0.7639070141369362
13378,LOC101251614,LOC103842031,3664,0.8847649964714185,0.7291778836197971,0.8069714400456078
13379,LOC101251614,LOC103847468,3664,0.6459505998588567,0.2419903558855723,0.4439704778722145
13380,LOC101251614,LOC103856631,3664,0.6940409315455187,0.48214655503949355,0.5880937432925062
13381,LOC101251913,LOC103867663,3664,0.7392237120677487,0.8151880010649942,0.7772058565663715
13382,LOC101251913,LOC103842031,3664,0.6095243472124207,0.6577877703162441,0.6336560587643324
13383,LOC101251913,LOC103847468,3664,0.6938884968242767,0.5283028791001456,0.6110956879622111
13384,LOC101251913,LOC103856631,3664,0.5518249823570925,0.7300772120817679,0.6409510972194302
13385,LOC101262258,LOC103845829,3665,0.8954975299929429,0.8680767979173446,0.8817871639551438
13386,LOC101262258,LOC103830198,3665,0.9387043048694425,0.924296660059758,0.9315004824646003
13387,LOC101262258,LOC103866681,3665,0.9154326040931545,0.8152708339496494,0.865351719021402
13388,LOC101262258,LOC103838674,3665,0.8767028934368384,0.7626187024820282,0.8196607979594333
13389,LOC101262258,LOC103851178,3665,0.9396640790402258,0.9566902345945626,0.9481771568173942
13390,LOC101262258,LOC103841772,3665,0.8755229357798165,0.887039611868769,0.8812812738242928
13391,LOC101262258,LOC103856314,3665,0.9267410021171489,0.866792888205189,0.896766945161169
13392,LOC101248989,LOC103845829,3665,0.7864163726182075,0.8226429606839629,0.8045296666510853
13393,LOC101248989,LOC103830198,3665,0.8628087508821454,0.9496198562257788,0.906214303553962
13394,LOC101248989,LOC103866681,3665,0.8684940014114326,0.8571310238736206,0.8628125126425266
13395,LOC101248989,LOC103838674,3665,0.7192378263937897,0.8155489157767062,0.767393371085248
13396,LOC101248989,LOC103851178,3665,0.8694199011997177,0.9458687098778216,0.9076443055387696
13397,LOC101248989,LOC103841772,3665,0.795500352858151,0.8889211016773659,0.8422107272677585
13398,LOC101248989,LOC103856314,3665,0.8485476358503882,0.8355057243439931,0.8420266800971906
13399,LOC101247003,LOC103845829,3665,0.835167254763585,0.8662130580126024,0.8506901563880938
13400,LOC101247003,LOC103830198,3665,0.8384361326746648,0.9031210247611159,0.8707785787178903
13401,LOC101247003,LOC103866681,3665,0.7768412138320395,0.7916397952844422,0.7842405045582408
13402,LOC101247003,LOC103838674,3665,0.6966661961891321,0.5957518563441115,0.6462090262666218
13403,LOC101247003,LOC103851178,3665,0.8414904728299224,0.9058545099547377,0.87367249139233
13404,LOC101247003,LOC103841772,3665,0.724877911079746,0.8120462680827145,0.7684620895812302
13405,LOC101247003,LOC103856314,3665,0.8060352858151023,0.8517646362748869,0.8288999610449945
13406,LOC101250691,LOC103829225,3666,0.688045165843331,0.9049610981273852,0.7965031319853582
13407,LOC101250691,LOC103829236,3666,0.6843879871402807,0.9469810371860485,0.8156845121631646
13408,LOC101245567,LOC103845020,3667,0.9703316866619619,0.9323077833328403,0.9513197349974011
13409,XYL1,LOC103837535,3668,0.48693860268172195,0.6858193059787593,0.5863789543302407
13410,XYL1,LOC103874626,3668,0.44423429781227947,0.48933855311987423,0.46678642546607685
13411,XYL1,LOC103844567,3668,0.3938235709244884,0.7112149809188534,0.5525192759216708
13412,XYL1,LOC103844782,3668,0.4421227946365561,0.3700440789279058,0.40608343678223097
