Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR16948924,2022-06-21 07:36:38,2021-11-15 13:06:22,24952071,3784178055,24952071,151,1257,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16948/SRR16948924/SRR16948924.lite.1,SRX13140782,GSM5690884,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073970,SAMN23167201,simple,3218,Physcomitrium patens,GSM5690884,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,A9C4A40688AF8F75E0DD12DBDB8F42AC,017FFB365B52976D34AB555274A9416C
SRR16948923,2022-06-21 07:36:38,2021-11-15 13:05:16,23760372,3605341871,23760372,151,1202,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR016/16948/SRR16948923/SRR16948923.lite.1,SRX13140783,GSM5690885,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073972,SAMN23167200,simple,3218,Physcomitrium patens,GSM5690885,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,13FF3D546CF45326A5BC3A1D3DD1B7AE,844AA5FBAFB553D0C58086A724C4DC9E
SRR16948922,2022-06-21 07:36:38,2021-11-15 13:06:35,25079523,3804176707,25079523,151,1322,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR016/16948/SRR16948922/SRR16948922.lite.1,SRX13140784,GSM5690886,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073971,SAMN23167199,simple,3218,Physcomitrium patens,GSM5690886,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,11935B910903835E545331DA0840347C,C3AA1F0016D008AFA5EBC60CBD59750E
SRR16948921,2022-06-21 07:36:38,2021-11-15 13:06:22,29012633,4400478738,29012633,151,1479,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR016/16948/SRR16948921/SRR16948921.lite.1,SRX13140785,GSM5690887,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073973,SAMN23167198,simple,3218,Physcomitrium patens,GSM5690887,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,2EABF180EE7DAF88D9D547CDD69ED421,AE343446ABEFF3D4ABC72FEE08C0B408
SRR16948920,2022-06-21 07:36:38,2021-11-15 13:08:24,25695528,3897333959,25695528,151,1306,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16948/SRR16948920/SRR16948920.lite.1,SRX13140786,GSM5690888,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073974,SAMN23167197,simple,3218,Physcomitrium patens,GSM5690888,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,6EDFD328B86F91D5F5C2801FB7700730,6E7911A02F38F4C14C4D4793C0A7EBFF
SRR16948919,2022-06-21 07:36:38,2021-11-15 13:11:05,29256460,4438263947,29256460,151,1489,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16948/SRR16948919/SRR16948919.lite.1,SRX13140787,GSM5690889,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073975,SAMN23167196,simple,3218,Physcomitrium patens,GSM5690889,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,1A6C29896EEBDC9AAE488F7117EFF66B,314876B7390C25E71606DA2D70D3589D
SRR16948918,2022-06-21 07:36:38,2021-11-15 13:07:18,25536791,3873084070,25536791,151,1292,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16948/SRR16948918/SRR16948918.lite.1,SRX13140788,GSM5690890,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073976,SAMN23167195,simple,3218,Physcomitrium patens,GSM5690890,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,5776B7862D44320C998690F58B8F2B0C,8EBE42E8069F9345BC795E4AF9718663
SRR16948917,2022-06-21 07:36:38,2021-11-15 13:09:05,25552667,3868585469,25552667,151,1326,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16948/SRR16948917/SRR16948917.lite.1,SRX13140789,GSM5690891,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073977,SAMN23167194,simple,3218,Physcomitrium patens,GSM5690891,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,61F86F69E977FFB8DFB6D6F109E049A9,645732987F94BC2D5661B680F15EFB92
SRR16948916,2022-06-21 07:36:38,2021-11-15 13:05:48,25696019,3898728934,25696019,151,1300,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16948/SRR16948916/SRR16948916.lite.1,SRX13140790,GSM5690892,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073978,SAMN23167193,simple,3218,Physcomitrium patens,GSM5690892,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,E183C7F9B4CC65FF9871C42342344A28,3E59139CDC25D73B65677CA64AD0A5DE
SRR16948915,2022-06-21 07:36:38,2021-11-15 13:10:30,25762252,3905883012,25762252,151,1317,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16948/SRR16948915/SRR16948915.lite.1,SRX13140791,GSM5690893,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073979,SAMN23167319,simple,3218,Physcomitrium patens,GSM5690893,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,86D6A1A7CD9016E24ABAEF2E931A8CF8,646B1C88CAEDBAF2E456953B04AEADD4
SRR16948914,2022-06-21 07:36:38,2021-11-15 13:09:38,27621603,4190690247,27621603,151,1396,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16948/SRR16948914/SRR16948914.lite.1,SRX13140792,GSM5690894,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073981,SAMN23167318,simple,3218,Physcomitrium patens,GSM5690894,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,9200625EDC624144F56081B6492D9A52,4EFB1EFD13EEB25C9A03B9F74535F6D3
SRR16948913,2022-06-21 07:36:38,2021-11-15 13:07:32,25843489,3920853893,25843489,151,1301,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16948/SRR16948913/SRR16948913.lite.1,SRX13140793,GSM5690895,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073980,SAMN23167317,simple,3218,Physcomitrium patens,GSM5690895,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,C81FE7A927A511B2A85F28A02B8E099B,43A1ACA3C77EB5DC8624A6BDA3AAB9F6
SRR16948912,2022-06-21 07:36:38,2021-11-15 13:08:35,30287444,4591559870,30287444,151,1539,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16948/SRR16948912/SRR16948912.lite.1,SRX13140794,GSM5690896,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073982,SAMN23167316,simple,3218,Physcomitrium patens,GSM5690896,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,877913948C91AAB67288CBD6D798B23B,0C80AFEE8D8C060B134B64E8FC3B75A3
SRR16948911,2022-06-21 07:36:38,2021-11-15 13:07:28,29810293,4522496432,29810293,151,1516,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR016/16948/SRR16948911/SRR16948911.lite.1,SRX13140795,GSM5690897,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073983,SAMN23167315,simple,3218,Physcomitrium patens,GSM5690897,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,CAE0E93136850BAFCE7B69D0069AD0D9,B40ECCED892E583FA9D9E0E91F64C326
SRR16948910,2022-06-21 07:36:38,2021-11-15 13:08:35,30122934,4570456533,30122934,151,1526,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16948/SRR16948910/SRR16948910.lite.1,SRX13140796,GSM5690898,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP346152,PRJNA780504,3,780504,SRS11073984,SAMN23167192,simple,3218,Physcomitrium patens,GSM5690898,,,,,,,no,,,,,"IPS2, INRA - CNRS - UPSUD",SRA1329320,,public,9ED08B1D55B97CE5CFBBCF5E1A64C93A,51EECCEA77C0A5C071D5815D794E1F38
SRR18331941,2022-03-18 08:19:43,2022-03-18 07:27:37,10594556,889942704,0,84,301,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18331/SRR18331941/SRR18331941.lite.1,SRX14468424,GSM5955138,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP364157,PRJNA816472,3,816472,SRS12270911,SAMN26677163,simple,3218,Physcomitrium patens,GSM5955138,,,,,,,no,,,,,TEL AVIV UNIVERSITY,SRA1385871,,public,5B033B58355DBBBF647B3EC2DA57DB4A,2B8B4A4E9C92AADBA012A7352A93E065
SRR18331942,2022-03-18 08:19:43,2022-03-18 07:12:34,12666719,1064004396,0,84,361,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18331/SRR18331942/SRR18331942.lite.1,SRX14468423,GSM5955139,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP364157,PRJNA816472,3,816472,SRS12270910,SAMN26677162,simple,3218,Physcomitrium patens,GSM5955139,,,,,,,no,,,,,TEL AVIV UNIVERSITY,SRA1385871,,public,889B1211DCF93425F435EFE3ED8C5257,774436A72E28960F400C132A39B566CB
SRR18331943,2022-03-18 08:50:38,2022-03-18 08:04:52,18620976,1564161984,0,84,531,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18331/SRR18331943/SRR18331943.lite.1,SRX14468422,GSM5955140,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP364157,PRJNA816472,3,816472,SRS12270909,SAMN26677161,simple,3218,Physcomitrium patens,GSM5955140,,,,,,,no,,,,,TEL AVIV UNIVERSITY,SRA1385871,,public,B220B957463F22B4E1476BA66D2E4A98,B6A0D2F473FE6E7339C4404A3EDE144F
SRR18331944,2022-03-18 08:19:43,2022-03-18 07:12:04,11115112,933669408,0,84,318,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18331/SRR18331944/SRR18331944.lite.1,SRX14468421,GSM5955141,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP364157,PRJNA816472,3,816472,SRS12270908,SAMN26677160,simple,3218,Physcomitrium patens,GSM5955141,,,,,,,no,,,,,TEL AVIV UNIVERSITY,SRA1385871,,public,32C2164DBDB64FAA0C926F22C80F76C2,3200D3425720B3B54B1FAECDAFB6F109
SRR18331945,2022-03-18 08:19:43,2022-03-18 07:12:33,12501135,1050095340,0,84,356,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18331/SRR18331945/SRR18331945.lite.1,SRX14468420,GSM5955142,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP364157,PRJNA816472,3,816472,SRS12270907,SAMN26677159,simple,3218,Physcomitrium patens,GSM5955142,,,,,,,no,,,,,TEL AVIV UNIVERSITY,SRA1385871,,public,3602FE6843DB137051EE751CF9610D83,CB0D17ADDB71BC80EAA3B336C4F4893F
SRR18331946,2022-03-18 08:19:43,2022-03-18 07:28:59,28403992,2385935328,0,84,805,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18331/SRR18331946/SRR18331946.lite.1,SRX14468419,GSM5955143,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP364157,PRJNA816472,3,816472,SRS12270906,SAMN26677158,simple,3218,Physcomitrium patens,GSM5955143,,,,,,,no,,,,,TEL AVIV UNIVERSITY,SRA1385871,,public,71451AE25848B5C6B9A4C94B3DAA4FEA,A1B447DA89201D7918DC6C5F53351962
SRR19502740,2022-06-19 00:00:34,2022-06-01 11:58:55,38769588,11630876400,38769588,300,3825,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19502/SRR19502740/SRR19502740.lite.1,SRX15555439,GSM6209236,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP377946,PRJNA844298,,844298,SRS13265175,SAMN28812599,simple,3218,Physcomitrium patens,GSM6209236,,,,,,,no,,,,,UNIVERSITY OF FREIBURG,SRA1429681,,public,502B75EF4A46A054DA88867501A3D0E1,CB59824510F8F999F1BBAA34292C996F
SRR19502739,2022-06-19 00:00:34,2022-06-01 12:08:38,40495569,12148670700,40495569,300,4038,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19502/SRR19502739/SRR19502739.lite.1,SRX15555440,GSM6209237,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP377946,PRJNA844298,,844298,SRS13265174,SAMN28812598,simple,3218,Physcomitrium patens,GSM6209237,,,,,,,no,,,,,UNIVERSITY OF FREIBURG,SRA1429681,,public,EDBF42C04195B609ECC848D2C87CA368,A83BF11DC2C840EFFB99E163F154A2DE
SRR19502738,2022-06-19 00:00:34,2022-06-01 12:35:17,66080997,19824299100,66080997,300,6970,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19502/SRR19502738/SRR19502738.lite.1,SRX15555441,GSM6209238,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP377946,PRJNA844298,,844298,SRS13265176,SAMN28812597,simple,3218,Physcomitrium patens,GSM6209238,,,,,,,no,,,,,UNIVERSITY OF FREIBURG,SRA1429681,,public,BFD85B65400A4AACF51927049BDB61C0,A9D6F1F7BA72AD4386BBA53D248C9D06
SRR19502737,2022-06-19 00:00:34,2022-06-01 11:52:51,37598427,11279528100,37598427,300,3654,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19502/SRR19502737/SRR19502737.lite.1,SRX15555442,GSM6209239,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP377946,PRJNA844298,,844298,SRS13265177,SAMN28812596,simple,3218,Physcomitrium patens,GSM6209239,,,,,,,no,,,,,UNIVERSITY OF FREIBURG,SRA1429681,,public,A80D50E814A111A0DDEB2E218CCBD559,98C7EF68FDD4786EA6C63E38EF79CF4A
SRR19502736,2022-06-19 00:00:34,2022-06-01 12:03:42,48869981,14660994300,48869981,300,4954,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19502/SRR19502736/SRR19502736.lite.1,SRX15555443,GSM6209240,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP377946,PRJNA844298,,844298,SRS13265178,SAMN28812595,simple,3218,Physcomitrium patens,GSM6209240,,,,,,,no,,,,,UNIVERSITY OF FREIBURG,SRA1429681,,public,A5EB2F265AE118E6F55F8C77526E689D,35AE22D651395E54A530A518428E3423
SRR19502735,2022-06-19 00:00:34,2022-06-01 12:49:41,41638253,12491475900,41638253,300,4010,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19502/SRR19502735/SRR19502735.lite.1,SRX15555444,GSM6209241,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP377946,PRJNA844298,,844298,SRS13265179,SAMN28812594,simple,3218,Physcomitrium patens,GSM6209241,,,,,,,no,,,,,UNIVERSITY OF FREIBURG,SRA1429681,,public,373998490063BDD69F3EED8A57AB4724,4DE8015A24521753C517D12F51763E5A
SRR19502734,2022-06-19 00:00:34,2022-06-01 11:59:50,35700616,10710184800,35700616,300,3584,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19502/SRR19502734/SRR19502734.lite.1,SRX15555445,GSM6209242,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP377946,PRJNA844298,,844298,SRS13265180,SAMN28812593,simple,3218,Physcomitrium patens,GSM6209242,,,,,,,no,,,,,UNIVERSITY OF FREIBURG,SRA1429681,,public,65B692416CC58E5F3D52853C5AC47F80,EB9576171D61072B31656826F1D76304
SRR19502733,2022-06-19 00:00:34,2022-06-01 11:54:17,38996392,11698917600,38996392,300,4065,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19502/SRR19502733/SRR19502733.lite.1,SRX15555446,GSM6209243,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP377946,PRJNA844298,,844298,SRS13265181,SAMN28812592,simple,3218,Physcomitrium patens,GSM6209243,,,,,,,no,,,,,UNIVERSITY OF FREIBURG,SRA1429681,,public,2DFC148A9E1A08CF4FA40A77D6CC00E6,AE8EDD924178C8F2795A9E52FDABED40
SRR19502732,2022-06-19 00:00:34,2022-06-01 12:10:57,38159076,11447722800,38159076,300,3775,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19502/SRR19502732/SRR19502732.lite.1,SRX15555447,GSM6209244,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP377946,PRJNA844298,,844298,SRS13265182,SAMN28812591,simple,3218,Physcomitrium patens,GSM6209244,,,,,,,no,,,,,UNIVERSITY OF FREIBURG,SRA1429681,,public,05F8E02D4BA8F502995AC8B8947B2326,C5CD74AC623C39CF38AB0E3B1EBF9745
SRR19502731,2022-06-19 00:00:34,2022-06-01 11:38:14,31572467,9471740100,31572467,300,3101,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19502/SRR19502731/SRR19502731.lite.1,SRX15555448,GSM6209245,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP377946,PRJNA844298,,844298,SRS13265183,SAMN28812590,simple,3218,Physcomitrium patens,GSM6209245,,,,,,,no,,,,,UNIVERSITY OF FREIBURG,SRA1429681,,public,43143189CF4095B97FD78FD72249B3C0,A8E1E4BB8599471BC7282AA641455652
SRR19502730,2022-06-19 00:00:34,2022-06-01 12:01:36,42816126,12844837800,0,300,4358,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19502/SRR19502730/SRR19502730.lite.1,SRX15555449,GSM6209246,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP377946,PRJNA844298,,844298,SRS13265185,SAMN28812589,simple,3218,Physcomitrium patens,GSM6209246,,,,,,,no,,,,,UNIVERSITY OF FREIBURG,SRA1429681,,public,27CC3CEAEA0F6618F41FBECBD3A333E2,278F6F444EAAFFE03D2DF091B0F023E1
SRR19502729,2022-06-19 00:00:34,2022-06-01 11:54:22,40959005,12287701500,40959005,300,3952,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19502/SRR19502729/SRR19502729.lite.1,SRX15555450,GSM6209247,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP377946,PRJNA844298,,844298,SRS13265184,SAMN28812588,simple,3218,Physcomitrium patens,GSM6209247,,,,,,,no,,,,,UNIVERSITY OF FREIBURG,SRA1429681,,public,C4A11E8831AB6D22D1E23CBD528E651A,2BF7E88D1B30EDFA7222DF6368031ED4
SRR072917,2010-11-26 13:51:40,2014-05-29 04:45:57,14544844,581793760,0,40,405,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/072/SRR072917/SRR072917.sralite.1,SRX031155,GSM621122: Chloronemata_200ng.ml-1 bleomycin_24hours,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004443,PRJNA134901,2,134901,SRS121237,SAMN00120316,simple,3218,Physcomitrella patens,GSM621122,,,,,,,no,,,,,GEO,SRA026470,,public,AC108FFE96E94688EDFFF5197CEF268E,2B432F1B4648CD3AED26C4CB62BCCAD0
SRR072918,2010-11-26 13:51:40,2014-05-29 04:46:19,15942360,637694400,0,40,445,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/072/SRR072918/SRR072918.sralite.1,SRX031156,GSM621123: Chloronemata_untreated_24hours,OTHER,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004443,PRJNA134901,2,134901,SRS121238,SAMN00120317,simple,3218,Physcomitrella patens,GSM621123,,,,,,,no,,,,,GEO,SRA026470,,public,F32E5E03D90C091BFCE354C315B7B427,4EF4FCBA47D16FF41867B1A532D5CF8B
SRR21566756,2023-05-10 16:43:11,2022-09-15 14:38:42,19340187,2939708424,19340187,152,1062,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21566/SRR21566756/SRR21566756.lite.1,SRX17569006,GSM6579209,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP397106,PRJNA880579,3,880579,SRS15111051,SAMN30852921,simple,3218,Physcomitrium patens,GSM6579209,,,,,,,no,,,,,"WIERZBICKI, MCDB, UNIVERSITY OF MICHIGAN",SRA1497627,,public,52E9A7F3D2A368493FB39C9B38EF5D18,3E06F60297150045382E7C064518B3EB
SRR21566755,2023-05-10 16:43:11,2022-09-15 20:32:07,15632621,2376158392,15632621,152,858,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21566/SRR21566755/SRR21566755.lite.1,SRX17569007,GSM6579210,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP397106,PRJNA880579,3,880579,SRS15111054,SAMN30852920,simple,3218,Physcomitrium patens,GSM6579210,,,,,,,no,,,,,"WIERZBICKI, MCDB, UNIVERSITY OF MICHIGAN",SRA1497627,,public,317324457A61CD61D11C1ECCE8797262,92DB8C9C99505F44F6F567BCD128740F
SRR21566754,2023-05-10 16:43:11,2022-09-15 13:31:23,16469862,2503419024,16469862,152,897,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21566/SRR21566754/SRR21566754.lite.1,SRX17569008,GSM6579211,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP397106,PRJNA880579,3,880579,SRS15111052,SAMN30852919,simple,3218,Physcomitrium patens,GSM6579211,,,,,,,no,,,,,"WIERZBICKI, MCDB, UNIVERSITY OF MICHIGAN",SRA1497627,,public,BCD131CAEFC54122CA68E8192B0DAE9C,6060940A610D5A0B083A6038CB634773
SRR21566753,2023-05-10 16:43:11,2022-09-15 13:39:29,16031870,2436844240,16031870,152,882,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21566/SRR21566753/SRR21566753.lite.1,SRX17569009,GSM6579212,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP397106,PRJNA880579,3,880579,SRS15111053,SAMN30852918,simple,3218,Physcomitrium patens,GSM6579212,,,,,,,no,,,,,"WIERZBICKI, MCDB, UNIVERSITY OF MICHIGAN",SRA1497627,,public,93D67AE05520EAA6CE276CC27436C1AE,5C53CAB5930CEB67682A4874F23B3849
SRR21569208,2023-04-11 19:08:30,2022-09-15 14:13:20,7461573,1134159096,7461573,152,402,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR021/21569/SRR21569208/SRR21569208.lite.1,SRX17571460,GSM6579256,OTHER,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP397116,PRJNA880588,3,880588,SRS15112539,SAMN30853877,simple,3218,Physcomitrium patens,GSM6579256,,,,,,,no,,,,,"WIERZBICKI, MCDB, UNIVERSITY OF MICHIGAN",SRA1497652,,public,7910DB8B68C7D35432E87EE1FCF78140,B6E738F32B2067FA28BB3A6198243199
