Orthogroup,Real NCBI Gene,Species
OG0000360,AT3G25150,Athaliana
OG0000360,AT3G55540,Athaliana
OG0000360,AT5G60980,Athaliana
OG0000360,Solyc05g012240.3,Tomato
OG0000360,Solyc06g007780.3,Tomato
OG0000360,Solyc06g083300.4,Tomato
OG0000360,Solyc09g059310.3,Tomato
OG0000361,AT2G36750,Athaliana
OG0000361,AT2G36760,Athaliana
OG0000361,AT2G36770,Athaliana
OG0000361,AT2G36780,Athaliana
OG0000361,AT2G36790,Athaliana
OG0000361,AT2G36800,Athaliana
OG0000361,AT3G53160,Athaliana
OG0000361,Solyc10g085870.1,Tomato
OG0000361,Solyc10g085880.1,Tomato
OG0000361,Solyc12g042600.2,Tomato
OG0000361,Solyc12g042620.1,Tomato
OG0000362,AT1G49700,Athaliana
OG0000362,AT2G01560,Athaliana
OG0000362,AT2G11620,Athaliana
OG0000362,AT2G11623,Athaliana
OG0000362,AT2G29605,Athaliana
OG0000362,AT2G29850,Athaliana
OG0000362,AT3G28990,Athaliana
OG0000362,AT3G45800,Athaliana
OG0000362,AT3G55240,Athaliana
OG0000362,AT4G07675,Athaliana
OG0000362,Solyc04g010285.1,Tomato
OG0000363,AT1G23915,Athaliana
OG0000363,AT1G36085,Athaliana
OG0000363,AT1G48285,Athaliana
OG0000363,AT2G06265,Athaliana
OG0000363,AT2G07505,Athaliana
OG0000363,AT2G37125,Athaliana
OG0000363,AT3G28785,Athaliana
OG0000363,AT3G30165,Athaliana
OG0000363,AT4G04775,Athaliana
OG0000363,AT4G07445,Athaliana
OG0000363,AT5G15690,Athaliana
OG0000364,AT1G05005,Athaliana
OG0000364,AT1G28000,Athaliana
OG0000364,AT1G28020,Athaliana
OG0000364,AT1G43010,Athaliana
OG0000364,AT2G20710,Athaliana
OG0000364,AT2G20720,Athaliana
OG0000364,AT3G11350,Athaliana
OG0000364,AT3G11380,Athaliana
OG0000364,AT4G21705,Athaliana
OG0000364,Solyc02g078330.3,Tomato
OG0000364,Solyc07g063220.4,Tomato
OG0000365,AT1G62970,Athaliana
OG0000365,AT2G01710,Athaliana
OG0000365,AT4G11930,Athaliana
OG0000365,AT4G11940,Athaliana
OG0000365,AT4G38065,Athaliana
OG0000365,AT5G09540,Athaliana
OG0000365,AT5G64360,Athaliana
OG0000365,Solyc01g105780.4,Tomato
OG0000365,Solyc04g076270.1,Tomato
OG0000365,Solyc07g007230.4,Tomato
OG0000365,Solyc11g006170.3,Tomato
OG0000366,AT1G31810,Athaliana
OG0000366,AT2G25050,Athaliana
OG0000366,AT3G32400,Athaliana
OG0000366,AT3G32410,Athaliana
OG0000366,AT5G07740,Athaliana
OG0000366,AT5G58160,Athaliana
OG0000366,Solyc06g069660.2,Tomato
OG0000366,Solyc07g005500.2,Tomato
OG0000366,Solyc08g075650.3,Tomato
OG0000366,Solyc08g075670.2,Tomato
OG0000366,Solyc12g010110.3,Tomato
OG0000367,AT2G29100,Athaliana
OG0000367,AT2G29110,Athaliana
OG0000367,AT2G29120,Athaliana
OG0000367,Solyc02g077290.2,Tomato
OG0000367,Solyc04g078860.4,Tomato
OG0000367,Solyc06g063170.3,Tomato
OG0000367,Solyc06g063180.3,Tomato
OG0000367,Solyc06g063190.3,Tomato
OG0000367,Solyc06g063200.2,Tomato
OG0000367,Solyc06g063210.3,Tomato
OG0000367,Solyc08g006500.4,Tomato
OG0000368,AT2G05850,Athaliana
OG0000368,AT3G52000,Athaliana
OG0000368,AT3G52010,Athaliana
OG0000368,AT3G52020,Athaliana
OG0000368,AT3G56540,Athaliana
OG0000368,AT3G63470,Athaliana
OG0000368,Solyc01g087920.2,Tomato
OG0000368,Solyc01g087940.3,Tomato
OG0000368,Solyc01g087950.3,Tomato
OG0000368,Solyc01g087960.3,Tomato
OG0000368,Solyc01g087970.3,Tomato
OG0000369,AT1G05100,Athaliana
OG0000369,AT2G32510,Athaliana
OG0000369,Solyc01g103240.4,Tomato
OG0000369,Solyc05g044440.1,Tomato
OG0000369,Solyc07g051860.1,Tomato
OG0000369,Solyc07g051870.1,Tomato
OG0000369,Solyc07g051880.1,Tomato
OG0000369,Solyc07g051890.1,Tomato
OG0000369,Solyc07g051920.1,Tomato
OG0000369,Solyc07g051930.3,Tomato
OG0000369,Solyc07g064820.1,Tomato
OG0000370,AT2G14060,Athaliana
OG0000370,AT3G11480,Athaliana
OG0000370,AT3G21950,Athaliana
OG0000370,AT5G04370,Athaliana
OG0000370,AT5G04380,Athaliana
OG0000370,AT5G38020,Athaliana
OG0000370,AT5G66430,Athaliana
OG0000370,Solyc01g080970.3,Tomato
OG0000370,Solyc01g080980.2,Tomato
OG0000370,Solyc01g080990.3,Tomato
OG0000370,Solyc10g061840.3,Tomato
OG0000371,AT1G45545,Athaliana
OG0000371,AT2G26570,Athaliana
OG0000371,AT4G33390,Athaliana
OG0000371,AT5G42880,Athaliana
OG0000371,Solyc04g078950.1,Tomato
OG0000371,Solyc04g078970.3,Tomato
OG0000371,Solyc05g042150.2,Tomato
OG0000371,Solyc07g022910.3,Tomato
OG0000371,Solyc07g026880.3,Tomato
OG0000371,Solyc08g015840.3,Tomato
OG0000371,Solyc12g088830.3,Tomato
OG0000372,ATMG00160,Athaliana
OG0000372,Solyc00g500101.1,Tomato
OG0000372,Solyc00g500118.1,Tomato
OG0000372,Solyc00g500244.1,Tomato
OG0000372,Solyc00g500275.1,Tomato
OG0000372,Solyc00g500310.1,Tomato
OG0000372,Solyc00g500359.1,Tomato
OG0000372,Solyc02g021365.1,Tomato
OG0000372,Solyc03g063780.1,Tomato
OG0000372,Solyc05g045850.3,Tomato
OG0000372,Solyc05g045930.1,Tomato
OG0000373,AT1G20400,Athaliana
OG0000373,AT4G20520,Athaliana
OG0000373,AT4G20535,Athaliana
OG0000373,AT4G20545,Athaliana
OG0000373,AT4G20555,Athaliana
OG0000373,AT4G20565,Athaliana
OG0000373,AT4G20575,Athaliana
OG0000373,AT4G20650,Athaliana
OG0000373,AT4G20700,Athaliana
OG0000373,AT4G20707,Athaliana
OG0000373,AT4G20947,Athaliana
OG0000374,AT1G65310,Athaliana
OG0000374,AT4G25810,Athaliana
OG0000374,AT4G30270,Athaliana
OG0000374,AT4G30280,Athaliana
OG0000374,AT4G30290,Athaliana
OG0000374,AT5G48070,Athaliana
OG0000374,AT5G57560,Athaliana
OG0000374,Solyc03g093080.3,Tomato
OG0000374,Solyc03g093110.3,Tomato
OG0000374,Solyc03g093120.5,Tomato
OG0000374,Solyc03g093130.3,Tomato
OG0000375,AT3G06830,Athaliana
OG0000375,AT4G15980,Athaliana
OG0000375,AT5G49180,Athaliana
OG0000375,Solyc01g066360.3,Tomato
OG0000375,Solyc01g066390.4,Tomato
OG0000375,Solyc01g066410.1,Tomato
OG0000375,Solyc01g066420.3,Tomato
OG0000375,Solyc01g066425.1,Tomato
OG0000375,Solyc03g070465.1,Tomato
OG0000375,Solyc05g054360.4,Tomato
OG0000375,Solyc12g099410.2,Tomato
OG0000376,AT3G02810,Athaliana
OG0000376,AT3G07070,Athaliana
OG0000376,AT3G24790,Athaliana
OG0000376,AT4G13190,Athaliana
OG0000376,AT5G02800,Athaliana
OG0000376,AT5G16500,Athaliana
OG0000376,Solyc01g028910.2,Tomato
OG0000376,Solyc04g049640.3,Tomato
OG0000376,Solyc09g007170.4,Tomato
OG0000376,Solyc09g061330.3,Tomato
OG0000376,Solyc10g085990.3,Tomato
OG0000377,AT3G08840,Athaliana
OG0000377,AT4G01900,Athaliana
OG0000377,AT5G46290,Athaliana
OG0000377,Solyc01g015000.3,Tomato
OG0000377,Solyc02g070790.3,Tomato
OG0000377,Solyc06g009400.3,Tomato
OG0000377,Solyc07g032788.1,Tomato
OG0000377,Solyc08g016170.3,Tomato
OG0000377,Solyc09g015130.4,Tomato
OG0000377,Solyc09g031528.1,Tomato
OG0000377,Solyc10g085400.3,Tomato
OG0000378,AT1G23720,Athaliana
OG0000378,AT3G28550,Athaliana
OG0000378,AT3G54580,Athaliana
OG0000378,AT3G54590,Athaliana
OG0000378,Solyc09g098510.3,Tomato
OG0000378,Solyc12g038700.1,Tomato
OG0000378,Solyc12g038860.1,Tomato
OG0000378,Solyc12g098780.2,Tomato
OG0000378,Solyc12g098800.2,Tomato
OG0000378,Solyc12g150131.1,Tomato
OG0000378,Solyc12g150132.1,Tomato
OG0000379,AT1G34490,Athaliana
OG0000379,AT1G34500,Athaliana
OG0000379,AT1G34520,Athaliana
OG0000379,AT5G51420,Athaliana
OG0000379,AT5G55320,Athaliana
OG0000379,AT5G55330,Athaliana
OG0000379,AT5G55340,Athaliana
OG0000379,AT5G55350,Athaliana
OG0000379,AT5G55360,Athaliana
OG0000379,AT5G55370,Athaliana
OG0000379,AT5G55380,Athaliana
OG0000380,AT3G28770,Athaliana
OG0000380,AT3G28780,Athaliana
OG0000380,AT3G28790,Athaliana
OG0000380,AT3G28810,Athaliana
OG0000380,AT3G28820,Athaliana
OG0000380,AT3G28830,Athaliana
OG0000380,AT3G28840,Athaliana
OG0000380,AT3G28980,Athaliana
OG0000380,AT5G39870,Athaliana
OG0000380,AT5G48575,Athaliana
OG0000380,AT5G61720,Athaliana
OG0000381,AT3G47740,Athaliana
OG0000381,AT3G47750,Athaliana
OG0000381,AT3G47760,Athaliana
OG0000381,AT3G47770,Athaliana
OG0000381,AT3G47780,Athaliana
OG0000381,AT5G61700,Athaliana
OG0000381,AT5G61740,Athaliana
OG0000381,Solyc03g113040.4,Tomato
OG0000381,Solyc03g113060.3,Tomato
OG0000381,Solyc06g070920.3,Tomato
OG0000381,Solyc06g070930.3,Tomato
OG0000382,AT3G53520,Athaliana
OG0000382,AT5G03280,Athaliana
OG0000382,Solyc01g066700.4,Tomato
OG0000382,Solyc09g005470.3,Tomato
OG0000382,Solyc09g005490.1,Tomato
OG0000382,Solyc09g005530.3,Tomato
OG0000382,Solyc09g005540.3,Tomato
OG0000382,Solyc09g005810.4,Tomato
OG0000382,Solyc09g007870.3,Tomato
OG0000382,Solyc10g085920.3,Tomato
OG0000382,Solyc12g099480.2,Tomato
OG0000383,AT5G35330,Athaliana
OG0000383,Solyc01g067965.1,Tomato
OG0000383,Solyc05g041145.1,Tomato
OG0000383,Solyc05g041150.1,Tomato
OG0000383,Solyc05g041160.3,Tomato
OG0000383,Solyc05g047450.3,Tomato
OG0000383,Solyc07g015930.3,Tomato
OG0000383,Solyc10g018450.1,Tomato
OG0000383,Solyc10g018460.1,Tomato
OG0000383,Solyc10g018470.1,Tomato
OG0000383,Solyc10g018490.1,Tomato
OG0000384,AT5G12460,Athaliana
OG0000384,Solyc11g065390.3,Tomato
OG0000384,Solyc11g065400.2,Tomato
OG0000384,Solyc11g065440.3,Tomato
OG0000384,Solyc11g065450.1,Tomato
OG0000384,Solyc11g065460.1,Tomato
OG0000384,Solyc11g065470.2,Tomato
OG0000384,Solyc11g065480.3,Tomato
OG0000384,Solyc12g099680.1,Tomato
OG0000384,Solyc12g099690.1,Tomato
OG0000384,Solyc12g099730.3,Tomato
OG0000385,AT5G03980,Athaliana
OG0000385,Solyc01g099010.3,Tomato
OG0000385,Solyc01g099020.3,Tomato
OG0000385,Solyc01g099030.4,Tomato
OG0000385,Solyc01g099040.4,Tomato
OG0000385,Solyc01g099050.3,Tomato
OG0000385,Solyc01g099060.3,Tomato
OG0000385,Solyc01g099080.4,Tomato
OG0000385,Solyc08g006487.1,Tomato
OG0000385,Solyc12g017460.1,Tomato
OG0000385,Solyc12g096620.1,Tomato
OG0000386,Solyc00g500146.1,Tomato
OG0000386,Solyc01g017160.2,Tomato
OG0000386,Solyc01g017260.1,Tomato
OG0000386,Solyc02g011900.1,Tomato
OG0000386,Solyc02g011910.1,Tomato
OG0000386,Solyc03g122010.1,Tomato
OG0000386,Solyc04g039790.3,Tomato
OG0000386,Solyc09g050069.1,Tomato
OG0000386,Solyc09g055840.1,Tomato
OG0000386,Solyc11g021090.3,Tomato
OG0000386,Solyc12g027820.1,Tomato
OG0000387,Solyc01g021700.3,Tomato
OG0000387,Solyc01g067190.1,Tomato
OG0000387,Solyc02g030550.1,Tomato
OG0000387,Solyc03g071760.1,Tomato
OG0000387,Solyc05g015280.3,Tomato
OG0000387,Solyc06g030640.2,Tomato
OG0000387,Solyc06g030660.3,Tomato
OG0000387,Solyc06g042940.1,Tomato
OG0000387,Solyc06g048370.3,Tomato
OG0000387,Solyc12g027480.1,Tomato
OG0000387,Solyc12g027490.1,Tomato
OG0000388,Solyc01g057585.1,Tomato
OG0000388,Solyc01g058225.1,Tomato
OG0000388,Solyc01g058325.1,Tomato
OG0000388,Solyc01g058340.1,Tomato
OG0000388,Solyc01g065930.1,Tomato
OG0000388,Solyc01g066210.1,Tomato
OG0000388,Solyc01g066230.1,Tomato
OG0000388,Solyc01g066235.1,Tomato
OG0000388,Solyc01g150143.1,Tomato
OG0000388,Solyc06g005120.1,Tomato
OG0000388,Solyc06g011668.1,Tomato
OG0000389,Solyc01g058000.3,Tomato
OG0000389,Solyc01g067295.1,Tomato
OG0000389,Solyc03g031480.3,Tomato
OG0000389,Solyc03g031483.1,Tomato
OG0000389,Solyc03g031500.1,Tomato
OG0000389,Solyc03g031510.4,Tomato
OG0000389,Solyc03g031520.4,Tomato
OG0000389,Solyc05g008145.1,Tomato
OG0000389,Solyc05g008150.3,Tomato
OG0000389,Solyc05g008155.1,Tomato
OG0000389,Solyc07g049135.1,Tomato
OG0000390,Solyc01g058120.1,Tomato
OG0000390,Solyc02g005145.1,Tomato
OG0000390,Solyc04g048905.1,Tomato
OG0000390,Solyc05g043390.2,Tomato
OG0000390,Solyc05g150133.1,Tomato
OG0000390,Solyc07g032130.1,Tomato
OG0000390,Solyc09g018215.1,Tomato
OG0000390,Solyc09g062990.2,Tomato
OG0000390,Solyc10g038140.1,Tomato
OG0000390,Solyc10g055685.1,Tomato
OG0000390,Solyc12g038730.1,Tomato
OG0000391,Solyc02g081770.2,Tomato
OG0000391,Solyc07g008380.2,Tomato
OG0000391,Solyc07g008390.3,Tomato
OG0000391,Solyc07g052060.2,Tomato
OG0000391,Solyc12g005430.1,Tomato
OG0000391,Solyc12g005440.1,Tomato
OG0000391,Solyc12g010980.3,Tomato
OG0000391,Solyc12g088170.2,Tomato
OG0000391,Solyc12g096770.1,Tomato
OG0000391,Solyc12g096790.1,Tomato
OG0000391,Solyc12g096800.1,Tomato
OG0000392,Solyc03g005640.1,Tomato
OG0000392,Solyc03g078830.1,Tomato
OG0000392,Solyc03g078840.1,Tomato
OG0000392,Solyc04g017640.1,Tomato
OG0000392,Solyc04g019310.3,Tomato
OG0000392,Solyc04g019313.1,Tomato
OG0000392,Solyc05g006690.3,Tomato
OG0000392,Solyc10g079230.3,Tomato
OG0000392,Solyc10g079520.1,Tomato
OG0000392,Solyc10g079530.2,Tomato
OG0000392,Solyc11g044380.1,Tomato
OG0000393,Solyc04g049305.1,Tomato
OG0000393,Solyc04g054524.1,Tomato
OG0000393,Solyc04g054526.1,Tomato
OG0000393,Solyc04g054530.1,Tomato
OG0000393,Solyc04g054535.1,Tomato
OG0000393,Solyc04g054537.1,Tomato
OG0000393,Solyc04g054682.1,Tomato
OG0000393,Solyc04g054686.1,Tomato
OG0000393,Solyc07g150111.1,Tomato
OG0000393,Solyc09g018375.1,Tomato
OG0000393,Solyc09g018377.1,Tomato
OG0000394,AT1G01660,Athaliana
OG0000394,AT1G01670,Athaliana
OG0000394,AT1G01680,Athaliana
OG0000394,AT1G56030,Athaliana
OG0000394,AT1G56040,Athaliana
OG0000394,AT2G45910,Athaliana
OG0000394,AT2G45920,Athaliana
OG0000394,AT3G61390,Athaliana
OG0000394,AT3G61410,Athaliana
OG0000394,Solyc01g094660.3,Tomato
OG0000395,AT1G01640,Athaliana
OG0000395,AT2G05330,Athaliana
OG0000395,AT2G40440,Athaliana
OG0000395,AT2G40450,Athaliana
OG0000395,AT3G29740,Athaliana
OG0000395,AT3G56230,Athaliana
OG0000395,AT4G04090,Athaliana
OG0000395,AT5G48510,Athaliana
OG0000395,Solyc05g052290.3,Tomato
OG0000395,Solyc06g050860.3,Tomato
OG0000396,AT1G03300,Athaliana
OG0000396,AT1G11420,Athaliana
OG0000396,AT1G26540,Athaliana
OG0000396,AT2G46840,Athaliana
OG0000396,AT2G47220,Athaliana
OG0000396,AT2G47230,Athaliana
OG0000396,AT3G62300,Athaliana
OG0000396,AT5G23770,Athaliana
OG0000396,AT5G23780,Athaliana
OG0000396,AT5G23800,Athaliana
OG0000397,AT2G14580,Athaliana
OG0000397,AT2G14610,Athaliana
OG0000397,AT3G19690,Athaliana
OG0000397,AT4G07820,Athaliana
OG0000397,AT4G33710,Athaliana
OG0000397,AT4G33720,Athaliana
OG0000397,AT4G33730,Athaliana
OG0000397,AT5G26130,Athaliana
OG0000397,Solyc01g106605.1,Tomato
OG0000397,Solyc01g106620.2,Tomato
OG0000398,AT2G26450,Athaliana
OG0000398,AT2G47030,Athaliana
OG0000398,AT2G47040,Athaliana
OG0000398,AT2G47050,Athaliana
OG0000398,AT3G62170,Athaliana
OG0000398,AT3G62180,Athaliana
OG0000398,AT4G33230,Athaliana
OG0000398,Solyc01g057220.3,Tomato
OG0000398,Solyc01g068120.4,Tomato
OG0000398,Solyc06g084620.1,Tomato
OG0000399,AT2G36190,Athaliana
OG0000399,AT3G52600,Athaliana
OG0000399,Solyc09g010080.3,Tomato
OG0000399,Solyc09g010090.5,Tomato
OG0000399,Solyc10g045590.1,Tomato
OG0000399,Solyc10g083290.4,Tomato
OG0000399,Solyc10g083300.2,Tomato
OG0000399,Solyc10g085360.3,Tomato
OG0000399,Solyc10g085640.1,Tomato
OG0000399,Solyc10g085650.2,Tomato
OG0000400,AT1G74220,Athaliana
OG0000400,AT2G03630,Athaliana
OG0000400,AT3G02125,Athaliana
OG0000400,AT5G15560,Athaliana
OG0000400,AT5G39140,Athaliana
OG0000400,AT5G39170,Athaliana
OG0000400,AT5G39200,Athaliana
OG0000400,Solyc02g088840.3,Tomato
OG0000400,Solyc03g059470.1,Tomato
OG0000400,Solyc03g115060.3,Tomato
OG0000401,AT1G31450,Athaliana
OG0000401,AT1G64830,Athaliana
OG0000401,AT2G28010,Athaliana
OG0000401,AT2G28030,Athaliana
OG0000401,AT2G28040,Athaliana
OG0000401,AT2G28220,Athaliana
OG0000401,AT2G28225,Athaliana
OG0000401,AT2G35615,Athaliana
OG0000401,AT5G33340,Athaliana
OG0000401,Solyc01g081370.4,Tomato
OG0000402,AT1G08985,Athaliana
OG0000402,AT1G10455,Athaliana
OG0000402,AT1G43171,Athaliana
OG0000402,AT1G50220,Athaliana
OG0000402,AT1G51970,Athaliana
OG0000402,AT2G21920,Athaliana
OG0000402,AT3G28853,Athaliana
OG0000402,AT5G54067,Athaliana
OG0000402,Solyc08g075900.1,Tomato
OG0000402,Solyc09g059560.3,Tomato
OG0000403,AT1G13420,Athaliana
OG0000403,AT1G13430,Athaliana
OG0000403,AT1G28170,Athaliana
OG0000403,AT2G03750,Athaliana
OG0000403,AT2G14920,Athaliana
OG0000403,AT2G27570,Athaliana
OG0000403,AT3G45070,Athaliana
OG0000403,AT3G45080,Athaliana
OG0000403,AT4G26280,Athaliana
OG0000403,AT5G43690,Athaliana
OG0000404,AT1G44080,Athaliana
OG0000404,AT1G57906,Athaliana
OG0000404,AT1G65735,Athaliana
OG0000404,AT1G65740,Athaliana
OG0000404,AT1G65760,Athaliana
OG0000404,AT1G65770,Athaliana
OG0000404,AT2G17690,Athaliana
OG0000404,AT2G26160,Athaliana
OG0000404,AT3G25750,Athaliana
OG0000404,AT4G35733,Athaliana
OG0000405,AT2G29940,Athaliana
OG0000405,Solyc02g055540.1,Tomato
OG0000405,Solyc02g081870.4,Tomato
OG0000405,Solyc02g093470.4,Tomato
OG0000405,Solyc02g093480.4,Tomato
OG0000405,Solyc04g076170.1,Tomato
OG0000405,Solyc06g076930.2,Tomato
OG0000405,Solyc09g042300.2,Tomato
OG0000405,Solyc09g150122.1,Tomato
OG0000405,Solyc12g044570.1,Tomato
OG0000406,AT1G62200,Athaliana
OG0000406,AT2G02020,Athaliana
OG0000406,AT2G02040,Athaliana
OG0000406,Solyc02g021240.3,Tomato
OG0000406,Solyc12g042240.2,Tomato
OG0000406,Solyc12g042250.3,Tomato
OG0000406,Solyc12g042260.3,Tomato
OG0000406,Solyc12g042270.3,Tomato
OG0000406,Solyc12g042280.3,Tomato
OG0000406,Solyc12g042300.2,Tomato
OG0000407,AT1G11370,Athaliana
OG0000407,AT1G11580,Athaliana
OG0000407,AT1G11590,Athaliana
OG0000407,AT1G44980,Athaliana
OG0000407,AT2G12945,Athaliana
OG0000407,AT3G27980,Athaliana
OG0000407,AT3G42160,Athaliana
OG0000407,AT4G03930,Athaliana
OG0000407,Solyc02g080200.4,Tomato
OG0000407,Solyc02g080220.3,Tomato
OG0000408,AT1G74280,Athaliana
OG0000408,AT1G74290,Athaliana
OG0000408,AT1G74300,Athaliana
OG0000408,AT2G36290,Athaliana
OG0000408,Solyc09g009500.3,Tomato
OG0000408,Solyc09g009510.4,Tomato
OG0000408,Solyc09g009520.3,Tomato
OG0000408,Solyc09g009530.4,Tomato
OG0000408,Solyc09g009540.4,Tomato
OG0000408,Solyc09g009550.4,Tomato
OG0000409,AT2G06555,Athaliana
OG0000409,AT3G47680,Athaliana
OG0000409,AT4G08270,Athaliana
OG0000409,AT5G41210,Athaliana
OG0000409,AT5G41220,Athaliana
OG0000409,AT5G41240,Athaliana
OG0000409,AT5G52547,Athaliana
OG0000409,Solyc04g050560.4,Tomato
OG0000409,Solyc08g080900.3,Tomato
OG0000409,Solyc08g080910.3,Tomato
OG0000410,AT1G34015,Athaliana
OG0000410,AT1G65790,Athaliana
OG0000410,AT1G65800,Athaliana
OG0000410,AT2G01780,Athaliana
OG0000410,AT2G24620,Athaliana
OG0000410,AT3G12000,Athaliana
OG0000410,AT4G21380,Athaliana
OG0000410,AT5G39370,Athaliana
OG0000410,Solyc02g079590.3,Tomato
OG0000410,Solyc03g006770.4,Tomato
OG0000411,AT1G30820,Athaliana
OG0000411,AT2G34890,Athaliana
OG0000411,AT3G12670,Athaliana
OG0000411,Solyc01g056850.3,Tomato
OG0000411,Solyc01g098530.3,Tomato
OG0000411,Solyc02g082190.3,Tomato
OG0000411,Solyc02g082560.1,Tomato
OG0000411,Solyc02g084300.1,Tomato
OG0000411,Solyc02g084303.1,Tomato
OG0000411,Solyc02g088940.3,Tomato
OG0000412,AT2G18630,Athaliana
OG0000412,AT3G28270,Athaliana
OG0000412,AT3G28290,Athaliana
OG0000412,AT3G28300,Athaliana
OG0000412,AT3G28310,Athaliana
OG0000412,AT3G28320,Athaliana
OG0000412,AT3G48640,Athaliana
OG0000412,AT5G66660,Athaliana
OG0000412,AT5G66670,Athaliana
OG0000412,AT5G66675,Athaliana
OG0000413,AT2G17650,Athaliana
OG0000413,Solyc02g061740.3,Tomato
OG0000413,Solyc02g082870.4,Tomato
OG0000413,Solyc02g082880.2,Tomato
OG0000413,Solyc03g032210.3,Tomato
OG0000413,Solyc04g025450.3,Tomato
OG0000413,Solyc07g043630.2,Tomato
OG0000413,Solyc07g043640.3,Tomato
OG0000413,Solyc07g043650.3,Tomato
OG0000413,Solyc07g043660.3,Tomato
OG0000414,AT2G15130,Athaliana
OG0000414,AT2G15170,Athaliana
OG0000414,AT2G15220,Athaliana
OG0000414,Solyc01g080790.3,Tomato
OG0000414,Solyc01g080800.3,Tomato
OG0000414,Solyc01g107540.4,Tomato
OG0000414,Solyc03g013040.1,Tomato
OG0000414,Solyc03g013060.2,Tomato
OG0000414,Solyc03g013090.1,Tomato
OG0000414,Solyc03g013110.2,Tomato
OG0000415,AT2G18550,Athaliana
OG0000415,AT4G36740,Athaliana
OG0000415,AT5G66700,Athaliana
OG0000415,Solyc02g062960.4,Tomato
OG0000415,Solyc02g085630.3,Tomato
OG0000415,Solyc03g034110.4,Tomato
OG0000415,Solyc03g034120.3,Tomato
OG0000415,Solyc03g034130.4,Tomato
OG0000415,Solyc03g034150.2,Tomato
OG0000415,Solyc09g015110.2,Tomato
OG0000416,AT1G65210,Athaliana
OG0000416,AT2G22620,Athaliana
OG0000416,AT4G37950,Athaliana
OG0000416,AT4G38030,Athaliana
OG0000416,Solyc04g014450.1,Tomato
OG0000416,Solyc11g011270.1,Tomato
OG0000416,Solyc11g011280.3,Tomato
OG0000416,Solyc11g011290.3,Tomato
OG0000416,Solyc11g011300.2,Tomato
OG0000416,Solyc11g011310.3,Tomato
OG0000417,AT1G24159,Athaliana
OG0000417,AT1G70110,Athaliana
OG0000417,AT1G70130,Athaliana
OG0000417,AT2G43690,Athaliana
OG0000417,AT2G43700,Athaliana
OG0000417,AT3G59700,Athaliana
OG0000417,AT3G59730,Athaliana
OG0000417,AT3G59740,Athaliana
OG0000417,AT3G59750,Athaliana
OG0000417,AT4G29050,Athaliana
OG0000418,AT2G19570,Athaliana
OG0000418,AT4G29570,Athaliana
OG0000418,AT4G29580,Athaliana
OG0000418,AT4G29600,Athaliana
OG0000418,AT4G29610,Athaliana
OG0000418,AT4G29620,Athaliana
OG0000418,AT4G29630,Athaliana
OG0000418,AT4G29640,Athaliana
OG0000418,AT4G29650,Athaliana
OG0000418,Solyc07g021750.1,Tomato
OG0000419,AT1G64900,Athaliana
OG0000419,AT1G64930,Athaliana
OG0000419,AT1G64940,Athaliana
OG0000419,AT1G64950,Athaliana
OG0000419,AT2G12190,Athaliana
OG0000419,AT5G61320,Athaliana
OG0000419,Solyc03g096980.1,Tomato
OG0000419,Solyc03g096990.4,Tomato
OG0000419,Solyc04g010320.1,Tomato
OG0000419,Solyc06g074180.3,Tomato
OG0000420,AT1G05710,Athaliana
OG0000420,AT2G20100,Athaliana
OG0000420,AT2G31730,Athaliana
OG0000420,AT4G29100,Athaliana
OG0000420,Solyc01g058400.3,Tomato
OG0000420,Solyc03g120530.3,Tomato
OG0000420,Solyc04g025375.1,Tomato
OG0000420,Solyc06g066580.4,Tomato
OG0000420,Solyc07g020960.3,Tomato
OG0000420,Solyc08g014120.3,Tomato
OG0000421,AT2G43870,Athaliana
OG0000421,AT3G59850,Athaliana
OG0000421,Solyc02g067630.3,Tomato
OG0000421,Solyc02g067640.3,Tomato
OG0000421,Solyc02g067650.3,Tomato
OG0000421,Solyc12g019180.2,Tomato
OG0000421,Solyc12g019220.1,Tomato
OG0000421,Solyc12g019230.2,Tomato
OG0000421,Solyc12g096740.1,Tomato
OG0000421,Solyc12g096750.2,Tomato
OG0000422,AT1G22500,Athaliana
OG0000422,AT1G35330,Athaliana
OG0000422,AT1G72200,Athaliana
OG0000422,AT2G34990,Athaliana
OG0000422,AT2G35000,Athaliana
OG0000422,AT4G09100,Athaliana
OG0000422,AT4G09110,Athaliana
OG0000422,AT4G09120,Athaliana
OG0000422,AT4G09130,Athaliana
OG0000422,Solyc04g074820.3,Tomato
OG0000423,AT1G02570,Athaliana
OG0000423,AT1G02575,Athaliana
OG0000423,AT2G47360,Athaliana
OG0000423,Solyc01g059950.1,Tomato
OG0000423,Solyc01g059960.1,Tomato
OG0000423,Solyc01g079370.4,Tomato
OG0000423,Solyc01g079380.1,Tomato
OG0000423,Solyc05g053420.1,Tomato
OG0000423,Solyc06g009610.1,Tomato
OG0000423,Solyc12g099220.1,Tomato
OG0000424,AT1G47210,Athaliana
OG0000424,AT1G47220,Athaliana
OG0000424,AT1G47230,Athaliana
OG0000424,AT2G01310,Athaliana
OG0000424,AT5G43080,Athaliana
OG0000424,Solyc04g078310.3,Tomato
OG0000424,Solyc12g088470.3,Tomato
OG0000424,Solyc12g088500.2,Tomato
OG0000424,Solyc12g088520.2,Tomato
OG0000424,Solyc12g088530.2,Tomato
OG0000425,AT2G14690,Athaliana
