"","Run","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","SampleName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"1048","SRR14288930","2021-04-20 22:14:59","2021-04-20 22:09:33",38594508,11578352400,0,300,4611,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288930/SRR14288930.lite.1","SRX10646868","T18-H","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742436","SAMN18813454","simple",28377,"Anolis carolinensis","T18-H",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","CD0CC2BE55297FCF12A35BAFBF22335F","BC6773CD440C262F5CA36E866A65987D"
"1049","SRR14288931","2021-04-20 22:11:03","2021-04-20 22:03:55",40646468,12193940400,0,300,4773,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288931/SRR14288931.lite.1","SRX10646867","T18-POA","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742435","SAMN18813480","simple",28377,"Anolis carolinensis","T18-POA",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","9872B6317408C178EB46F00EDEC20CC7","419D331B07A26EC42DAB395CAC5EEAFF"
"1046","SRR14288932","2021-04-20 22:28:02","2021-04-20 22:22:47",44951756,13485526800,0,300,5329,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288932/SRR14288932.lite.1","SRX10646866","T18-COR","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742433","SAMN18813479","simple",28377,"Anolis carolinensis","T18-COR",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","3BDB6A8404E3375687363E2B9CE33328","83402D55CC5B8D8C9889EAEBFDA5F178"
"1047","SRR14288933","2021-04-20 22:21:26","2021-04-20 22:13:35",41789008,12536702400,0,300,4930,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288933/SRR14288933.lite.1","SRX10646865","T18-DVR","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742434","SAMN18813478","simple",28377,"Anolis carolinensis","T18-DVR",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","5729E222CDCE2A1B9737B54B1685C1B7","2A17F232B43ECF4526DD1EDE441B3D5D"
"1072","SRR14288934","2021-04-21 21:07:55","2021-04-21 20:54:51",61547386,18464215800,0,300,7404,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288934/SRR14288934.lite.1","SRX10646864","W02-POA","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742432","SAMN18813477","simple",28377,"Anolis carolinensis","W02-POA",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","C9E003512985CCFA65A3CB37AD965395","B765E4427D15E33A13AA7042DF439752"
"1075","SRR14288935","2021-04-21 21:07:55","2021-04-21 21:00:08",60571177,18171353100,0,300,7322,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288935/SRR14288935.lite.1","SRX10646863","W05-DVR","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742431","SAMN18813476","simple",28377,"Anolis carolinensis","W05-DVR",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","3D7D70C195F3332C991D1F4C5B27AAE1","6363CA43F07F1CC8A2F502E992274351"
"1079","SRR14288936","2021-04-20 22:20:51","2021-04-20 22:18:17",42653424,12796027200,0,300,5150,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288936/SRR14288936.lite.1","SRX10646862","W11-COR","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742430","SAMN18813475","simple",28377,"Anolis carolinensis","W11-COR",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","4291C9334AFDCB0FB98EA6656F021DB2","4F2719B6D422B49B9B20E996E3800CD0"
"25","SRR14288937","2021-04-20 21:51:12","2021-04-20 21:45:46",5666,1699800,0,300,0,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288937/SRR14288937.lite.1","SRX10646861","511-DVR","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742429","SAMN18813474","simple",28377,"Anolis carolinensis","511-DVR",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","3EE097729AA512CB04350C6F7F8C4C65","F82FD745F419D0A55C46C8C68F04DCD4"
"1050","SRR14288938","2021-04-20 22:16:27","2021-04-20 22:13:39",41159011,12347703300,0,300,5062,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288938/SRR14288938.lite.1","SRX10646860","T18-VMH","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742428","SAMN18813473","simple",28377,"Anolis carolinensis","T18-VMH",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","02B6D3CD7F75B31A9137899710D44DB5","CF2D0B526A9945318BF89E026104AA6A"
"1056","SRR14288939","2021-04-20 22:05:32","2021-04-20 22:00:10",34341713,10302513900,0,300,4123,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288939/SRR14288939.lite.1","SRX10646859","T22-VMH","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742427","SAMN18813472","simple",28377,"Anolis carolinensis","T22-VMH",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","DF0D92D17314E71928F3815913BD3C2D","7A00B6BB1A2195CC73E8BAAF6B0A35FA"
"1077","SRR14288940","2021-04-20 22:25:39","2021-04-20 22:20:16",54927324,16478197200,0,300,6517,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288940/SRR14288940.lite.1","SRX10646858","W05-MID","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742426","SAMN18813471","simple",28377,"Anolis carolinensis","W05-MID",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","845FCE9AB6FEC5EF8EABB08C14541637","58F398C8D2E17AB686EB30F0553EA0E6"
"26","SRR14288941","2021-04-20 22:28:02","2021-04-20 22:22:32",52600000,1.578e+10,0,300,6290,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288941/SRR14288941.lite.1","SRX10646857","511-H","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742424","SAMN18813453","simple",28377,"Anolis carolinensis","511-H",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","AC970D535CA6D4452B382412A0B54434","A871BA269A2EE4B2DDB9997E2D1B97E8"
"24","SRR14288942","2021-04-20 22:14:59","2021-04-20 22:09:12",42893387,12868016100,0,300,5153,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288942/SRR14288942.lite.1","SRX10646856","511-COR","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742425","SAMN18813470","simple",28377,"Anolis carolinensis","511-COR",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","7F28B5031CCDAA73C8444DCE10B1FC3F","66EC97F58B7210F8C45C965C5BCDC577"
"16","SRR14288943","2021-04-21 21:10:56","2021-04-21 21:05:21",57105154,17131546200,0,300,6829,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288943/SRR14288943.lite.1","SRX10646855","505-COR","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742423","SAMN18813469","simple",28377,"Anolis carolinensis","505-COR",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","5FBFB26A2D9F5C3726EE814DA609CDE9","7E4F110C711A2429ACBFF4350CCA1B09"
"20","SRR14288944","2021-04-20 22:16:27","2021-04-20 22:09:47",45837797,13751339100,0,300,5449,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288944/SRR14288944.lite.1","SRX10646854","505-POA","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742421","SAMN18813468","simple",28377,"Anolis carolinensis","505-POA",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","8C063C4746B6C8C1F91D300EBDF3DDE8","0DAB3ACD5DEDEDFE6EBC89A1AF4C4A01"
"1074","SRR14288945","2021-04-20 21:52:32","2021-04-20 21:50:10",9170292,2751087600,0,300,1097,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288945/SRR14288945.lite.1","SRX10646853","W05-COR","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742422","SAMN18813467","simple",28377,"Anolis carolinensis","W05-COR",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","1A669965DE99647AC513F22AF6FC222D","17020C174248DDC29C4907B4968D1DCB"
"28","SRR14288946","2021-04-21 21:19:46","2021-04-21 21:11:58",68198939,20459681700,0,300,8041,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288946/SRR14288946.lite.1","SRX10646852","511-POA","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742420","SAMN18813466","simple",28377,"Anolis carolinensis","511-POA",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","B978E4F66A4E8A313DBA4802DD5F56DA","D116B7A0962FE7326D936A2A5D8F417E"
"22","SRR14288947","2021-04-20 22:28:02","2021-04-20 22:21:55",57073483,17122044900,0,300,6808,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288947/SRR14288947.lite.1","SRX10646851","510-DVR","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742418","SAMN18813465","simple",28377,"Anolis carolinensis","510-DVR",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","86FE7FDB21667374FC86F077DDA5B392","FEF21C2B4AC66EC3B175129E3C002AC0"
"15","SRR14288948","2021-04-20 22:28:02","2021-04-20 22:24:40",56664669,16999400700,0,300,6786,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288948/SRR14288948.lite.1","SRX10646850","503-VMH","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742417","SAMN18813464","simple",28377,"Anolis carolinensis","503-VMH",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","43A22A47E0447A89C482C028F6555269","32A7BA499FACA8A417CC0E445AD233B7"
"11","SRR14288949","2021-04-20 22:17:53","2021-04-20 22:13:42",45349328,13604798400,0,300,5538,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288949/SRR14288949.lite.1","SRX10646849","503-COR","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742416","SAMN18813463","simple",28377,"Anolis carolinensis","503-COR",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","8AB7DF3C5AE74A1C7859E2590629302B","F0240C57F6F67D936F57461E5A09B519"
"27","SRR14288950","2021-04-20 22:16:27","2021-04-20 22:13:18",35987784,10796335200,0,300,4250,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288950/SRR14288950.lite.1","SRX10646848","511-MID","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742419","SAMN18813462","simple",28377,"Anolis carolinensis","511-MID",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","19E3D4D5624E081AEF0651878E156F1D","08E39350429F4DC3945B52ED1020E437"
"23","SRR14288951","2021-04-20 22:17:53","2021-04-20 22:13:52",46566553,13969965900,0,300,5569,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288951/SRR14288951.lite.1","SRX10646847","510-FOA","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742413","SAMN18813461","simple",28377,"Anolis carolinensis","510-FOA",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","1AA3A1A569D1D901139F1F1DE407F62E","343CB2A8E12EB82A0000AE4B8EBF934A"
"1086","SRR14288952","2021-04-20 22:14:59","2021-04-20 22:11:35",41012530,12303759000,0,300,4951,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288952/SRR14288952.lite.1","SRX10646846","WII-MID","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742415","SAMN18813452","simple",28377,"Anolis carolinensis","WII-MID",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","D5BA2CF2CF1CEF5486BBD53A295E2747","AC2A699410F3122344EE752C3CE90AF8"
"1070","SRR14288953","2021-04-21 21:26:19","2021-04-21 21:20:37",61288992,18386697600,0,300,7234,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR014/14288/SRR14288953/SRR14288953.lite.1","SRX10646845","W02-H","RNA-Seq","other","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP315595","PRJNA723338",NA,723338,"SRS8742414","SAMN18813451","simple",28377,"Anolis carolinensis","W02-H",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"STANFORD UNIVERSITY","SRA1221121",NA,"public","79D4A4C5A5C0E18AC9405E1EA5E50BC4","B16127582FEADCC52E60031C31B5D29C"
"1045","SRR11050685","2020-12-31 00:01:56","2020-02-10 06:53:33",31027910,9328497244,31027910,300,3308,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11050/SRR11050685/SRR11050685.lite.1","SRX7700642","Sample_G01_A_carolinensis_liver_1","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP247891","PRJNA605699",NA,605699,"SRS6124881","SAMN14074497","simple",28377,"Anolis carolinensis","Sample_G01",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"AARHUS UNIVERSITY","SRA1040408",NA,"public","CE06C6E45606E278CC6525B032571085","9F12AE26178B0E37B31AEA6984078E27"
"1044","SRR11050686","2020-12-31 00:01:56","2020-02-10 06:46:11",19612809,5896772438,19612809,300,2140,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11050/SRR11050686/SRR11050686.lite.1","SRX7700641","Sample_F01_A_carolinensis_testis_2","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP247891","PRJNA605699",NA,605699,"SRS6124880","SAMN14074496","simple",28377,"Anolis carolinensis","Sample_F01",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"AARHUS UNIVERSITY","SRA1040408",NA,"public","D0F49A4D86BC96D4FEF0537511D39EA6","D00B515022A0B682505466773E15AF7D"
"1043","SRR11050687","2020-12-31 00:01:56","2020-02-10 06:48:30",22913419,6889083414,22913419,300,2491,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11050/SRR11050687/SRR11050687.lite.1","SRX7700640","Sample_E01_A_carolinensis_testis_1","RNA-Seq","cDNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","NextSeq 500","SRP247891","PRJNA605699",NA,605699,"SRS6124879","SAMN14074495","simple",28377,"Anolis carolinensis","Sample_E01",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,NA,"AARHUS UNIVERSITY","SRA1040408",NA,"public","254CBC965B38284B86166086A0CDD262","70D9C713253050019E1A01DF314711F8"
"218","SRR9694548","2019-10-01 00:34:08","2019-07-16 18:06:01",71805265,14361053000,71805265,200,8860,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/694/SRR9694548.sralite.1","SRX6452868","RS05ex1_1","RNA-Seq","RANDOM","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP214941","PRJNA554900",NA,554900,"SRS5106211","SAMN12286935","simple",28377,"Anolis carolinensis","Anolis_carolinensis_RS05ex1_1",NA,NA,NA,NA,"not collected",NA,"no",NA,NA,NA,NA,"UNIVERSITY OF TORONTO","SRA921821",NA,"public","95F5D5A32D190629870BD3B6816266A9","8F63591470D2B6C0C62010180A1036FA"
"665","SRR9397536","2020-01-01 00:29:50","2019-07-25 02:15:32",19967,17813890,0,892,513,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9397/SRR9397536/SRR9397536.1","SRX6163424","G1148K1","RNA-Seq","unspecified","GENOMIC","SINGLE",0,0,"CAPILLARY","AB 310 Genetic Analyzer","SRP202322","",NA,0,"SRS5003275","SAMN12110499","simple",28377,"Anolis carolinensis","BI ANOLIS CAROLINENSIS",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"BI","SRA902626",NA,"public","44F1F10DBF8C30CD001F66734CCE05EE","2BB472A4C1653E28F3741274F2E1AEE2"
"664","SRR9397535","2020-01-01 00:29:50","2019-07-25 02:15:26",20160,17619501,0,873,504,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9397/SRR9397535/SRR9397535.1","SRX6163423","G1147K1","RNA-Seq","unspecified","GENOMIC","SINGLE",0,0,"CAPILLARY","AB 310 Genetic Analyzer","SRP202322","",NA,0,"SRS5003275","SAMN12110499","simple",28377,"Anolis carolinensis","BI ANOLIS CAROLINENSIS",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"BI","SRA902626",NA,"public","89DA7ECDC667D45209173D6C5D292345","FC6DBEA599C732535A7B4B271CF8FF04"
"663","SRR9397534","2020-01-01 00:29:50","2019-07-25 02:15:23",19968,17540853,0,878,524,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9397/SRR9397534/SRR9397534.1","SRX6163422","G1146K1","RNA-Seq","unspecified","GENOMIC","SINGLE",0,0,"CAPILLARY","AB 310 Genetic Analyzer","SRP202322","",NA,0,"SRS5003275","SAMN12110499","simple",28377,"Anolis carolinensis","BI ANOLIS CAROLINENSIS",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"BI","SRA902626",NA,"public","1288A90C8AB96CE768AB9756D131F74C","34BFF362DC77FA8AED543AF13212B874"
"662","SRR9397533","2020-01-01 00:29:50","2019-07-25 02:15:24",19968,17751307,0,888,485,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9397/SRR9397533/SRR9397533.1","SRX6163421","G1145K1","RNA-Seq","unspecified","GENOMIC","SINGLE",0,0,"CAPILLARY","AB 310 Genetic Analyzer","SRP202322","",NA,0,"SRS5003275","SAMN12110499","simple",28377,"Anolis carolinensis","BI ANOLIS CAROLINENSIS",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"BI","SRA902626",NA,"public","0A65D2B9273AB155EA2053388961A8B6","8311964F260A6E1D45C4F76C032F2F58"
"661","SRR9397532","2020-01-01 00:29:50","2019-07-25 02:15:19",39552,35504791,0,897,976,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9397/SRR9397532/SRR9397532.1","SRX6163420","G1144K1","RNA-Seq","unspecified","GENOMIC","SINGLE",0,0,"CAPILLARY","AB 310 Genetic Analyzer","SRP202322","",NA,0,"SRS5003275","SAMN12110499","simple",28377,"Anolis carolinensis","BI ANOLIS CAROLINENSIS",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"BI","SRA902626",NA,"public","330F8740836CD77A1A7229B7CFFE6A8C","5F0D8A92C660292BA729AE0B2B3249CB"
"660","SRR9397531","2020-01-01 00:29:50","2019-07-25 02:15:13",19968,17807903,0,891,474,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR009/9397/SRR9397531/SRR9397531.1","SRX6163419","G1143K1","RNA-Seq","unspecified","GENOMIC","SINGLE",0,0,"CAPILLARY","AB 310 Genetic Analyzer","SRP202322","",NA,0,"SRS5003275","SAMN12110499","simple",28377,"Anolis carolinensis","BI ANOLIS CAROLINENSIS",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"BI","SRA902626",NA,"public","8FF2F2FF49D953CB3487850F93FA5032","66BBD2FA0623E19AD30D736D3AF00861"
"659","SRR9397530","2020-01-01 00:29:50","2019-07-25 02:15:00",19584,17468347,0,891,505,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR009/9397/SRR9397530/SRR9397530.1","SRX6163418","G1142K1","RNA-Seq","unspecified","GENOMIC","SINGLE",0,0,"CAPILLARY","AB 310 Genetic Analyzer","SRP202322","",NA,0,"SRS5003275","SAMN12110499","simple",28377,"Anolis carolinensis","BI ANOLIS CAROLINENSIS",NA,NA,NA,NA,"",NA,"no",NA,NA,NA,NA,"BI","SRA902626",NA,"public","4FF0B041881CEE8A87A03B11A49936CD","020E4BF94C3BDA9C769ED687B56D77D1"
"904","SRR9140716","2019-05-31 21:13:48","2019-05-29 02:27:29",24259639,3687465128,24259639,152,1637,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/140/SRR9140716.sralite.1","SRX5913893","J022-0.5DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832158","SAMN11493002","simple",28377,"Anolis carolinensis","J022",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","4E4A1AD603E2C4E495F52147FAE1A863","EC5E232D286D822C7A7BD33E8FD2AC55"
"916","SRR9140717","2019-05-31 21:13:48","2019-05-29 02:27:21",20597062,3130753424,20597062,152,1397,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/140/SRR9140717.sralite.1","SRX5913892","K023-3DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832157","SAMN11493010","simple",28377,"Anolis carolinensis","K023",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","5B1AA36CEA81EFFAD1E81CF1D66A7A30","551D867E2DC491F0F5B03CEAAD1CF6B8"
"915","SRR9140718","2019-05-31 21:13:48","2019-05-29 02:29:02",25050321,3807648792,25050321,152,1675,"","https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/140/SRR9140718.sralite.1","SRX5913891","K021-2DPA","RNA-Seq","Inverse rRNA","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2500","SRP199700","PRJNA545124",NA,545124,"SRS4832156","SAMN11493009","simple",28377,"Anolis carolinensis","K021",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,NA,"ARIZONA STATE UNIVERSITY","SRA891382",NA,"public","8475E808A8C7BD121393191F7A42067E","BE9FE253D4F0C557D223671D863EF015"
