Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR18976992,2022-04-29 15:02:23,2022-04-29 14:58:00,1866200,539371358,1866200,289,206,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18976/SRR18976992/SRR18976992.lite.1,SRX15052872,Ac_Osp_N_2564,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798559,SAMN27968784,simple,28377,Anolis carolinensis,Ac_Osp_N_2564,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,B73826B1EFC0930596D6FF4C29E5FD54,FC706A6E95E2C52939FE77E78E1B1F42
SRR18977117,2022-04-29 15:02:22,2022-04-29 14:57:47,181073,52263410,181073,288,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR018/18977/SRR18977117/SRR18977117.lite.1,SRX15052747,Ac_Osp_N_2565,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798437,SAMN27968619,simple,28377,Anolis carolinensis,Ac_Osp_N_2565,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,BC5BD38472E3E5A473CD05766E1D0070,1860EDE7BE8E7FCB3B472A546FB6F8D9
SRR18977043,2022-04-29 15:02:23,2022-04-29 14:58:09,1079049,312233620,1079049,289,120,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18977/SRR18977043/SRR18977043.lite.1,SRX15052821,Ac_Osp_N_2566,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798509,SAMN27968634,simple,28377,Anolis carolinensis,Ac_Osp_N_2566,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,8CF4A6285DD5DC52AD35A71A20FA1133,0EDBAD02E323B6D407EA60F714F0088A
SRR18977026,2022-04-29 15:02:23,2022-04-29 14:57:26,23168,6682598,23168,288,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18977/SRR18977026/SRR18977026.lite.1,SRX15052838,Ac_Pin_N_2473,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798525,SAMN27968649,simple,28377,Anolis carolinensis,Ac_Pin_N_2473,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,E40C4B13983DCC27704119D2DEA9F8D7,4FC7BB9B504EA992CDF997BF078FC6A8
SRR18976978,2022-04-29 15:59:36,2022-04-29 14:58:26,2677995,773062966,2677995,288,298,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18976/SRR18976978/SRR18976978.lite.1,SRX15052886,Ac_Pin_N_2474,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12800927,SAMN27968664,simple,28377,Anolis carolinensis,Ac_Pin_N_2474,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,5A5B2E4E14384FC43EB59537A7C7EEC7,AC140039567E830BDBD36439FBF214A8
SRR18976970,2022-04-29 14:59:17,2022-04-29 14:57:02,42777,12421046,42777,290,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18976/SRR18976970/SRR18976970.lite.1,SRX15052894,Ac_Pin_N_2475,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798580,SAMN27968671,simple,28377,Anolis carolinensis,Ac_Pin_N_2475,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,8ECE9A12206FEE38584F8423567F4942,21CDA7E83364FF4E75431291D00505F3
SRR18976955,2022-04-29 15:02:23,2022-04-29 14:58:05,2506239,724817867,2506239,289,283,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18976/SRR18976955/SRR18976955.lite.1,SRX15052909,Ac_Pin_N_2476,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798595,SAMN27968685,simple,28377,Anolis carolinensis,Ac_Pin_N_2476,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,8CE28CDD4A394872EB19D7193889FA41,A5D28F1C3465697E2C2DBCE78FE23EBC
SRR18977087,2022-04-29 15:02:22,2022-04-29 14:58:39,2593499,749814442,2593499,289,288,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18977/SRR18977087/SRR18977087.lite.1,SRX15052777,Ac_Pin_N_2477,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798467,SAMN27968699,simple,28377,Anolis carolinensis,Ac_Pin_N_2477,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,ED8AFDA638063F1ADC668EECDCC8DC36,63A2FED06BFAFD29ECA01753CF913C64
SRR18977122,2022-04-29 15:02:22,2022-04-29 14:57:55,91224,26260042,91224,287,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18977/SRR18977122/SRR18977122.lite.1,SRX15052742,Ac_Pin_N_2478,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798432,SAMN27968713,simple,28377,Anolis carolinensis,Ac_Pin_N_2478,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,C6DBD8035291F38022DC6D6670458D87,334F5DB44D871BC360F1A08F4F8454CB
SRR18977115,2022-04-29 15:02:22,2022-04-29 14:57:35,72253,20988013,72253,290,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18977/SRR18977115/SRR18977115.lite.1,SRX15052749,Ac_Pin_N_2484,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798439,SAMN27968719,simple,28377,Anolis carolinensis,Ac_Pin_N_2484,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,E5643C88306B0D3BF1B511C3C1AC7D42,AE8005A13E5B2EE24471BE29EF807B98
SRR18977099,2022-04-29 15:03:35,2022-04-29 14:59:35,3593439,1041394768,3593439,289,409,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18977/SRR18977099/SRR18977099.lite.1,SRX15052765,Ac_Pin_N_2485,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798455,SAMN27968734,simple,28377,Anolis carolinensis,Ac_Pin_N_2485,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,4D1C418E4DA25388028C87419CC603BF,7CC1DE1D7D5F1A1FEB25F0400AABD349
SRR18977063,2022-04-29 15:02:22,2022-04-29 14:59:04,3666757,1058494527,3666757,288,423,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18977/SRR18977063/SRR18977063.lite.1,SRX15052801,Ac_Pin_N_2486,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798491,SAMN27968748,simple,28377,Anolis carolinensis,Ac_Pin_N_2486,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,0448EA040347CA08B3511C6E55E2D092,076A35B9B2236EDBBC383F644922D115
SRR18977048,2022-04-29 15:59:20,2022-04-29 14:58:59,2827213,814801824,2827213,288,311,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18977/SRR18977048/SRR18977048.lite.1,SRX15052816,Ac_Pin_N_2487,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12800924,SAMN27968762,simple,28377,Anolis carolinensis,Ac_Pin_N_2487,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,4E83756744D0FE6E2B3E759169AB9E8B,664A0E6BFAE3C2F2819FDFC8FC81137B
SRR18977050,2022-04-29 15:02:22,2022-04-29 14:58:08,1118378,321302296,1118378,287,122,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18977/SRR18977050/SRR18977050.lite.1,SRX15052814,Ac_Pin_N_2488,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798504,SAMN27968760,simple,28377,Anolis carolinensis,Ac_Pin_N_2488,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,D974BAB06F285738A9F7F84FB4DA855E,D8835B0BF2A9A1705C680E98C312B949
SRR18977003,2022-04-29 15:02:23,2022-04-29 14:57:35,423032,122480473,423032,289,46,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18977/SRR18977003/SRR18977003.lite.1,SRX15052861,Ac_Pin_N_2489,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798550,SAMN27968774,simple,28377,Anolis carolinensis,Ac_Pin_N_2489,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,6F36B8164AD081CC3C070C1A1B6F5C6A,13EF086076200685527A16375F415B00
SRR18976996,2022-04-29 15:02:23,2022-04-29 14:58:22,2149857,619002595,2149857,287,235,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18976/SRR18976996/SRR18976996.lite.1,SRX15052868,Ac_Pin_N_2490,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798555,SAMN27968780,simple,28377,Anolis carolinensis,Ac_Pin_N_2490,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,9C0F9733DB2F2DEA726F3CA5C41A9C57,D69F5D2E27E163839BA4A106943445C8
SRR18976991,2022-04-29 15:02:23,2022-04-29 14:59:04,4031187,1160465752,4031187,287,447,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18976/SRR18976991/SRR18976991.lite.1,SRX15052873,Ac_Pin_N_2491,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798560,SAMN27968785,simple,28377,Anolis carolinensis,Ac_Pin_N_2491,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,5155D7F934F341FFCDADBD4CC8696121,FF92FC1645BF261BA57B48886497622F
SRR18977106,2022-04-29 15:02:22,2022-04-29 14:57:50,150729,43479109,150729,288,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR018/18977/SRR18977106/SRR18977106.lite.1,SRX15052758,Ac_Pin_N_2644,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798448,SAMN27968620,simple,28377,Anolis carolinensis,Ac_Pin_N_2644,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,85F7D771266511E87A4D479BAFED3343,E7B74BEF9C877D05888B7DAE181E32D3
SRR18977042,2022-04-29 15:02:23,2022-04-29 14:57:54,822830,237824263,822830,289,91,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18977/SRR18977042/SRR18977042.lite.1,SRX15052822,Ac_Pin_N_2645,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798510,SAMN27968635,simple,28377,Anolis carolinensis,Ac_Pin_N_2645,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,21F7DE3EA2185DCF6C45978A2E7E6BFA,82B22E33A4D0CAB434C2712918DEDA21
SRR18977025,2022-04-29 15:02:23,2022-04-29 14:57:35,191236,55145373,191236,288,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18977/SRR18977025/SRR18977025.lite.1,SRX15052839,Ac_Pin_N_2646,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798526,SAMN27968650,simple,28377,Anolis carolinensis,Ac_Pin_N_2646,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,CEEAB76F048AB875945C09642E2F46C9,D93F0B64B1E999EC438D93AD86BE8E0D
SRR18976977,2022-04-29 15:02:23,2022-04-29 14:58:07,1826864,527162517,1826864,288,202,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18976/SRR18976977/SRR18976977.lite.1,SRX15052887,Ac_Pin_N_2647,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798573,SAMN27968665,simple,28377,Anolis carolinensis,Ac_Pin_N_2647,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,D507D43EF5D5C707DF6CF7F142611B9D,326D1E248221FA15ABF9D15080913808
SRR18976960,2022-04-29 15:03:35,2022-04-29 14:56:54,324425,93369498,324425,287,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR018/18976/SRR18976960/SRR18976960.lite.1,SRX15052904,Ac_Pin_N_2648,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798589,SAMN27968680,simple,28377,Anolis carolinensis,Ac_Pin_N_2648,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,856DF097F1EEEBEA86A7A77A03ED22DA,7BB425B18CF0C42F5959466EAE4E9A5A
SRR18976954,2022-04-29 15:03:35,2022-04-29 14:56:56,423803,122433427,423803,288,47,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18976/SRR18976954/SRR18976954.lite.1,SRX15052910,Ac_Pin_N_2649,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798596,SAMN27968686,simple,28377,Anolis carolinensis,Ac_Pin_N_2649,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,0563C297BD81792265C7EB9F8315DCFF,E614169FB9E623E4C7790DB6EB90850B
SRR18976987,2022-04-29 15:02:23,2022-04-29 14:57:23,615952,177711992,615952,288,68,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18976/SRR18976987/SRR18976987.lite.1,SRX15052877,Ac_Yan_I__1395,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798564,SAMN27968627,simple,28377,Anolis carolinensis,Ac_Yan_I__1395,,,,,not collected,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,5A5A058BBD4BFB3D0A6F307360E06B30,85DF4B8678A48713BFD8FF8F6A24ADC3
SRR18977046,2022-04-29 15:02:22,2022-04-29 14:57:35,122603,35643624,122603,290,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18977/SRR18977046/SRR18977046.lite.1,SRX15052818,Ac_Yan_I__1423,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798506,SAMN27968631,simple,28377,Anolis carolinensis,Ac_Yan_I__1423,,,,,not collected,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,4B843C8C0BF6CB3C468B90F8507185B7,FEC5A240370A697A62B0F1F071A266F4
SRR18977036,2022-04-29 14:59:17,2022-04-29 14:57:17,292,84879,292,290,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18977/SRR18977036/SRR18977036.lite.1,SRX15052828,Ac_Yan_I__1424,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798516,SAMN27968640,simple,28377,Anolis carolinensis,Ac_Yan_I__1424,,,,,not collected,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,D27AD3F1FDE029F1A8C4A2F55DF7DE2C,6C87633DD788802F817E03625494A274
SRR18977035,2022-04-29 15:02:23,2022-04-29 14:57:23,10648,3077044,10648,288,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18977/SRR18977035/SRR18977035.lite.1,SRX15052829,Ac_Yan_I__1425,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798517,SAMN27968641,simple,28377,Anolis carolinensis,Ac_Yan_I__1425,,,,,not collected,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,F186E1CE5D304F3DE0ABC4734EA499CF,CEDA17D6D1D4D6FDF294E2F11B14592B
SRR18977034,2022-04-29 14:59:17,2022-04-29 14:57:16,639,184118,639,288,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18977/SRR18977034/SRR18977034.lite.1,SRX15052830,Ac_Yan_I__1426,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798518,SAMN27968642,simple,28377,Anolis carolinensis,Ac_Yan_I__1426,,,,,not collected,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,ED187CC08BC986A877DA43358780785C,6D91AD50AD6E7E9C0B6D254D18510316
SRR18977033,2022-04-29 15:02:23,2022-04-29 14:57:21,11429,3317080,11429,290,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18977/SRR18977033/SRR18977033.lite.1,SRX15052831,Ac_Yan_I__1427,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798519,SAMN27968643,simple,28377,Anolis carolinensis,Ac_Yan_I__1427,,,,,not collected,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,C64A80D3F0473F2B1D166A37C183AF2A,8C4A6326477627F6B5C59A9FC39A0D31
SRR18977032,2022-04-29 15:02:23,2022-04-29 14:57:21,6087,1764287,6087,289,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR018/18977/SRR18977032/SRR18977032.lite.1,SRX15052832,Ac_Yan_I__1428,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798520,SAMN27968644,simple,28377,Anolis carolinensis,Ac_Yan_I__1428,,,,,not collected,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,0CBCD193275A35690FE7C99094AF7726,9E26ECD757594A10378C6EE45859575A
SRR18977031,2022-04-29 15:02:23,2022-04-29 14:57:26,28569,8296018,28569,290,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18977/SRR18977031/SRR18977031.lite.1,SRX15052833,Ac_Yan_I__1429,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798521,SAMN27968645,simple,28377,Anolis carolinensis,Ac_Yan_I__1429,,,,,not collected,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,D77402727632A7A50E4308FB9569B2CB,97837CE76D4D08470E491F06119C3715
SRR18977015,2022-04-29 15:02:23,2022-04-29 14:57:48,36033,10416991,36033,289,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18977/SRR18977015/SRR18977015.lite.1,SRX15052849,Ac_Yan_I__1439,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798536,SAMN27968659,simple,28377,Anolis carolinensis,Ac_Yan_I__1439,,,,,not collected,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,8261A19778662A19A11EEF360F97D944,F399747574CE6A4DB3946AF0FC907C61
SRR18977057,2022-04-29 15:02:22,2022-04-29 14:58:04,1119683,323178593,1119683,288,127,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18977/SRR18977057/SRR18977057.lite.1,SRX15052807,Ac_Yan_I__1610,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798497,SAMN27968754,simple,28377,Anolis carolinensis,Ac_Yan_I__1610,,,,,not collected,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,C27C1D454D84829393FE953F16F7FA04,E9E56A727C37DEAB79FB44F2EF8B0C2D
SRR18977061,2022-04-29 15:02:22,2022-04-29 14:57:56,660167,191688069,660167,290,75,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18977/SRR18977061/SRR18977061.lite.1,SRX15052803,Ac_Yan_I__2351,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798493,SAMN27968750,simple,28377,Anolis carolinensis,Ac_Yan_I__2351,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,6D90FB330915A100BA354DF2C0601557,3ECA41CA5FF6EE7E10C83501E021298B
SRR18977014,2022-04-29 15:02:23,2022-04-29 14:57:47,190928,54987419,190928,288,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18977/SRR18977014/SRR18977014.lite.1,SRX15052850,Ac_Yan_I__2376,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798537,SAMN27968764,simple,28377,Anolis carolinensis,Ac_Yan_I__2376,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,F4320CC623191459C6ABFE411B1FF87D,0BEC6874D7C6863480F570000A74ACF7
SRR18977007,2022-04-29 15:02:23,2022-04-29 14:58:41,2345712,675416874,2345712,287,258,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18977/SRR18977007/SRR18977007.lite.1,SRX15052857,Ac_Yan_I__2377,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798544,SAMN27968770,simple,28377,Anolis carolinensis,Ac_Yan_I__2377,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,F5B3E5D85F2B588C886CF908EA20C7A1,47A3B0DCFD5BCBF9B28D72CF591AE2D8
SRR18977009,2022-04-29 15:03:35,2022-04-29 14:59:43,4394191,1265983225,4394191,288,486,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18977/SRR18977009/SRR18977009.lite.1,SRX15052855,Ac_Yan_I__2378,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798542,SAMN27968768,simple,28377,Anolis carolinensis,Ac_Yan_I__2378,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,3BED007A420C91AB8908323185312D84,D6486FA0261FFDBDE35B995274EFA775
SRR18976994,2022-04-29 14:59:17,2022-04-29 14:56:57,48547,14071863,48547,289,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR018/18976/SRR18976994/SRR18976994.lite.1,SRX15052870,Ac_Yan_I__2379,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798558,SAMN27968782,simple,28377,Anolis carolinensis,Ac_Yan_I__2379,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,FF3EBDB3F00ED4BAFF4CC6E404477B80,2FE32E17CE9114C7EED3C8AD9BF7CC2B
SRR18976989,2022-04-29 14:59:17,2022-04-29 14:56:50,13808,4006373,13808,290,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18976/SRR18976989/SRR18976989.lite.1,SRX15052875,Ac_Yan_I__2454,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798561,SAMN27968787,simple,28377,Anolis carolinensis,Ac_Yan_I__2454,,,,,male,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,1B526F7A0A3606CD11EABDBED9BEAFF2,7B5E0911738FC4EAEFCE2820611FDF1C
SRR18977064,2022-04-29 15:03:35,2022-04-29 15:02:18,9057043,2619815494,9057043,289,1003,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR018/18977/SRR18977064/SRR18977064.lite.1,SRX15052800,Ac_Yan_I__2455,OTHER,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP372886,PRJNA833453,,833453,SRS12798490,SAMN27968622,simple,28377,Anolis carolinensis,Ac_Yan_I__2455,,,,,female,,no,,,,,UNIVERSITY OF MIAMI,SRA1412493,,public,74CB69F7A229DA36E528F227E774298A,E5B6C3EB1694B104B2C71E0A3DE8E47E
