,arabidopsis,sorghum,Group Number,Species 1 Score,Species 2 Score,Total Score
5592,AT1G50410,LOC8074750,1932,0.8518747084783466,0.7899670894973959,0.8209208989878712
5593,AT1G50410,LOC8054708,1932,0.9210720820924976,0.9737099402498642,0.947391011171181
5594,AT1G50410,LOC8069687,1932,0.9492519105880663,0.9842796434163019,0.9667657770021841
5595,AT4G08470,LOC8054301,1933,0.8892038319400093,0.8111512285522574,0.8501775302461334
5596,AT4G08470,LOC8063411,1933,0.6553693803595134,0.6321308751637537,0.6437501277616335
5597,AT4G08470,LOC8078939,1933,0.8648128879480463,0.8423938396651437,0.853603363806595
5598,AT4G08500,LOC8054301,1933,0.9386028488392953,0.9124900150174138,0.9255464319283546
5599,AT4G08500,LOC8063411,1933,0.8666283951060242,0.5967664632392881,0.7316974291726561
5600,AT4G08500,LOC8078939,1933,0.9386459043450182,0.9160686327763045,0.9273572685606613
5601,AT4G08480,LOC8054301,1933,0.908227189551864,0.7494264626002493,0.8288268260760566
5602,AT4G08480,LOC8063411,1933,0.8294212622439094,0.7309454580311212,0.7801833601375153
5603,AT4G08480,LOC8078939,1933,0.9205984715295469,0.8870243154295939,0.9038113934795704
5604,AT2G46470,LOC8063188,1934,0.9714757274586487,0.9445953286257469,0.9580355280421978
5605,AT2G46470,LOC8077999,1934,0.9552653295540168,0.8181359235709493,0.886700626562483
5606,AT5G62050,LOC8063188,1934,0.944853073086721,0.9755120299070198,0.9601825514968704
5607,AT5G62050,LOC8077999,1934,0.949553299128126,0.9580790491101383,0.9538161741191322
5608,AT4G35080,LOC8080534,1935,0.9215887481611711,0.899274690864939,0.9104317195130551
5609,AT4G35080,LOC8066919,1935,0.5717555882458469,0.36305716202830945,0.46740637513707817
5610,AT2G16800,LOC8080534,1935,0.7559542176455815,0.7362047480589193,0.7460794828522503
5611,AT2G16800,LOC8066919,1935,0.7296975350722974,0.8900980924689268,0.8098978137706121
5612,AT3G55850,LOC8062334,1936,0.4533385956729217,0.22350385020928523,0.33842122294110344
5613,AT4G10110,LOC110430206,1937,0.8564601198378243,0.7917947407099721,0.8241274302738982
5614,AT1G14570,LOC8070305,1938,0.9293100355207922,0.8645045851040036,0.8969073103123979
5615,AT1G59590,LOC8058368,1939,0.8900649420544652,0.7873789820110553,0.8387219620327602
5616,AT1G10220,LOC8058368,1939,0.8462918445696244,0.7790139629996485,0.8126529037846364
5617,AT3G60400,LOC8077448,1940,0.7121595924078791,0.7390697723956503,0.7256146824017646
5618,AT1G47310,LOC8083973,1941,0.9080262638584908,0.8943413106687542,0.9011837872636226
5619,AT4G08455,LOC8054436,1942,0.8047504574647484,0.8134198165958398,0.809085137030294
5620,AT4G00305,LOC8060433,1943,0.7979476875605468,0.6741285107198773,0.736038099140212
5621,AT4G00305,LOC8076599,1943,0.4096587851171469,0.5556826532894527,0.48267071920329974
5622,AT4G00305,LOC8076028,1943,0.9317857270998529,0.7594693137077391,0.845627520403796
5623,AT2G34780,LOC8079260,1944,0.9670338344515805,0.9911365306578905,0.9790851825547355
5624,AT2G34780,LOC8069848,1944,0.8845107818162248,0.8155733776400294,0.8500420797281271
5625,AT1G12440,LOC8059626,1945,0.7031538157941947,0.8304565932837012,0.766805204538948
5626,AT2G27580,LOC8059626,1945,0.6152703526963511,0.7686807042208519,0.6919755284586016
5627,AT4G12040,LOC8059626,1945,0.7868393670840659,0.8176055212959709,0.8022224441900183
5628,AT2G36320,LOC8059626,1945,0.7147500986688673,0.8897338403041825,0.8022419694865248
5629,AT4G01710,LOC8061724,1946,0.9401528470453159,0.9549221970156885,0.9475375220305022
5630,AT3G48810,LOC8071277,1947,0.8332388504179973,0.7555740166789149,0.7944064335484561
5631,AT2G28100,LOC8059022,1948,0.5338308636216856,0.48858996069910854,0.5112104121603971
5632,AT1G08980,LOC8079206,1949,0.867704782749094,0.7440201936287822,0.8058624881889381
5633,AT4G20780,LOC8078566,1950,0.7552222740482939,0.6849538294405214,0.7200880517444077
5634,AT4G20780,LOC110429587,1950,0.7731333644289764,0.78824026442009,0.7806868144245331
5635,AT5G44460,LOC8078566,1950,0.8381830576584981,0.652554557944851,0.7453688078016745
5636,AT5G44460,LOC110429587,1950,0.6827239783287288,0.5907417466352828,0.6367328624820058
5637,AT4G31160,LOC8076518,1951,0.9845717771159987,0.9703549861009043,0.9774633816084515
5638,AT2G35035,LOC8077186,1952,0.8857737433174268,0.9079081062082628,0.8968409247628448
5639,AT4G16770,LOC8078738,1953,0.6380825948118115,0.677745470811899,0.6579140328118552
5640,AT4G16770,LOC8063181,1953,0.9234903663305944,0.867802025753267,0.8956461960419307
5641,AT3G46500,LOC8078738,1953,0.6753973664382333,0.6058216442470524,0.6406095053426428
5642,AT3G46500,LOC8063181,1953,0.6210684941336874,0.71747451832444,0.6692715062290637
5643,AT1G35190,LOC8078738,1953,0.6735388037745327,0.5905102725500847,0.6320245381623086
5644,AT1G35190,LOC8063181,1953,0.8509633669405475,0.8863341534332364,0.868648760186892
5645,AT3G46490,LOC8078738,1953,0.41464604786337056,0.5861328561842989,0.5003894520238348
5646,AT3G46490,LOC8063181,1953,0.19762477126762584,0.3055181007764322,0.251571436022029
5647,AT4G16765,LOC8078738,1953,0.5932259337662803,0.6418123142793238,0.6175191240228021
5648,AT4G16765,LOC8063181,1953,0.8651142764881059,0.9142409815637281,0.889677629025917
5649,AT4G01730,LOC8077724,1954,0.9942664418212479,0.9965044572962264,0.9953854495587371
5650,AT5G45700,LOC8065925,1955,0.992895841555739,0.9945362175288366,0.9937160295422878
5651,AT3G21240,LOC8079391,1956,0.9168598184492842,0.864264590500332,0.890562204474808
5652,AT3G21240,LOC8073882,1956,0.8011983782426177,0.5605457392082309,0.6808720587254243
5653,AT3G21240,LOC8058452,1956,0.8106705895016325,0.838617119851743,0.8246438546766878
5654,AT3G21240,LOC8077870,1956,0.8399268056402712,0.6797137105792888,0.7598202581097799
5655,AT3G21240,LOC8082428,1956,0.7179075024218722,0.7236540243473816,0.7207807633846268
5656,AT1G51680,LOC8079391,1956,0.8924688744573213,0.8833363510169594,0.8879026127371403
5657,AT1G51680,LOC8073882,1956,0.876717735280399,0.7659520081796978,0.8213348717300484
5658,AT1G51680,LOC8058452,1956,0.7805460873309173,0.7881841710068057,0.7843651291688616
5659,AT1G51680,LOC8077870,1956,0.7832442323562125,0.6451033645397323,0.7141737984479724
5660,AT1G51680,LOC8082428,1956,0.5961178285673281,0.6898552576924306,0.6429865431298794
5661,AT1G65060,LOC8079391,1956,0.8082666570987765,0.7873669112765512,0.7978167841876639
5662,AT1G65060,LOC8073882,1956,0.9055362204441894,0.8931654791194045,0.8993508497817969
5663,AT1G65060,LOC8058452,1956,0.5986006960640091,0.526242131833722,0.5624214139488656
5664,AT1G65060,LOC8077870,1956,0.6137921136665351,0.5200115026999392,0.5669018081832371
5665,AT1G65060,LOC8082428,1956,0.6323777403035413,0.35540786656868073,0.493892803436111
5666,AT4G39740,LOC8065373,1957,0.9177424563166016,0.9577467488896699,0.9377446026031357
5667,AT3G47840,LOC8064732,1958,0.889275591116214,0.9127584113493306,0.9010170012327723
5668,AT1G09960,LOC8065270,1959,0.7207635176348176,0.5643416301881969,0.6425525739115072
5669,AT1G51610,LOC8086468,1960,0.6488177675720282,0.7695370163274435,0.709177391949736
5670,AT1G08760,LOC8063891,1961,0.8923612356930143,0.7452407579001182,0.8188009967965663
5671,AT1G08760,LOC8060907,1961,0.8078863334648918,0.8270569064127553,0.8174716199388236
5672,AT1G23780,LOC8085253,1962,0.9243371246098095,0.8829955302780174,0.9036663274439134
5673,AT1G70360,LOC8085253,1962,0.8035161996340282,0.8510577868663308,0.8272869932501795
5674,AT3G53090,LOC8067269,1963,0.970600265508952,0.9773971946192925,0.9739987300641222
5675,AT1G80870,LOC8071032,1964,0.8184492842022174,0.7966130939067642,0.8075311890544907
5676,AT5G50200,LOC8073590,1965,0.8734526927630871,0.8551362750423364,0.8642944839027118
5677,AT2G31650,LOC8062009,1966,0.943482472821212,0.936115282614947,0.9397988777180795
5678,AT1G05830,LOC8062009,1966,0.981278030928205,0.9480205770521136,0.9646493039901594
5679,AT1G77460,LOC8072779,1967,0.9848731656560583,0.9606543758187686,0.9727637707374135
5680,AT2G42760,LOC110430814,1968,0.8700800114814682,0.8821434784306625,0.8761117449560654
5681,AT2G33550,LOC8072029,1969,0.7333500771411144,0.7290411221522829,0.7311955996466987
5682,AT2G33550,LOC8059597,1969,0.7332424383768075,0.6153113716969678,0.6742769050368876
5683,AT5G13260,LOC8059394,1970,0.9686627677514261,0.9257564622807298,0.947209615016078
5684,AT3G48860,LOC8059394,1970,0.9374188224319184,0.8982777902035339,0.9178483063177262
5685,AT5G23700,LOC8059394,1970,0.7869900613540957,0.8489056459085536,0.8179478536313246
5686,AT1G53670,LOC8061494,1971,0.9889347350292418,0.9935201457008659,0.9912274403650538
5687,AT5G22070,LOC8084463,1973,0.8345735710954039,0.917116656548551,0.8758451138219774
5688,AT5G22070,LOC8062203,1973,0.7601018980302106,0.7785219030578011,0.7693119005440059
5689,AT5G22070,LOC8081137,1973,0.5745183165297262,0.4558008754832732,0.5151595960064996
5690,AT3G52060,LOC8084463,1973,0.6507552653295541,0.7075374636546634,0.6791463644921087
5691,AT3G52060,LOC8062203,1973,0.4070898066090201,0.6969677604882257,0.552028783548623
5692,AT3G52060,LOC8081137,1973,0.8802339349144271,0.7697734607150845,0.8250036978147558
5693,AT4G32290,LOC8084463,1973,0.7084137634099961,0.8915998338498898,0.800006798629943
5694,AT4G32290,LOC8062203,1973,0.7895159843564995,0.8088890308975301,0.7992025076270148
5695,AT4G32290,LOC8081137,1973,0.5249399016899287,0.5610889222609197,0.5430144119754241
5696,AT1G70740,LOC8060229,1974,0.8789637974956047,0.9091478416461641,0.8940558195708844
5697,AT5G11530,LOC8069473,1975,0.9749201679164723,0.9844074511934051,0.9796638095549387
5698,AT1G03510,LOC8061400,1976,0.8120914211904847,0.8989786028479833,0.855535012019234
5699,AT5G39940,LOC8072877,1977,0.9011589106957052,0.8985078442023197,0.8998333774490124
5700,AT2G45690,LOC8055046,1978,0.8698216784471314,0.9061571396619484,0.8879894090545399
5701,AT2G45250,LOC8065994,1979,0.8055685120734813,0.8152730293638367,0.810420770718659
5702,AT4G38280,LOC8065994,1979,0.641649025869183,0.7831741061443589,0.7124115660067709
5703,AT5G54730,LOC8082375,1980,0.8914068386494923,0.9283509601559254,0.9098788994027089
5704,AT1G68910,LOC8058292,1981,0.9622905529044526,0.9197303255903121,0.9410104392473824
5705,AT1G68910,LOC8077552,1981,0.7652757346345664,0.6113173786624917,0.6882965566485291
5706,AT5G11390,LOC8058292,1981,0.9517132503318863,0.9396427772629965,0.9456780137974414
5707,AT5G11390,LOC8077552,1981,0.86487029528901,0.7221842349106944,0.7935272650998522
5708,AT1G71760,LOC8069797,1982,0.9513688062861038,0.8716873821772055,0.9115280942316546
5709,AT5G13480,LOC8077357,1983,0.9594632413619892,0.9494328529891044,0.9544480471755468
5710,AT2G22250,LOC8077154,1984,0.8626744644971476,0.753720803910918,0.8081976342040328
5711,AT1G24300,LOC8079822,1985,0.9859495532991281,0.992376266095792,0.9891629096974601
5712,AT1G27430,LOC8079822,1985,0.974791001399304,0.990797840048567,0.9827944207239354
5713,AT1G13630,LOC8065088,1986,0.8352265795988661,0.9162922963862351,0.8757594379925506
5714,AT1G13630,LOC8067411,1986,0.788044921244304,0.6929169639972592,0.7404809426207817
5715,AT3G20420,LOC8061288,1987,0.609429155753292,0.5801322810493019,0.594780718401297
5716,AT2G30120,LOC8057381,1988,0.8863119371389617,0.8197718631178708,0.8530419001284162
5717,AT2G30120,LOC8080731,1988,0.9150658390441677,0.8576285266958494,0.8863471828700086
5718,AT3G14750,LOC8057381,1988,0.8811452764522264,0.7564686711186376,0.818806973785432
5719,AT3G14750,LOC8080731,1988,0.8586631265473073,0.8249992012013931,0.8418311638743502
5720,AT3G55530,LOC8081512,1989,0.881109396864124,0.8245390932038215,0.8528242450339727
5721,AT5G02390,LOC8074237,1990,0.634544867424922,0.6973831357638113,0.6659640015943666
5722,AT5G02390,LOC8073300,1990,0.5178142154928062,0.6123462312681727,0.5650802233804895
5723,AT1G07620,LOC8074237,1990,0.4466111729037351,0.3590567786049781,0.4028339757543566
5724,AT1G07620,LOC8073300,1990,0.7158964515087367,0.831114803335783,0.7735056274222598
5725,AT5G19590,LOC8082187,1991,0.9537368591008575,0.9222609195769562,0.9379988893389068
5726,AT1G09680,LOC8073444,1992,0.6993936349610707,0.8329616257149248,0.7661776303379977
5727,AT1G10640,LOC8064720,1993,0.9302221743827714,0.900571939802537,0.9153970570926542
5728,AT1G10640,LOC8060309,1993,0.42863350595401833,0.7361536249480781,0.5823935654510483
5729,AT1G10640,LOC8054932,1993,0.8620509569883471,0.9278013867143816,0.8949261718513644
5730,AT1G48100,LOC8064720,1993,0.670246652235099,0.8842125443333227,0.7772295982842109
5731,AT1G48100,LOC8060309,1993,0.6954181765993327,0.7822922324823466,0.7388552045408396
5732,AT1G48100,LOC8054932,1993,0.3982315349686452,0.8771895069814999,0.6377105209750725
5733,AT1G02460,LOC8064720,1993,0.5474292275124681,0.4010863661053775,0.4742577968089228
5734,AT1G02460,LOC8060309,1993,0.5784507193857414,0.7559510496213695,0.6672008845035555
5735,AT1G02460,LOC8054932,1993,0.6969035915467691,0.5503850209285236,0.6236443062376463
5736,AT5G14650,LOC8064720,1993,0.6100391087510316,0.6026647921526025,0.6063519504518171
5737,AT5G14650,LOC8060309,1993,0.6557497039933982,0.8694187941336231,0.7625842490635106
5738,AT5G14650,LOC8054932,1993,0.7703347565569947,0.8358500814774579,0.8030924190172263
5739,AT1G60590,LOC8064720,1993,0.721509813067346,0.9127072882384893,0.8171085506529177
5740,AT1G60590,LOC8060309,1993,0.43234903663305946,0.7069431574911333,0.5696460970620965
5741,AT1G60590,LOC8054932,1993,0.3722291988087977,0.8669201520912547,0.6195746754500262
5742,AT1G56710,LOC8064720,1993,0.6904739693588318,0.6611815828993194,0.6758277761290756
5743,AT1G56710,LOC8060309,1993,0.31574037530049154,0.6583059079144966,0.48702314160749405
5744,AT1G56710,LOC8054932,1993,0.5809120591295612,0.8053807074160463,0.6931463832728038
5745,AT4G40050,LOC8083264,1994,0.8936241971942163,0.8309103108924178,0.862267254043317
5746,AT4G40050,LOC8063339,1994,0.8941049836747874,0.9014474230756941,0.8977762033752408
5747,AT3G03570,LOC8083264,1994,0.9211653690215637,0.9124133303511518,0.9167893496863577
5748,AT3G03570,LOC8063339,1994,0.9383014602992358,0.918024091765984,0.9281627760326099
5749,AT5G27210,LOC8085919,1995,0.7953428294643178,0.7288302393200626,0.7620865343921902
5750,AT3G05010,LOC8085919,1995,0.9384378027340247,0.9372847237754418,0.9378612632547332
5751,AT1G62350,LOC110433504,1996,0.8055398084029995,0.794159184586382,0.7998494964946907
5752,AT4G22580,LOC8058107,1997,0.8813533780632199,0.791475221267214,0.836414299665217
5753,AT3G07480,LOC8059000,1998,0.9914319543611639,0.9820557880947056,0.9867438712279348
5754,AT1G69420,LOC8078996,1999,0.8134189659502709,0.8830750551171038,0.8482470105336873
5755,AT1G69420,LOC8081852,1999,0.8363890782533816,0.7912196057130076,0.8138043419831946
5756,AT3G20150,LOC8063001,2000,0.9929747766495641,0.9983129373422372,0.9956438569959007
5757,AT3G20150,LOC8085783,2000,0.9913027878439955,0.9967217305173021,0.9940122591806488
5758,AT3G23670,LOC8063001,2000,0.9921064906174877,0.998300156564527,0.9952033235910074
5759,AT3G23670,LOC8085783,2000,0.987535431093251,0.9969901268492187,0.9922627789712348
5760,AT4G14150,LOC8063001,2000,0.9955868106634136,0.9975972137904592,0.9965920122269364
5761,AT4G14150,LOC8085783,2000,0.9953715331347996,0.9969006614052465,0.9961360972700231
5762,AT3G48880,LOC8067083,2001,0.9221843493236698,0.890149215579768,0.9061667824517189
5763,AT3G58520,LOC8059614,2003,0.7674859172616698,0.8367127839729047,0.8020993506172873
5764,AT3G58520,LOC8055952,2003,0.8564816475906857,0.8409112694507461,0.848696458520716
5765,AT5G48040,LOC8059614,2003,0.758042409673137,0.8324312234399462,0.7952368165565415
5766,AT5G48040,LOC8055952,2003,0.8009113415377992,0.8267949004696936,0.8138531210037464
5767,AT5G37010,LOC8066196,2004,0.9904345018119193,0.9898456721091479,0.9901400869605336
5768,AT5G37010,LOC8056034,2004,0.9712102185066915,0.9563089113972585,0.963759564951975
5769,AT1G65710,LOC8066196,2004,0.9933622762010692,0.993405118701473,0.9933836974512711
5770,AT1G65710,LOC8056034,2004,0.9886118187363209,0.9800747675496054,0.9843432931429632
5771,AT2G20240,LOC110429684,2005,0.5538086182770622,0.596760072850433,0.5752843455637475
5772,AT2G20240,LOC110434896,2005,0.7571095403824765,0.9716330638719366,0.8643713021272066
5773,AT2G20240,LOC8072468,2005,0.7793764127587816,0.9311499504744863,0.855263181616634
5774,AT2G20240,LOC8075904,2005,0.806996519679954,0.9337572291273923,0.8703768744036732
5775,AT4G28760,LOC110429684,2005,0.6472318897779054,0.9048343291689299,0.7760331094734176
5776,AT4G28760,LOC110434896,2005,0.6394962505830434,0.9071923826564847,0.773344316619764
5777,AT4G28760,LOC8072468,2005,0.6217789099781134,0.8847301658305908,0.753254537904352
5778,AT4G28760,LOC8075904,2005,0.6591223852750171,0.835696712144934,0.7474095487099756
5779,AT5G43880,LOC110429684,2005,0.7560331527394066,0.7831996676997796,0.769616410219593
5780,AT5G43880,LOC110434896,2005,0.8968605360410463,0.8983928172029269,0.8976266766219866
5781,AT5G43880,LOC8072468,2005,0.8352911628574504,0.7992139821708151,0.8172525725141327
5782,AT5G43880,LOC8075904,2005,0.8854436511068853,0.9149119723935202,0.9001778117502027
5783,AT5G24020,LOC8066872,2006,0.7649958738473682,0.8311850976131897,0.798090485730279
5784,AT4G35440,LOC8069763,2007,0.9526532955401672,0.947675496053935,0.9501643957970511
5785,AT2G18480,LOC8054251,2008,0.5555864518675325,0.6290890500686966,0.5923377509681146
5786,AT2G18480,LOC110433175,2008,0.7836102041548563,0.3276288462152922,0.5556195251850742
5787,AT2G18480,LOC8078956,2008,0.7518208890961932,0.49261377554824215,0.6222173323222177
5788,AT2G18480,LOC8082873,2008,0.6351494384844462,0.7107070965268236,0.672928267505635
5789,AT2G18480,LOC8078957,2008,0.7820045925872771,0.37902816386377114,0.580516378225524
5790,AT4G36670,LOC8054251,2008,0.389444225180295,0.5009745343004122,0.4452093797403536
5791,AT4G36670,LOC110433175,2008,0.6734957482688099,0.8254593091989648,0.7494775287338873
5792,AT4G36670,LOC8078956,2008,0.7375264611962254,0.9111132412407295,0.8243198512184775
5793,AT4G36670,LOC8082873,2008,0.5198234724265366,0.7868805316803528,0.6533520020534447
5794,AT4G36670,LOC8078957,2008,0.729690359154677,0.790363293606416,0.7600268263805465
5795,AT3G18830,LOC8054251,2008,0.37979979189838897,0.5521487682525481,0.46597428007546854
5796,AT3G18830,LOC110433175,2008,0.891880449212443,0.8637057864971084,0.8777931178547758
5797,AT3G18830,LOC8078956,2008,0.9288866563811847,0.919910676564669,0.9243986664729269
5798,AT3G18830,LOC8082873,2008,0.8237666391589825,0.8372879189698693,0.8305272790644259
5799,AT3G18830,LOC8078957,2008,0.9042732589429874,0.8398817068018589,0.8720774828724231
5800,AT2G20780,LOC8054251,2008,0.5987729180869004,0.5101830846407004,0.5544780013638004
5801,AT2G20780,LOC110433175,2008,0.7654623084926986,0.5980637121768859,0.6817630103347923
5802,AT2G20780,LOC8078956,2008,0.8148182698862617,0.7782996595342827,0.7965589647102722
5803,AT2G20780,LOC8082873,2008,0.9394639589537512,0.8676933891427293,0.9035786740482403
5804,AT2G20780,LOC8078957,2008,0.716917225790248,0.6295669091464215,0.6732420674683348
5805,AT3G45900,LOC8060855,2009,0.2587348857235119,0.6854906221043551,0.4721127539139335
5806,AT4G34190,LOC8071203,2010,0.9748484087402677,0.9846886283030322,0.9797685185216499
5807,AT4G34190,LOC8079133,2010,0.9704065157331994,0.9850273189123558,0.9777169173227775
5808,AT2G30105,LOC8070533,2011,0.8472247138602849,0.9004313512477234,0.8738280325540042
5809,AT5G08740,LOC8080027,2012,0.9888486240177963,0.9914049269898073,0.9901267755038018
5810,AT1G09000,LOC8075371,2013,0.9829356678985326,0.941598236252676,0.9622669520756043
5811,AT1G09000,LOC8056210,2013,0.9742599834953894,0.9384413841582261,0.9563506838268078
5812,AT1G54960,LOC8075371,2013,0.9916902873955008,0.9602453909320382,0.9759678391637695
5813,AT1G54960,LOC8056210,2013,0.9863155250977719,0.9798638847173851,0.9830897049075784
5814,AT3G06030,LOC8075371,2013,0.9948333393132647,0.9923443141515161,0.9935888267323905
5815,AT3G06030,LOC8056210,2013,0.9923648236518245,0.9890404831133974,0.990702653382611
5816,AT1G52340,LOC8057083,2014,0.7594201858562664,0.738952615266639,0.7491864005614527
5817,AT1G52340,LOC8086485,2014,0.7183739370672024,0.7284244496277599,0.7233991933474812
5818,AT3G51480,LOC8080138,2015,0.7621183308815614,0.7194811004249608,0.7407997156532611
5819,AT3G51480,LOC110430943,2015,0.4666929783646084,0.6201425056714701,0.5434177420180393
5820,AT3G51480,LOC8054496,2015,0.5473000609952997,0.6837588267246062,0.615529443859953
5821,AT3G51480,LOC8061620,2015,0.6826880987406265,0.5585519378854203,0.6206200183130235
5822,AT3G51480,LOC8085208,2015,0.8320548240106204,0.5987283126178229,0.7153915683142216
5823,AT3G51480,LOC8057705,2015,0.5034480284166338,0.6120842253251111,0.5577661268708725
5824,AT3G51480,LOC8083292,2015,0.4522693839474723,0.5035562513978975,0.4779128176726849
5825,AT2G32400,LOC8080138,2015,0.7743173908363532,0.834316388152219,0.804316889494286
5826,AT2G32400,LOC110430943,2015,0.8504825804599763,0.8164552513020417,0.8334689158810089
5827,AT2G32400,LOC8054496,2015,0.5147285709160059,0.618046458126977,0.5663875145214914
5828,AT2G32400,LOC8061620,2015,0.8979728032722185,0.7654663386267054,0.831719570949462
5829,AT2G32400,LOC8085208,2015,0.49074665422840946,0.6522669904463687,0.5715068223373891
5830,AT2G32400,LOC8057705,2015,0.929905636683291,0.8390963990158802,0.8845010178495856
5831,AT2G32400,LOC8083292,2015,0.8739334792436584,0.7417643863629102,0.8078489328032843
5832,AT1G05200,LOC8080138,2015,0.5631157834308063,0.7621880691440074,0.6626519262874069
5833,AT1G05200,LOC110430943,2015,0.9512396397689354,0.9878710419529029,0.9695553408609192
5834,AT1G05200,LOC8054496,2015,0.6326217215026371,0.7059654279962936,0.6692935747494653
5835,AT1G05200,LOC8061620,2015,0.7384952100749883,0.8379141770776752,0.7882046935763318
5836,AT1G05200,LOC8085208,2015,0.16271393204406012,0.6771383838706586,0.4199261579573594
5837,AT1G05200,LOC8057705,2015,0.8627605755085932,0.9083809949835447,0.885570785246069
5838,AT1G05200,LOC8083292,2015,0.9136880628610384,0.9573313736140844,0.9355097182375613
5839,AT4G35290,LOC8080138,2015,0.44814323131570455,0.6931910406748251,0.5706671359952649
5840,AT4G35290,LOC110430943,2015,0.843837680743425,0.9770648943988242,0.9104512875711246
5841,AT4G35290,LOC8054496,2015,0.5598292131606329,0.7485829312713679,0.6542060722160004
5842,AT4G35290,LOC8061620,2015,0.5188690753830146,0.661398856120395,0.5901339657517048
5843,AT4G35290,LOC8085208,2015,0.17563058376089843,0.5756909607949644,0.37566077227793143
5844,AT4G35290,LOC8057705,2015,0.7278102687381148,0.7965427996293575,0.7621765341837361
5845,AT4G35290,LOC8083292,2015,0.8230992788202791,0.8640253059398665,0.8435622923800727
5846,AT2G32390,LOC8080138,2015,0.7518065372609521,0.7685592868326038,0.760182912046778
5847,AT2G32390,LOC110430943,2015,0.7459366366474113,0.8224877783813146,0.7842122075143629
5848,AT2G32390,LOC8054496,2015,0.5815076602920599,0.5608652586509889,0.5711864594715244
5849,AT2G32390,LOC8061620,2015,0.8634781672706398,0.8271847141898585,0.8453314407302491
5850,AT2G32390,LOC8085208,2015,0.5561694951741954,0.6608237211234304,0.6084966081488129
5851,AT2G32390,LOC8057705,2015,0.7812134476696208,0.829817554398185,0.8055155010339029
5852,AT2G32390,LOC8083292,2015,0.7745613720354491,0.9170910949931304,0.8458262335142896
5853,AT2G17260,LOC8080138,2015,0.6964658605719206,0.7561874940090105,0.7263266772904655
5854,AT2G17260,LOC110430943,2015,0.582849556887087,0.383851487363006,0.4833505221250465
5855,AT2G17260,LOC8054496,2015,0.6896846184205806,0.6360034508099818,0.6628440346152812
5856,AT2G17260,LOC8061620,2015,0.7154963941013956,0.46931654791194044,0.5924064710066681
5857,AT2G17260,LOC8085208,2015,0.7920562591941445,0.7806435121577148,0.7863498856759297
5858,AT2G17260,LOC8057705,2015,0.6050087904990851,0.37057864971083493,0.48779372010496
5859,AT2G17260,LOC8083292,2015,0.5884108930429478,0.35667955395085793,0.47254522349690287
5860,AT1G42540,LOC8080138,2015,0.6716228337698683,0.8391411317378662,0.7553819827538673
5861,AT1G42540,LOC110430943,2015,0.8328800545369739,0.9658114196248841,0.899345737080929
5862,AT1G42540,LOC8054496,2015,0.799138889885544,0.7294245454835927,0.7642817176845684
5863,AT1G42540,LOC8061620,2015,0.7422769186609738,0.7547496565165991,0.7485132875887864
5864,AT1G42540,LOC8085208,2015,0.4646263140899143,0.717429785602454,0.5910280498461842
5865,AT1G42540,LOC8057705,2015,0.7509310753112555,0.7954819950794007,0.7732065351953281
5866,AT1G42540,LOC8083292,2015,0.8528075777690072,0.9011790267437774,0.8769933022563923
5867,AT5G22130,LOC8059778,2016,0.9567722722543145,0.8883343451449021,0.9225533086996083
5868,AT4G38630,LOC8078860,2017,0.964730364895411,0.9030322395117744,0.9338813022035927
5869,AT4G21300,LOC8083933,2018,0.9732840586990061,0.9033240672694933,0.9383040629842497
5870,AT5G16730,LOC8086292,2019,0.9566718094076281,0.9623350480876761,0.959503428747652
5871,AT5G16730,LOC8071087,2019,0.9114850561515554,0.8248522222577245,0.8681686392046399
5872,AT5G16730,LOC8073892,2019,0.9516414911556815,0.9052560948333706,0.928448792994526
5873,AT4G27595,LOC8086292,2019,0.891512085441259,0.9419752691951305,0.9167436773181947
5874,AT4G27595,LOC8071087,2019,0.8095790526991417,0.8676997795315845,0.8386394161153631
5875,AT4G27595,LOC8073892,2019,0.8854045822220628,0.8467329136977986,0.8660687479599307
5876,AT3G02930,LOC8086292,2019,0.8193247461519142,0.9540850560756622,0.8867049011137882
5877,AT3G02930,LOC8071087,2019,0.7707222561084999,0.7688212927756654,0.7697717744420827
5878,AT3G02930,LOC8073892,2019,0.8326504251731189,0.9082404064287312,0.870445415800925
5879,AT2G40400,LOC8076990,2020,0.8114527645222633,0.876959452982714,0.8442061087524887
5880,AT2G40400,LOC8085412,2020,0.9334720677406623,0.9644822187430105,0.9489771432418364
5881,AT3G56140,LOC8076990,2020,0.9484553837321948,0.8777646419784645,0.9131100128553297
5882,AT3G56140,LOC8085412,2020,0.9253991604176384,0.8771639454260791,0.9012815529218587
5883,AT5G03870,LOC8072970,2021,0.9922428330522766,0.9951688660254976,0.9937058495388871
5884,AT3G53360,LOC8075938,2022,0.9609630081446665,0.9778125698948781,0.9693877890197723
5885,AT4G08940,LOC8063739,2023,0.935840120555416,0.898955171422181,0.9173976459887985
5886,AT4G02030,LOC8085969,2024,0.9956155143338954,0.9806562929354251,0.9881359036346602
5887,AT3G08640,LOC110434210,2025,0.8173689099382473,0.8564846470907755,0.8369267785145114
5888,AT3G08630,LOC110434210,2025,0.8917799863657565,0.897651532095728,0.8947157592307422
5889,AT5G55620,LOC8058842,2026,0.8610885867030247,0.8635651979422948,0.8623268923226597
5890,AT5G55620,LOC8058843,2026,0.7537870905242008,0.5555548455123495,0.6546709680182752
