,arabidopsis,medicago,Group Number,Species 1 Score,Species 2 Score,Total Score
895,AT1G57590,LOC11434306,264,0.8483869981347277,0.28847316591337663,0.5684300820240522
896,AT1G57590,LOC11415681,264,0.9287037886432438,0.7130892873177885,0.8208965379805162
897,AT1G57590,LOC11443730,264,0.8841574167507568,0.4519440869226855,0.6680507518367211
898,AT1G57590,LOC11434305,264,0.7892915023086567,0.5859439073303601,0.6876177048195085
899,AT1G57590,LOC11432052,264,0.7920374277589212,0.48477356400969795,0.6384054958843095
900,AT1G57590,LOC11425257,264,0.9304528636516527,0.7905773893262295,0.860515126488941
901,AT1G57590,LOC11442062,264,0.9146072225789683,0.8882995599988027,0.9014533912888856
902,AT1G57590,LOC112422214,264,0.7734886707641502,0.6836122003053069,0.7285504355347285
903,AT1G57590,LOC11405474,264,0.6778460691679662,0.7628184022269449,0.7203322356974555
904,AT1G57590,LOC11419522,264,0.733351680273981,0.4292855218653656,0.5813186010696734
905,AT3G62060,LOC25484731,264,0.8508882977096902,0.7638420784818463,0.8073651880957682
906,AT3G62060,LOC11434306,264,0.8310736018102315,0.8386003771438834,0.8348369894770574
907,AT3G62060,LOC11415681,264,0.8533957129315353,0.7893382022808225,0.8213669576061788
908,AT3G62060,LOC11443730,264,0.87893465431306,0.8775419797060672,0.8782383170095636
909,AT3G62060,LOC11434305,264,0.7064550652845305,0.8674967823041696,0.7869759237943501
910,AT3G62060,LOC11432052,264,0.7276763599669756,0.5065042353856745,0.6170902976763251
911,AT3G62060,LOC11425257,264,0.7068586979787788,0.6100930886886766,0.6584758933337277
912,AT3G62060,LOC11442062,264,0.8858147570559276,0.8523571492711545,0.8690859531635411
913,AT3G62060,LOC112422214,264,0.4488395560040363,0.661270915022898,0.5550552355134671
914,AT3G62060,LOC11405474,264,0.5461089196709782,0.7758867371067676,0.6609978283888729
915,AT3G62060,LOC11419522,264,0.6911292541968627,0.46485078870962915,0.5779900214532459
916,AT3G46210,LOC11436468,265,0.896034002996667,0.8895567062767518,0.8927953546367093
917,AT1G75670,LOC11436168,266,0.9581628596764823,0.9886377922116796,0.9734003259440809
918,AT1G34630,LOC11443693,267,0.7841006771380132,0.925738573438295,0.8549196252881541
919,AT1G06060,LOC11417889,268,0.8917775127664128,0.9078032865395552,0.899790399652984
920,AT1G26640,LOC11417595,269,0.9263125707121671,0.8668622227543477,0.8965873967332574
921,AT4G33170,LOC25481982,270,0.5354588603831792,0.8707893082702266,0.7031240843267029
922,AT4G33170,LOC11442245,270,0.9269146221719381,0.9667215420994343,0.9468180821356862
923,AT2G26280,LOC25481982,270,0.749704920037917,0.8978418988895208,0.8237734094637189
924,AT2G26280,LOC11442245,270,0.6145858178148793,0.7281091921338562,0.6713475049743678
925,AT5G17640,LOC25500177,271,0.8716692658165918,0.8584573019246311,0.8650632838706114
926,AT5G10240,LOC11426313,272,0.7098370180105801,0.6383010566015146,0.6740690373060474
927,AT5G10240,LOC25490923,272,0.500779744977525,0.36133975874764285,0.43105975186258394
928,AT5G10240,LOC11422697,272,0.8053144971409351,0.6653356879882667,0.7353250925646009
929,AT5G65010,LOC11426313,272,0.5976332446564536,0.7740369361549283,0.6858350904056909
930,AT5G65010,LOC25490923,272,0.2175580221997982,0.4889820108354036,0.3532700165176009
931,AT5G65010,LOC11422697,272,0.9709445616610096,0.8593851956059745,0.915164878633492
932,AT3G47340,LOC11426313,272,0.8137968993670305,0.4896285432069203,0.6517127212869753
933,AT3G47340,LOC25490923,272,0.9868024340274593,0.8376425514083031,0.9122224927178813
934,AT3G47340,LOC11422697,272,0.22706173745527936,0.35215061809692,0.28960617777609965
935,AT3G02420,LOC25495542,273,0.9433691098675963,0.9075279116405759,0.9254485107540861
936,AT2G33770,LOC25493164,274,0.8926459346237349,0.9209254991170044,0.9067857168703697
937,AT2G33770,LOC11443820,274,0.9201113047732624,0.96353677152863,0.9418240381509462
938,AT5G10210,LOC11415031,277,0.6748616334892823,0.6453949534556557,0.660128293472469
939,AT5G10210,LOC11417618,277,0.5723633917377611,0.6722380196952916,0.6223007057165264
940,AT5G10210,LOC25489682,277,0.5795737394122863,0.6308213688260981,0.6051975541191922
941,AT5G10210,LOC25489680,277,0.5761550928049415,0.6498189110718668,0.6129870019384042
942,AT5G10210,LOC11422698,277,0.6482769164908417,0.6215929839264869,0.6349349502086643
943,AT5G10210,LOC25489681,277,0.6698162248111794,0.6407075937621599,0.6552619092866696
944,AT5G65030,LOC11415031,277,0.5953031831942024,0.6559130773144961,0.6256081302543492
945,AT5G65030,LOC11417618,277,0.6888297709690242,0.7194109371726182,0.7041203540708212
946,AT5G65030,LOC25489682,277,0.5541815735559429,0.3457817421120723,0.44998165783400756
947,AT5G65030,LOC25489680,277,0.6929272543803321,0.6854620012571462,0.6891946278187391
948,AT5G65030,LOC11422698,277,0.7256704277894994,0.6085246490466641,0.6670975384180817
949,AT5G65030,LOC25489681,277,0.6940586490536036,0.6356550630069742,0.6648568560302889
950,AT1G50000,LOC25485320,278,0.8373971806867871,0.917722769313658,0.8775599750002225
951,AT1G04390,LOC25487018,280,0.9697988971450121,0.9415007931994372,0.9556498451722246
952,AT2G37050,LOC25484051,281,0.8449989297617956,0.8710287647041217,0.8580138472329586
953,AT2G37050,LOC11432928,281,0.8854661651836223,0.9551258642880661,0.9202960147358442
954,AT2G37050,LOC11427112,281,0.8802128245115126,0.8977487769430061,0.8889808007272594
955,AT1G67720,LOC25484051,281,0.8704889459682598,0.8620910533089885,0.8662899996386242
956,AT1G67720,LOC11432928,281,0.9412469803993517,0.9445718219641415,0.9429094011817466
957,AT1G67720,LOC11427112,281,0.9233831758554262,0.8899198818681593,0.9066515288617927
958,AT5G19010,LOC11446876,282,0.8535669510442467,0.7716483582268251,0.8126076546355359
959,AT5G19010,LOC25494021,282,0.9550194171788521,0.9275764015684397,0.9412979093736459
960,AT5G18410,LOC11434213,283,0.9782344127450081,0.9767368074470951,0.9774856100960516
961,AT5G26850,LOC25484694,284,0.8956059077148886,0.9650692927055584,0.9303376002102235
962,AT5G15010,LOC11443104,285,0.8590105562860356,0.9342632224849591,0.8966368893854973
963,AT4G14500,LOC11443161,286,0.8772161575390637,0.8579524479431689,0.8675843027411163
964,AT3G23080,LOC11443161,286,0.6248601045775617,0.727847785526854,0.6763539450522078
965,AT1G55760,LOC11443560,287,0.9530318319420237,0.9312640306504235,0.9421479312962235
966,AT1G55760,LOC25482460,287,0.902528819985934,0.8979137358196894,0.9002212779028117
967,AT1G55760,LOC11414808,287,0.8166834846955937,0.8210302613068334,0.8188568730012136
968,AT1G21780,LOC11443560,287,0.7018622144757362,0.8758957167230387,0.7888789655993874
969,AT1G21780,LOC25482460,287,0.8174479405559123,0.9174234487712892,0.8674356946636008
970,AT1G21780,LOC11414808,287,0.8887258049720209,0.9341794127330959,0.9114526088525584
971,AT2G21770,LOC11416283,289,0.4795482575502757,0.4737765272830674,0.4766623924166715
972,AT2G21770,LOC11436748,289,0.5710451300764117,0.7865964261127242,0.6788207780945679
973,AT2G21770,LOC11443809,289,0.5470310233176026,0.7822622646592235,0.6646466439884131
974,AT2G21770,LOC11428008,289,0.6526890159584409,0.8720644137807178,0.7623767148695793
975,AT2G21770,LOC25501056,289,0.8153040665654188,0.7734203358376486,0.7943622012015337
976,AT2G21770,LOC11426766,289,0.5796274212015887,0.6968301954563142,0.6382288083289515
977,AT5G05170,LOC11416283,289,0.8401859156652295,0.46432398455506,0.6522549501101448
978,AT5G05170,LOC11436748,289,0.9600464789163075,0.8941183513424525,0.9270824151293799
979,AT5G05170,LOC11443809,289,0.9749686573097269,0.9673141967733245,0.9711414270415257
980,AT5G05170,LOC11428008,289,0.9868207809681069,0.945457810769553,0.96613929586883
981,AT5G05170,LOC25501056,289,0.5835489098859432,0.5785327307013081,0.5810408202936257
982,AT5G05170,LOC11426766,289,0.9321897073662967,0.9369870394205154,0.9345883733934061
983,AT4G39350,LOC11416283,289,0.8372198269271932,0.4733993833996827,0.655309605163438
984,AT4G39350,LOC11436748,289,0.9010855273216525,0.8832769612978539,0.8921812443097532
985,AT4G39350,LOC11443809,289,0.9117267528972878,0.9605256068723996,0.9361261798848437
986,AT4G39350,LOC11428008,289,0.9167354676940953,0.9388607860157443,0.9277981268549198
987,AT4G39350,LOC25501056,289,0.6153747362627281,0.6953096471010805,0.6553421916819042
988,AT4G39350,LOC11426766,289,0.8289453566951044,0.9068694064473645,0.8679073815712344
989,AT5G64740,LOC11416283,289,0.8220713695991194,0.44755604777155855,0.6348137086853389
990,AT5G64740,LOC11436748,289,0.9645904045500413,0.8822892035080367,0.923439804029039
991,AT5G64740,LOC11443809,289,0.9736232149955663,0.9612020712981532,0.9674126431468597
992,AT5G64740,LOC11428008,289,0.9107299024554322,0.9304857972402646,0.9206078498478484
993,AT5G64740,LOC25501056,289,0.5033850105494909,0.5646921488221737,0.5340385796858322
994,AT5G64740,LOC11426766,289,0.8668012108980827,0.9179741985692478,0.8923877047336652
995,AT5G09870,LOC11416283,289,0.3627740574259242,0.3543356580562124,0.3585548577410683
996,AT5G09870,LOC11436748,289,0.553894138152463,0.7921099105031578,0.6730020243278104
997,AT5G09870,LOC11443809,289,0.40504540867810296,0.8461851596875094,0.6256152841828062
998,AT5G09870,LOC11428008,289,0.38185487569947707,0.7507917028345655,0.5663232892670214
999,AT5G09870,LOC25501056,289,0.7713787725896707,0.7538327995450328,0.7626057860673517
1000,AT5G09870,LOC11426766,289,0.4702565513867229,0.6807626687419557,0.5755096100643393
1001,AT4G32410,LOC11416283,289,0.8402531877809375,0.45396749378909873,0.6471103407850181
1002,AT4G32410,LOC11436748,289,0.9646699079595144,0.8891616031608249,0.9269157555601697
1003,AT4G32410,LOC11443809,289,0.9766871540837232,0.9653147355503008,0.971000944817012
1004,AT4G32410,LOC11428008,289,0.9715316637617344,0.9416803855248586,0.9566060246432965
1005,AT4G32410,LOC25501056,289,0.5837384949393022,0.6019036786494657,0.592821086794384
1006,AT4G32410,LOC11426766,289,0.9220927743632082,0.9399503127899668,0.9310215435765875
1007,AT5G11330,LOC11434211,290,0.9394550958627649,0.9234098596186656,0.9314324777407152
1008,AT2G29720,LOC11428970,291,0.925832492431887,0.8509623155437157,0.8883974039878013
1009,AT2G29720,LOC11436491,291,0.3582163715867046,0.22725612858810498,0.2927362500874048
1010,AT2G35660,LOC11428970,291,0.6078341436565453,0.5164237181597773,0.5621289309081613
1011,AT2G35660,LOC11436491,291,0.993471546952879,0.9095992097937681,0.9515353783733236
1012,AT1G29400,LOC25490508,292,0.9418768920282543,0.9723846867610525,0.9571307893946535
1013,AT1G29400,LOC11443824,292,0.7131700455615693,0.4345356041785148,0.5738528248700421
1014,AT1G29400,LOC11409020,292,0.9361526465461885,0.9488341464874734,0.942493396516831
1015,AT2G43560,LOC11415976,293,0.9834021343607621,0.983429614774462,0.983415874567612
1016,AT1G79560,LOC11407282,294,0.9721982692719322,0.9745457810769552,0.9733720251744438
1017,AT5G54160,LOC11408536,296,0.7146806103415589,0.558987099284624,0.6368338548130914
1018,AT5G54160,LOC25484963,296,0.5505672262483564,0.49102936334520636,0.5207982947967814
1019,AT5G54160,LOC11417842,296,0.5120936917102407,0.4615921857383739,0.4868429387243073
1020,AT5G54160,LOC11428747,296,0.7021374185854509,0.5484510161932413,0.6252942173893461
1021,AT5G54160,LOC11414117,296,0.766045928508088,0.5790522181315081,0.6725490733197981
1022,AT5G54160,LOC11423294,296,0.835880500259915,0.7570282126240101,0.7964543564419626
1023,AT5G54160,LOC11408538,296,0.7452771916949515,0.3914813373641833,0.5683792645295674
1024,AT5G54160,LOC11416327,296,0.7811454606611014,0.6432578047831422,0.7122016327221218
1025,AT5G54160,LOC25486798,296,0.7666574931963428,0.686693705288994,0.7266755992426683
1026,AT5G54160,LOC11421675,296,0.9461884230804514,0.9254871441827052,0.9358377836315783
1027,AT5G54160,LOC11428411,296,0.7946793872121825,0.6670777335448532,0.7308785603785178
1028,AT1G33030,LOC11408536,296,0.7410573953459927,0.8908617438414799,0.8159595695937363
1029,AT1G33030,LOC25484963,296,0.4238999480170015,0.504935795743662,0.46441787188033173
1030,AT1G33030,LOC11417842,296,0.671571415466471,0.7257392385950558,0.6986553270307634
1031,AT1G33030,LOC11428747,296,0.5172186037978167,0.5113951330479811,0.5143068684228989
1032,AT1G33030,LOC11414117,296,0.8217166620799314,0.8685084857373762,0.8451125739086538
1033,AT1G33030,LOC11423294,296,0.8826590832645322,0.8582318137827133,0.8704454485236228
1034,AT1G33030,LOC11408538,296,0.6398679020273369,0.7650333742404741,0.7024506381339055
1035,AT1G33030,LOC11416327,296,0.732305904657065,0.7621838426771229,0.747244873667094
1036,AT1G33030,LOC25486798,296,0.704210622878635,0.5020877607830225,0.6031491918308287
1037,AT1G33030,LOC11421675,296,0.6334831666819558,0.756556616480589,0.6950198915812724
1038,AT1G33030,LOC11428411,296,0.7880194477570864,0.8878146607201652,0.8379170542386258
1039,AT5G15300,LOC11422415,297,0.951907232431955,0.9676015444939986,0.9597543884629768
1040,AT3G12350,LOC11411541,298,0.904712105923004,0.8607979885659554,0.8827550472444796
1041,AT2G39910,LOC11408197,299,0.8110754365042961,0.8130204435930438,0.81204794004867
1042,AT4G15093,LOC11420281,300,0.7890040669051769,0.7455775389865007,0.7672908029458387
1043,AT4G15093,LOC25484511,300,0.8175947160810935,0.7301026669460325,0.773848691513563
1044,AT4G17380,LOC11424812,301,0.323615570436963,0.6633122811218534,0.4934639257794082
1045,AT4G17380,LOC11430927,301,0.3809314130202122,0.6514172827681164,0.5161743478941643
1046,AT4G06599,LOC11408214,302,0.9130232700363881,0.9289772217067258,0.9210002458715569
1047,AT1G06110,LOC11414458,303,0.793382870073082,0.8994462569966176,0.8464145635348498
1048,AT4G27040,LOC25497931,304,0.7685601388931359,0.6537579694094406,0.7111590541512882
1049,AT4G27040,LOC11415352,304,0.8804492961909712,0.9220629171780059,0.9012561066844886
1050,AT1G10095,LOC25500039,305,0.7882885362199187,0.7750785716423718,0.7816835539311453
1051,AT2G18180,LOC11421532,306,0.4091734703238235,0.6080337633571792,0.5086036168405014
1052,AT2G18180,LOC25490214,306,0.7328746598171422,0.5979825795444341,0.6654286196807881
1053,AT2G18180,LOC11422791,306,0.23042534324068129,0.369134065670927,0.29977970445580415
1054,AT2G18180,LOC25482174,306,0.3032137724367795,0.5548205573348499,0.4290171648858147
1055,AT4G39180,LOC11421532,306,0.7985995168638962,0.7882307162740579,0.7934151165689771
1056,AT4G39180,LOC25490214,306,0.7537412469803993,0.6374569726720345,0.6955991098262169
1057,AT4G39180,LOC11422791,306,0.6856068250619209,0.47285462001257145,0.5792307225372462
1058,AT4G39180,LOC25482174,306,0.8262728190074304,0.8588224729863211,0.8425476459968757
1059,AT2G21540,LOC11421532,306,0.6570773323548299,0.8624801700140681,0.7597787511844489
1060,AT2G21540,LOC25490214,306,0.4560070941503837,0.5201652249393877,0.48808615954488566
1061,AT2G21540,LOC11422791,306,0.6976546494205424,0.4106139064323985,0.5541342779264704
1062,AT2G21540,LOC25482174,306,0.5025043573984038,0.5904337154658924,0.5464690364321481
1063,AT2G21520,LOC11421532,306,0.8927437849738556,0.9230985662546021,0.9079211756142289
1064,AT2G21520,LOC25490214,306,0.6571079105892427,0.3528330689335209,0.5049704897613818
1065,AT2G21520,LOC11422791,306,0.7838424609363055,0.6801520548355234,0.7319972578859144
1066,AT2G21520,LOC25482174,306,0.9071828272635537,0.8346732916280044,0.8709280594457791
1067,AT4G39170,LOC11421532,306,0.9614958872274715,0.9472716932563082,0.9543837902418899
1068,AT4G39170,LOC25490214,306,0.5326728434700181,0.35088748540812353,0.4417801644390708
1069,AT4G39170,LOC11422791,306,0.8471027122893924,0.6127809871591487,0.7299418497242706
1070,AT4G39170,LOC25482174,306,0.6857719475277497,0.645670328354635,0.6657211379411924
1071,AT3G22200,LOC11438136,307,0.931926734550347,0.9429554910353498,0.9374411127928484
1072,AT4G14147,LOC11426571,308,0.92075344769593,0.9050615103714568,0.9129074790336934
1073,AT2G24940,LOC11428801,309,0.8432865486346819,0.7433326349187345,0.7933095917767081
1074,AT3G49100,LOC25484339,310,0.9892486927804789,0.9858660839893443,0.9875573883849116
1075,AT3G61620,LOC11431768,311,0.8912637984282787,0.8975485647579994,0.894406181593139
1076,AT5G39350,LOC25485607,312,0.9631593431795248,0.9782992606782603,0.9707293019288925
1077,AT4G21870,LOC25486134,313,0.5599547442130691,0.746236044179712,0.6530953941963906
1078,AT5G66800,LOC11441406,314,0.6657309726936367,0.6049208297165434,0.63532590120509
1079,AT5G66800,LOC11413464,314,0.7577347643947039,0.6703044089915892,0.7140195866931465
1080,AT3G50640,LOC11441406,314,0.6018346940647646,0.7724984285671526,0.6871665613159585
1081,AT3G50640,LOC11413464,314,0.7432039874017674,0.7348558771588494,0.7390299322803084
1082,AT3G19200,LOC11441406,314,0.7642540439715011,0.6933580771648359,0.7288060605681685
1083,AT3G19200,LOC11413464,314,0.7865639237990398,0.7547187883504445,0.7706413560747422
1084,AT4G34419,LOC11441406,314,0.7148375786115443,0.7993594540393307,0.7570985163254376
1085,AT4G34419,LOC11413464,314,0.8364845902686467,0.7437037923912718,0.7900941913299593
1086,AT5G65560,LOC11408567,315,0.7950402103782528,0.9154838516567393,0.8552620310174961
1087,AT3G11240,LOC11409743,316,0.9288784243375565,0.8881199676733814,0.9084991960054689
1088,AT5G05700,LOC11409743,316,0.8871724306638535,0.9139154120147266,0.9005439213392901
1089,AT1G74600,LOC25498177,317,0.9535210836926276,0.914208746146248,0.9338649149194378
1090,AT4G21580,LOC11424245,318,0.7739167660459285,0.818096919991619,0.7960068430187738
1091,AT4G21192,LOC11406724,319,0.9492645934623735,0.9518991888413302,0.9505818911518518
1092,AT5G04520,LOC11428193,321,0.9150108552732165,0.8318656649405849,0.8734382601069006
1093,AT5G64530,LOC11420727,322,0.7558511451548787,0.5747852375108504,0.6653181913328645
1094,AT5G64530,LOC25493296,322,0.6975506834235391,0.518058008321111,0.607804345872325
1095,AT2G03380,LOC11445936,323,0.9658930373360242,0.9747672782783082,0.9703301578071661
1096,AT4G35540,LOC11417451,324,0.9444210011313947,0.9649914693645425,0.9547062352479686
1097,AT3G02065,LOC25495880,325,0.9135981408433478,0.7774791223921698,0.8455386316177588
1098,AT3G54690,LOC25499271,326,0.8101805135104831,0.8725193810051184,0.8413499472578008
1099,AT3G57050,LOC25483994,327,0.8489007124728618,0.7591487323775031,0.8040247224251824
1100,AT2G22260,LOC11412086,328,0.7815123994740544,0.7637941871950672,0.7726532933345608
1101,AT3G06930,LOC25488132,329,0.8853499678928538,0.8498428567152564,0.8675964123040552
1102,AT3G06930,LOC11420237,329,0.9626639757820383,0.9694154269807537,0.9660397013813959
1103,AT5G49020,LOC25488132,329,0.8908968596153258,0.8396958903289533,0.8652963749721396
1104,AT5G49020,LOC11420237,329,0.9511482127021986,0.9659612679218175,0.958554740312008
1105,AT3G07420,LOC11424955,330,0.9287527138183042,0.9012601394833728,0.9150064266508384
1106,AT3G15840,LOC11429342,331,0.9821973519248999,0.9218055015115687,0.9520014267182343
1107,AT3G13020,LOC112422628,332,0.8634192581720332,0.8864617318686582,0.8749404950203457
1108,AT3G13030,LOC112422628,332,0.741161361342996,0.8803316471609447,0.8107465042519704
1109,AT1G05850,LOC11417123,333,0.856410726844632,0.486808943697806,0.671609835271219
1110,AT1G05850,LOC11446816,333,0.8921811454606611,0.9396090873716664,0.9158951164161637
1111,AT3G16920,LOC11417123,333,0.9835489098859432,0.9821365500314285,0.9828427299586859
1112,AT3G16920,LOC11446816,333,0.832082683545852,0.9063126702385584,0.8691976768922052
1113,AT4G27900,LOC11434187,334,0.6311714521603523,0.8506869406447364,0.7409291964025444
1114,AT4G27900,LOC11446456,334,0.7853346787756474,0.756412942620252,0.7708738106979498
1115,AT5G53420,LOC11434187,334,0.6258569550194172,0.7463018946990332,0.6860794248592252
1116,AT5G53420,LOC11446456,334,0.5698376295752684,0.7531922535843636,0.661514941579816
1117,AT2G44420,LOC11418572,335,0.932727884291961,0.9142686102547217,0.9234982472733413
1118,AT3G49142,LOC11411029,336,0.9365365732671485,0.9794905564368882,0.9580135648520183
1119,AT1G71060,LOC11419364,337,0.9279332171360426,0.9677571911760304,0.9478452041560366
1120,AT4G21320,LOC25493254,338,0.8292477414576305,0.6513634050704901,0.7403055732640602
1121,AT5G10960,LOC112421400,339,0.8101336268843837,0.775970546858631,0.7930520868715074
1122,AT5G10960,LOC112420417,339,0.8982050576399718,0.7744919033793289,0.8363484805096504
1123,AT1G80780,LOC112421400,339,0.6730024768369874,0.6568110389416026,0.6649067578892951
1124,AT1G80780,LOC112420417,339,0.6330000305782344,0.7155676614086025,0.6742838459934184
1125,AT2G32070,LOC112421400,339,0.8224627709996025,0.7768804813074321,0.7996716261535173
1126,AT2G32070,LOC112420417,339,0.8285661865883863,0.6339788679697087,0.7312725272790475
1127,AT5G50390,LOC25488604,340,0.9048955753294805,0.9446676045376995,0.92478158993359
1128,AT2G22410,LOC11434540,341,0.6314527719169496,0.49541740249633337,0.5634350872066415
1129,AT2G03820,LOC11406641,342,0.990276121456747,0.97407884103086,0.9821774812438036
1130,AT1G31940,LOC11426475,344,0.769083366459754,0.8314346433595738,0.8002590049096638
1131,AT2G35585,LOC11426475,344,0.835880500259915,0.8010775539525278,0.8184790271062214
1132,AT3G49600,LOC25481892,345,0.962615050606978,0.9161543296716453,0.9393846901393117
1133,AT3G49600,LOC11435462,345,0.968608384551876,0.9639258882337095,0.9662671363927928
1134,AT1G16040,LOC25490139,346,0.7996819863621074,0.9025911181617728,0.8511365522619401
1135,AT1G52530,LOC11408723,347,0.5528850564168425,0.8318357328863479,0.6923603946515953
1136,AT1G65590,LOC25485726,348,0.6719016603981286,0.6517405489538747,0.6618211046760016
1137,AT1G65590,LOC25497697,348,0.7197260190196618,0.7251339459427101,0.722429982481186
1138,AT1G65590,LOC11444497,348,0.6319603706082011,0.7038522553802867,0.667906312994244
1139,AT1G05590,LOC25485726,348,0.9065651469284164,0.741542698075369,0.8240539225018927
1140,AT1G05590,LOC25497697,348,0.7245329174693453,0.6093866922086862,0.6669598048390157
1141,AT1G05590,LOC11444497,348,0.6620493532703422,0.8193839983238049,0.7407166757970736
1142,AT3G55260,LOC25485726,348,0.8154236614377885,0.8148702445448831,0.8151469529913358
1143,AT3G55260,LOC25497697,348,0.9170718282726356,0.9139154120147266,0.9154936201436811
1144,AT3G55260,LOC11444497,348,0.6923095740451946,0.6520039510311593,0.6721567625381769
1145,AT3G01580,LOC11420409,349,0.6424690905013811,0.9380825526055854,0.7902758215534833
1146,AT3G01580,LOC25500904,349,0.49272407900056736,0.8946092370319375,0.6936666580162525
1147,AT5G59900,LOC11441177,350,0.9309604623429043,0.893010865335688,0.9119856638392961
1148,AT5G25770,LOC112420324,351,0.6293917989175305,0.2176419527672184,0.42351687584237446
1149,AT4G35910,LOC25499016,352,0.9483900559581689,0.9657756891855488,0.9570828725718589
1150,AT3G04480,LOC11425637,353,0.778222181451243,0.8526265377592864,0.8154243596052647
1151,AT1G56350,LOC25499654,354,0.8653640338806837,0.8397198359723428,0.8525419349265133
1152,AT3G55770,LOC11410341,356,0.7824909029752621,0.8101110479212188,0.7963009754482404
1153,AT1G01780,LOC11410341,356,0.6566920466012293,0.733179682121584,0.6949358643614066
1154,AT2G39900,LOC11410341,356,0.8184570222915328,0.9025591906372534,0.8605081064643931
1155,AT4G30560,LOC11437572,357,0.858905910772712,0.8574396120805771,0.8581727614266446
1156,AT5G57940,LOC11437572,357,0.7489832737057762,0.7761680984165943,0.7625756860611852
1157,AT2G23980,LOC11437572,357,0.9287900872159197,0.9079050555239606,0.9183475713699402
1158,AT5G18700,LOC11440354,359,0.9920924685808642,0.9989463916908619,0.995519430135863
1159,AT2G27680,LOC25487536,360,0.9809252973733297,0.970612709150229,0.9757690032617794
1160,AT1G65910,LOC11417948,361,0.7399504632602513,0.7791313717860456,0.7595409175231485
1161,AT1G65910,LOC11433145,361,0.6818151239947405,0.7621000329252596,0.7219575784600001
1162,AT1G74150,LOC25493899,362,0.7656117175794269,0.662049148433057,0.7138304330062419
1163,AT1G18610,LOC25493899,362,0.8980215882334954,0.9000448980813552,0.8990332431574253
1164,AT5G47010,LOC11438910,363,0.9598018530410054,0.9752102726810141,0.9675060628610097
1165,AT4G21520,LOC11425373,364,0.9103751949362444,0.9805022598700949,0.9454387274031697
1166,AT1G75290,LOC25490199,365,0.5909685485871157,0.689957795803526,0.6404631721953209
1167,AT1G75290,LOC11416966,365,0.5847102032773072,0.6915741267323177,0.6381421650048125
1168,AT1G75290,LOC11418219,365,0.7037410771013193,0.7863270376245922,0.7450340573629557
1169,AT4G39230,LOC25490199,365,0.8371342078708375,0.8348109790774941,0.8359725934741657
1170,AT4G39230,LOC11416966,365,0.9019294865914442,0.8316262085066898,0.8667778475490671
1171,AT4G39230,LOC11418219,365,0.7994373604868055,0.731096411146697,0.7652668858167513
1172,AT1G75280,LOC25490199,365,0.43403969054826774,0.8485138735071388,0.6412767820277032
1173,AT1G75280,LOC11416966,365,0.4298260098461915,0.7199916190248137,0.5749088144355026
1174,AT1G75280,LOC11418219,365,0.43496926887441517,0.5798377682660361,0.5074035185702256
1175,AT3G56510,LOC11416006,366,0.9858545087606642,0.9817534197371967,0.9838039642489305
1176,AT4G22290,LOC25491226,367,0.5296822921444516,0.7320449246876258,0.6308636084160387
1177,AT4G22290,LOC25491179,367,0.8024156805186069,0.8518423179382801,0.8271289992284435
1178,AT4G22290,LOC11438348,367,0.8451701678745068,0.9171899787482415,0.8811800733113742
1179,AT1G78880,LOC25491226,367,0.9233892915023086,0.8511545458475926,0.8872719186749507
1180,AT1G78880,LOC25491179,367,0.9361404152524233,0.9181478044838217,0.9271441098681226
1181,AT1G78880,LOC11438348,367,0.8450784331712686,0.7634828938310037,0.8042806635011361
1182,AT1G16860,LOC25491226,367,0.9031281533804238,0.8241890907639657,0.8636586220721948
1183,AT1G16860,LOC25491179,367,0.9788582087270281,0.9279295998084349,0.9533939042677315
1184,AT1G16860,LOC11438348,367,0.848356419900315,0.755616749977551,0.8019865849389329
1185,AT2G18600,LOC11408646,368,0.8224872335871326,0.8997635367715286,0.8611253851793306
1186,AT4G36800,LOC11408646,368,0.9445494297159281,0.9477805381783352,0.9461649839471317
1187,AT3G23920,LOC25493571,370,0.9037274867749135,0.6372534347032237,0.7704904607390686
1188,AT3G23920,LOC25497342,370,0.8368590037611228,0.9327426741297256,0.8848008389454242
1189,AT4G17090,LOC25493571,370,0.9186741277558634,0.3349516597324074,0.6268128937441354
1190,AT4G17090,LOC25497342,370,0.9381280004892517,0.8936993025831362,0.915913651536194
1191,AT5G47840,LOC11429873,371,0.8669112925419686,0.9512227244155766,0.9090670084787726
1192,AT4G13430,LOC11434985,372,0.7583830229642541,0.7305336885270437,0.7444583557456489
1193,AT5G24810,LOC11431325,373,0.9648044521909305,0.9444281481038044,0.9546163001473674
1194,AT2G32120,LOC11440133,375,0.7921053793909495,0.8163608608458798,0.8042331201184146
1195,AT1G47750,LOC25482107,376,0.774222548390056,0.849010745607471,0.8116166469987636
1196,AT1G79460,LOC11446526,377,0.7381280004892518,0.4633661588194798,0.6007470796543658
1197,AT1G79460,LOC25486907,377,0.6973916766045928,0.8437367176509324,0.7705641971277626
1198,AT3G15140,LOC11426353,379,0.9452282665198911,0.9428178035858601,0.9440230350528755
1199,AT2G39435,LOC11445610,380,0.8598844142739198,0.8695680804573618,0.8647262473656407
1200,AT4G36250,LOC11413753,381,0.9159666435145748,0.7918524948367206,0.8539095691756478
1201,AT5G42650,LOC25482679,382,0.519560896553833,0.5822921967134604,0.5509265466336467
