,arabidopsis,rice_jp,Group Number,Species 1 Score,Species 2 Score,Total Score
3442,AT1G60160,Os09g0376900,1460,0.5982394208856517,0.7133414759350716,0.6557904484103616
3443,AT5G58110,Os06g0703800,1461,0.8573104249519639,0.9086060219850246,0.8829582234684943
3444,AT5G58110,Os02g0139100,1461,0.7743308458823004,0.862176198821093,0.8182535223516967
3445,AT5G38895,Os01g0926200,1462,0.5374234773671746,0.7443237215230205,0.6408735994450976
3446,AT5G38895,Os11g0629300,1462,0.8264779480763216,0.8121841644097499,0.8193310562430358
3447,AT3G02290,Os01g0926200,1462,0.5963403190491086,0.8063214911581966,0.7013309051036526
3448,AT3G02290,Os11g0629300,1462,0.857768443630189,0.8571738091444958,0.8574711263873425
3449,AT5G13820,Os03g0274300,1463,0.7631559348794257,0.7071722160267643,0.735164075453095
3450,AT5G13820,Os02g0817800,1463,0.5704604018648436,0.5444065636450534,0.5574334827549485
3451,AT3G12560,Os03g0274300,1463,0.7369706719096772,0.558993149593755,0.6479819107517162
3452,AT3G12560,Os02g0817800,1463,0.7181434976242609,0.6901131113589295,0.7041283044915951
3453,AT3G46590,Os03g0274300,1463,0.6823361186826936,0.5619945833997133,0.6221653510412035
3454,AT3G46590,Os02g0817800,1463,0.7142793307501293,0.7426158993149594,0.7284476150325443
3455,AT5G63930,Os07g0152200,1464,0.7718843558693418,0.7544941851202803,0.7631892704948111
3456,AT2G33170,Os07g0152200,1464,0.6078466419411055,0.5786777122829377,0.5932621771120217
3457,AT5G19860,Os03g0693400,1466,0.877926230444216,0.8955424565875417,0.8867343435158789
3458,AT5G48640,Os09g0504400,1468,0.7309084409491041,0.8507503584514895,0.7908293997002969
3459,AT5G48630,Os09g0504400,1468,0.7038920416461861,0.7331527799904413,0.7185224108183137
3460,AT2G34640,Os01g0769900,1470,0.9548594664640958,0.9901417874780946,0.9725006269710952
3461,AT4G39120,Os07g0191000,1471,0.9707570234850273,0.9315277999044129,0.9511424116947201
3462,AT2G01918,Os04g0523000,1472,0.9111092669786088,0.971433628945179,0.941271447961894
3463,AT5G46060,Os08g0377500,1477,0.6165713392019304,0.7062736976262546,0.6614225184140925
3464,AT5G19230,Os07g0645000,1479,0.20978993202953164,0.501424247251872,0.3556070896407018
3465,AT5G19250,Os07g0645000,1479,0.3166212371717533,0.4573203759757846,0.3869708065737689
3466,AT3G06035,Os07g0645000,1479,0.7678882625931198,0.7525314640751952,0.7602098633341575
3467,AT4G24330,Os05g0432400,1482,0.9634031904910854,0.9522574478253942,0.9578303191582398
3468,AT5G49945,Os05g0432400,1482,0.6072508452865036,0.906522223992353,0.7568865346394283
3469,AT2G45730,Os04g0112300,1483,0.957594173108718,0.909447188147204,0.933520680627961
3470,AT5G40890,Os02g0558100,1484,0.6242347736717458,0.7732292496415485,0.6987320116566471
3471,AT3G27170,Os02g0558100,1484,0.5323741007194245,0.6913111358929425,0.6118426183061835
3472,AT5G33280,Os02g0558100,1484,0.7215891882767078,0.6872136370877808,0.7044014126822443
3473,AT5G49890,Os02g0558100,1484,0.8331694892533178,0.7890393500079655,0.8111044196306416
3474,AT1G01550,Os10g0513300,1485,0.7908865454220475,0.8327863629122192,0.8118364541671333
3475,AT2G46080,Os10g0513300,1485,0.7824746414048885,0.869912378524773,0.8261935099648308
3476,AT1G72990,Os05g0539400,1486,0.9204611466106618,0.857524295045404,0.8889927208280328
3477,AT3G12570,Os01g0151100,1487,0.858766403026647,0.9261430619722798,0.8924547324994634
3478,AT3G12570,Os01g0840200,1487,0.8007060190357032,0.837138760554405,0.818922389795054
3479,AT2G37570,Os01g0151100,1487,0.8422628356941776,0.9026286442568106,0.8724457399754941
3480,AT2G37570,Os01g0840200,1487,0.8503656701967618,0.8952556953958897,0.8728106827963258
3481,AT3G53670,Os05g0113500,1488,0.6623620358371688,0.7762306834475068,0.7192963596423378
3482,AT2G37480,Os05g0113500,1488,0.8703298230980432,0.8490935160108332,0.8597116695544382
3483,AT5G43970,Os02g0496900,1489,0.9801152866526655,0.9780532101322288,0.9790842483924471
3484,AT5G43970,Os02g0131600,1489,0.9761702616611236,0.9692386667374718,0.9727044641992977
3485,AT1G04070,Os02g0496900,1489,0.9633674426918093,0.9691572407200892,0.9662623417059493
3486,AT1G04070,Os02g0131600,1489,0.966924348719782,0.96646310162321,0.966693725171496
3487,AT3G50260,Os04g0648900,1490,0.6045958264444345,0.815121873506452,0.7098588499754432
3488,AT3G50260,Os01g0885900,1490,0.8225680325304974,0.7584090064255748,0.7904885194780361
3489,AT2G23340,Os04g0648900,1490,0.5918405648152285,0.6247697944878127,0.6083051796515206
3490,AT2G23340,Os01g0885900,1490,0.5121408463291479,0.363464500026552,0.43780267317784993
3491,AT5G67190,Os04g0648900,1490,0.5523928683140444,0.6781328660187989,0.6152628671664216
3492,AT5G67190,Os01g0885900,1490,0.6788395370659994,0.24079443470872497,0.4598169858873622
3493,AT1G71520,Os04g0648900,1490,0.5282631038026722,0.769463119324518,0.6488631115635951
3494,AT1G71520,Os01g0885900,1490,0.8258635327762635,0.7876515674508346,0.8067575501135491
3495,AT4G37810,Os07g0132300,1492,0.8211269493721792,0.7986617811056237,0.8098943652389015
3496,AT3G21640,Os12g0145500,1493,0.7695160641672997,0.71660984546758,0.7430629548174399
3497,AT3G21640,Os11g0148300,1493,0.8849367710800304,0.783374223355106,0.8341554972175682
3498,AT5G47380,Os10g0559800,1494,0.37358684480986637,0.4343688598587435,0.40397785233430494
3499,AT3G22104,Os04g0674300,1496,0.3456173836441051,0.6991811374860601,0.5223992605650827
3500,AT1G50280,Os04g0674300,1496,0.330220295813039,0.723676915724072,0.5269486057685555
3501,AT3G19850,Os04g0674300,1496,0.380302962598865,0.6729520471562848,0.5266275048775748
3502,AT5G48880,Os02g0817700,1498,0.5150475892577863,0.4436068185438904,0.47932720390083833
3503,AT5G48880,Os10g0457600,1498,0.5301957192010367,0.6934714035367213,0.611833561368879
3504,AT2G33150,Os02g0817700,1498,0.9089076564835089,0.9572152302055122,0.9330614433445106
3505,AT2G33150,Os10g0457600,1498,0.7747938295326471,0.7244352397642186,0.7496145346484329
3506,AT1G04710,Os02g0817700,1498,0.6688512544002065,0.5013286601879879,0.5850899572940973
3507,AT1G04710,Os10g0457600,1498,0.4799340651702241,0.5294694917954438,0.5047017784828339
3508,AT1G30610,Os01g0674700,1499,0.8160775727244292,0.9747395252509161,0.8954085489876726
3509,AT5G67570,Os01g0674700,1499,0.8930693954153447,0.8689119005894536,0.8809906480023991
3510,AT1G77990,Os03g0195300,1501,0.815377511655272,0.6993914290266051,0.7573844703409385
3511,AT5G10180,Os03g0195300,1501,0.6811892101225852,0.7717380914449578,0.7264636507837714
3512,AT4G11220,Os05g0312500,1502,0.7176191965682113,0.7460039296904041,0.7318115631293076
3513,AT4G11220,Os01g0736900,1502,0.8201617587917245,0.8426509479050501,0.8314063533483873
3514,AT4G11220,Os01g0139000,1502,0.5385048482952769,0.4084626413891987,0.47348374484223776
3515,AT4G11220,Os07g0142000,1502,0.6542919701505876,0.6365270033455472,0.6454094867480674
3516,AT4G11220,Os03g0781700,1502,0.5433218642477322,0.7141054643938187,0.6287136643207755
3517,AT4G11220,Os05g0526400,1502,0.5378256401090308,0.5740258085072487,0.5559257243081397
3518,AT4G11220,Os05g0550250,1502,0.5621609544662407,0.5406021985024693,0.551381576484355
3519,AT4G23630,Os05g0312500,1502,0.6483161297049317,0.6297913015771865,0.6390537156410592
3520,AT4G23630,Os01g0736900,1502,0.7011235731911366,0.818288991556476,0.7597062823738063
3521,AT4G23630,Os01g0139000,1502,0.47849422325493646,0.35432850087621476,0.4164113620655756
3522,AT4G23630,Os07g0142000,1502,0.6751071192735253,0.598368647443046,0.6367378833582856
3523,AT4G23630,Os03g0781700,1502,0.44404724667470996,0.7620073283415644,0.6030272875081372
3524,AT4G23630,Os05g0526400,1502,0.5059604490320787,0.6580468376613031,0.5820036433466909
3525,AT4G23630,Os05g0550250,1502,0.5396229600170795,0.5232627051139078,0.5314428325654936
3526,AT1G68230,Os05g0312500,1502,0.4241774282437404,0.6647690864354876,0.544473257339614
3527,AT1G68230,Os01g0736900,1502,0.4244604316546763,0.8190281981838458,0.621744314919261
3528,AT1G68230,Os01g0139000,1502,0.6994205877533998,0.7120344113429983,0.705727499548199
3529,AT1G68230,Os07g0142000,1502,0.47243695726648494,0.6349530030269237,0.5536949801467044
3530,AT1G68230,Os03g0781700,1502,0.6009354007477248,0.7765875418193404,0.6887614712835326
3531,AT1G68230,Os05g0526400,1502,0.5609574452239451,0.6311613828261908,0.5960594140250679
3532,AT1G68230,Os05g0550250,1502,0.796029015297079,0.6144782539429664,0.7052536346200227
3533,AT3G18260,Os05g0312500,1502,0.46823659085154234,0.7401624980086028,0.6041995444300725
3534,AT3G18260,Os01g0736900,1502,0.4422747516272696,0.8078381392384897,0.6250564454328796
3535,AT3G18260,Os01g0139000,1502,0.8295723669511595,0.6397068663374224,0.734639616644291
3536,AT3G18260,Os07g0142000,1502,0.5301249683483027,0.6053465031065796,0.5677357357274411
3537,AT3G18260,Os03g0781700,1502,0.5983436853002071,0.7697562529870957,0.6840499691436515
3538,AT3G18260,Os05g0526400,1502,0.5063824716624217,0.626203600446073,0.5662930360542473
3539,AT3G18260,Os05g0550250,1502,0.6508929502360844,0.655523339174765,0.6532081447054248
3540,AT5G41600,Os05g0312500,1502,0.5979489700165334,0.5825571309719788,0.590253050494256
3541,AT5G41600,Os01g0736900,1502,0.899347602663211,0.8594169189103075,0.8793822607867592
3542,AT5G41600,Os01g0139000,1502,0.4265271013003262,0.4121076947586427,0.4193173980294844
3543,AT5G41600,Os07g0142000,1502,0.5938156307252335,0.6088768519993627,0.6013462413622981
3544,AT5G41600,Os03g0781700,1502,0.8018566513249028,0.8893547873187829,0.8456057193218429
3545,AT5G41600,Os05g0526400,1502,0.8949238125027928,0.7540672295682651,0.8244955210355289
3546,AT5G41600,Os05g0550250,1502,0.8016555699539747,0.56959056874303,0.6856230693485024
3547,AT2G46170,Os05g0312500,1502,0.6902453192725323,0.6562795390579363,0.6732624291652343
3548,AT2G46170,Os01g0736900,1502,0.7862102864292416,0.8078126493547874,0.7970114678920145
3549,AT2G46170,Os01g0139000,1502,0.5627954779033916,0.3963740640433328,0.47958477097336216
3550,AT2G46170,Os07g0142000,1502,0.6546583850931678,0.5505496256173331,0.6026040053552504
3551,AT2G46170,Os03g0781700,1502,0.7175834487689351,0.7998470606977856,0.7587152547333603
3552,AT2G46170,Os05g0526400,1502,0.7237767549935207,0.7043300939939462,0.7140534244937334
3553,AT2G46170,Os05g0550250,1502,0.6125921622950088,0.5925951887844512,0.60259367553973
3554,AT3G61560,Os05g0312500,1502,0.5575316144599848,0.5459791478590268,0.5517553811595057
3555,AT3G61560,Os01g0736900,1502,0.7791903123463961,0.8497562529870957,0.8144732826667459
3556,AT3G61560,Os01g0139000,1502,0.5259953527860941,0.44310339334076787,0.484549373063431
3557,AT3G61560,Os07g0142000,1502,0.6345346083381742,0.5380532101322287,0.5862939092352015
3558,AT3G61560,Os03g0781700,1502,0.6660596988247911,0.8445818065955074,0.7553207527101493
3559,AT3G61560,Os05g0526400,1502,0.7531167612493855,0.7281949976103235,0.7406558794298546
3560,AT3G61560,Os05g0550250,1502,0.6996514589570579,0.5581838457862035,0.6289176523716307
3561,AT3G10260,Os05g0312500,1502,0.5929040618436927,0.7117412776804206,0.6523226697620567
3562,AT3G10260,Os01g0736900,1502,0.7997765762545244,0.7861462482077426,0.7929614122311335
3563,AT3G10260,Os01g0139000,1502,0.573957728227356,0.50500557591206,0.539481652069708
3564,AT3G10260,Os07g0142000,1502,0.8599222485365745,0.7724454357176995,0.816183842127137
3565,AT3G10260,Os03g0781700,1502,0.643085035077528,0.7264298231639318,0.6847574291207299
3566,AT3G10260,Os05g0526400,1502,0.59935653961303,0.562574478253943,0.5809655089334865
3567,AT3G10260,Os05g0550250,1502,0.6516376960543366,0.49963995539270356,0.5756388257235201
3568,AT1G08220,Os05g0176500,1504,0.9830772471641143,0.9798821092878763,0.9814796782259954
3569,AT1G55280,Os11g0491400,1505,0.8743401020088986,0.9506197227975147,0.9124799124032066
3570,AT1G55490,Os02g0102900,1506,0.280119755127575,0.7085677871594711,0.494343771143523
3571,AT1G55490,Os06g0114000,1506,0.9810447294338442,0.9849354787318783,0.9829901040828612
3572,AT5G56500,Os02g0102900,1506,0.8841026557635878,0.8687525888163135,0.8764276222899506
3573,AT5G56500,Os06g0114000,1506,0.7048572322266411,0.36168870479528437,0.5332729685109627
3574,AT3G13470,Os02g0102900,1506,0.6117699629116582,0.7349179544368329,0.6733439586742456
3575,AT3G13470,Os06g0114000,1506,0.7855757629920909,0.9497148319260793,0.8676452974590851
3576,AT5G42470,Os06g0715600,1507,0.8287412306179901,0.8996781902182571,0.8642097104181237
3577,AT1G78620,Os01g0729100,1510,0.6648594168143745,0.7357846104827146,0.7003220136485446
3578,AT4G14490,Os03g0728500,1511,0.975289333750391,0.8362083797992672,0.9057488567748291
3579,AT5G49800,Os11g0245500,1512,0.8062916126725949,0.7582461543908094,0.7822688835317022
3580,AT5G42450,Os01g0839400,1513,0.7837704991286474,0.9796208379799267,0.881695668554287
3581,AT2G41800,Os03g0807700,1514,0.5683788373028286,0.5084339652700335,0.538406401286431
3582,AT3G08030,Os03g0807700,1514,0.7699293980964297,0.779888481758802,0.7749089399276159
3583,AT4G39980,Os07g0622200,1515,0.8122793690513428,0.7540035048590091,0.7831414369551759
3584,AT4G39980,Os10g0564400,1515,0.37672222470470823,0.5017237533853752,0.43922298904504176
3585,AT4G39980,Os03g0389700,1515,0.6851562228478087,0.7499824757049546,0.7175693492763817
3586,AT4G39980,Os08g0484500,1515,0.5306165005883492,0.4150071690297913,0.47281183480907024
3587,AT4G33510,Os07g0622200,1515,0.19300832625824804,0.5766385215867452,0.38482342392249663
3588,AT4G33510,Os10g0564400,1515,0.580633629742169,0.5280420583081089,0.554337844025139
3589,AT4G33510,Os03g0389700,1515,0.20486467968482358,0.4500685040624502,0.3274665918736369
3590,AT4G33510,Os08g0484500,1515,0.9208186246034229,0.764874940258085,0.842846782430754
3591,AT1G22410,Os07g0622200,1515,0.869992204993769,0.750791779512506,0.8103919922531375
3592,AT1G22410,Os10g0564400,1515,0.36970175412465056,0.5695013541500716,0.4696015541373611
3593,AT1G22410,Os03g0389700,1515,0.8837352478265834,0.8310530508204556,0.8573941493235195
3594,AT1G22410,Os08g0484500,1515,0.4787821916379939,0.3924040146566831,0.4355931031473385
3595,AT4G14850,Os11g0583200,1517,0.9006509078451524,0.9362625458021347,0.9184567268236437
3596,AT1G80380,Os01g0682500,1519,0.9671467794708333,0.9573490520949499,0.9622479157828916
3597,AT2G31340,Os09g0296400,1520,0.9286384556950713,0.8719324518081886,0.9002854537516299
3598,AT3G13600,Os10g0411500,1521,0.6689642075159749,0.7184833519197068,0.6937237797178408
3599,AT3G13600,Os03g0374500,1521,0.7883953706599938,0.7175827093622218,0.7529890400111078
3600,AT3G13600,Os07g0633400,1521,0.7637293891594799,0.7335563698157295,0.7486428794876047
3601,AT3G13600,Os03g0167200,1521,0.4216564636489566,0.6367372948860921,0.5291968792675243
3602,AT5G20140,Os06g0597900,1522,0.9150207784083292,0.810246933248367,0.8626338558283482
3603,AT3G08610,Os05g0481600,1525,0.995963477665073,0.9953990759917157,0.9956812768283944
3604,AT1G79620,Os05g0486100,1526,0.47059991758146275,0.45807870001593115,0.46433930879869695
3605,AT1G79620,Os03g0329700,1526,0.3518477143750838,0.837521108809941,0.5946844115925124
3606,AT1G79620,Os11g0245200,1526,0.326556146387238,0.7477202485263661,0.537138197456802
3607,AT1G79620,Os12g0210400,1526,0.35948384149823,0.6581346361496114,0.5088092388239207
3608,AT5G49770,Os05g0486100,1526,0.6101255641449573,0.46830014338059583,0.5392128537627766
3609,AT5G49770,Os03g0329700,1526,0.5444538778914757,0.8019818384578621,0.6732178581746688
3610,AT5G49770,Os11g0245200,1526,0.46953244857530124,0.6570463597259838,0.5632894041506425
3611,AT5G49770,Os12g0210400,1526,0.6222202362333735,0.5779123077195405,0.600066271976457
3612,AT5G49760,Os05g0486100,1526,0.6542740962509496,0.750855504221762,0.7025648002363558
3613,AT5G49760,Os03g0329700,1526,0.730208379879947,0.778607615102756,0.7544079974913516
3614,AT5G49760,Os11g0245200,1526,0.6866705393449216,0.7598470606977855,0.7232588000213536
3615,AT5G49760,Os12g0210400,1526,0.665475073357463,0.786851468323509,0.726163270840486
3616,AT5G05190,Os05g0479900,1527,0.7799148436352958,0.7300685040624503,0.7549916738488731
3617,AT5G05190,Os07g0680600,1527,0.9420183462812713,0.8695156922096543,0.9057670192454628
3618,AT1G65540,Os04g0496800,1530,0.9333750390991554,0.8574605703361479,0.8954178047176516
3619,AT1G65540,Os02g0608400,1530,0.8581594351847714,0.8063342361000477,0.8322468356424095
3620,AT3G59820,Os04g0496800,1530,0.9633904234199154,0.8654006691094471,0.9143955462646813
3621,AT3G59820,Os02g0608400,1530,0.9750467593981602,0.8350931973872869,0.9050699783927236
3622,AT2G46620,Os03g0114400,1531,0.8107042316457393,0.8837151505496257,0.8472096910976825
3623,AT2G42920,Os03g0635000,1532,0.6568658116984674,0.591703042854867,0.6242844272766672
3624,AT4G16070,Os01g0309900,1533,0.82635506501631,0.8049641548510434,0.8156596099336767
3625,AT4G16070,Os02g0780700,1533,0.6974172215023012,0.7598534331687111,0.7286353273355062
3626,AT3G14075,Os01g0309900,1533,0.8561374502882166,0.7875673092241516,0.8218523797561841
3627,AT3G14075,Os02g0780700,1533,0.8831828946780463,0.8120510505726374,0.8476169726253419
3628,AT3G07800,Os03g0113100,1534,0.8502514758379631,0.8404460729647921,0.8453487744013777
3629,AT3G62700,Os01g0356400,1536,0.6420126010992449,0.6323785247729807,0.6371955629361128
3630,AT3G62700,Os04g0209300,1536,0.6442289646543635,0.7391492751314322,0.6916891198928978
3631,AT2G47800,Os01g0356400,1536,0.8320300281513919,0.7076055440497053,0.7698177861005486
3632,AT2G47800,Os04g0209300,1536,0.926565083337057,0.854452764059264,0.8905089236981605
3633,AT2G01430,Os01g0643600,1537,0.6275526162920595,0.48989644734745896,0.5587245318197592
3634,AT1G70920,Os01g0643600,1537,0.45214015123305085,0.4205448462641389,0.4363424987485949
3635,AT3G51680,Os03g0299200,1538,0.6200008936949819,0.663995539270352,0.641998216482667
3636,AT3G29400,Os01g0763750,1539,0.7039380031023983,0.8127067070256492,0.7583223550640237
3637,AT5G61010,Os01g0763750,1539,0.6683795820486468,0.7682396049068027,0.7183095934777247
3638,AT3G15200,Os01g0151900,1540,0.5299313344355572,0.8393181456109606,0.6846247400232589
3639,AT1G21750,Os02g0554900,1541,0.9004175541554335,0.6942240631582675,0.7973208086568504
3640,AT1G21750,Os11g0199200,1541,0.9519837546112179,0.9708013382188944,0.9613925464150561
3641,AT1G77510,Os02g0554900,1541,0.7964226666581553,0.6811675782840352,0.7387951224710952
3642,AT1G77510,Os11g0199200,1541,0.9130115605829444,0.9635558387764857,0.938283699679715
3643,AT5G51600,Os01g0685900,1542,0.9937441351266812,0.9674111836864745,0.9805776594065778
3644,AT3G60840,Os01g0685900,1542,0.9927908604793184,0.9610769475864267,0.9769339040328726
3645,AT2G28060,Os09g0364900,1543,0.9754055140980383,0.9210514577027242,0.9482284859003813
3646,AT2G41620,Os03g0349000,1544,0.9434961347692032,0.8862450215070894,0.9148705781381463
3647,AT3G57350,Os03g0349000,1544,0.986626492949385,0.9758674526047475,0.9812469727770663
3648,AT3G52640,Os02g0736500,1546,0.9529341921316541,0.8653624342838936,0.9091483132077738
3649,AT3G15920,Os06g0643000,1547,0.5916975736181241,0.4266581700387658,0.509177871828445
3650,AT2G25350,Os06g0643000,1547,0.5454858828110537,0.4390349246809339,0.4922604037459938
3651,AT4G32160,Os06g0643000,1547,0.6614459984807185,0.4127874249907068,0.5371167117357126
3652,AT1G52630,Os08g0537900,1551,0.6682753176340915,0.641949976103234,0.6551126468686628
3653,AT4G32272,Os02g0614100,1552,0.7768762806968268,0.7600318623546279,0.7684540715257273
3654,AT3G27970,Os02g0709000,1553,0.7495531525090486,0.825376595330395,0.7874648739197219
3655,AT2G48100,Os02g0709000,1553,0.29054023861656014,0.23839413732674844,0.2644671879716543
3656,AT5G48385,Os07g0592300,1554,0.6819786406899325,0.847162657320376,0.7645706490051543
3657,AT5G48385,Os09g0248200,1554,0.728212461087031,0.8412681217141947,0.7847402914006129
3658,AT5G48385,Os09g0248300,1554,0.7109343581035793,0.8642663692846901,0.7876003636941347
3659,AT1G73230,Os03g0109600,1555,0.973287456990929,0.9533089055281185,0.9632981812595238
3660,AT1G73230,Os10g0483000,1555,0.9725635640555879,0.9058977218416441,0.9392306429486159
3661,AT1G73230,Os03g0851000,1555,0.9594351847714375,0.979824757049546,0.9696299709104917
3662,AT1G17880,Os03g0109600,1555,0.9591134545779525,0.9598789230524135,0.959496188815183
3663,AT1G17880,Os10g0483000,1555,0.9558266430333994,0.9201338218894377,0.9379802324614186
3664,AT1G17880,Os03g0851000,1555,0.9428184160745937,0.977938505655568,0.9603784608650808
3665,AT4G13350,Os02g0208900,1556,0.8867241610438358,0.9166034729966545,0.9016638170202451
3666,AT3G55510,Os12g0163200,1557,0.9756269518546653,0.9858531145451649,0.9807400331999151
3667,AT1G49350,Os05g0185700,1560,0.9312837928415032,0.8851234666241835,0.9082036297328433
3668,AT3G20260,Os08g0519600,1561,0.6986460521024175,0.8969571451330254,0.7978015986177214
3669,AT3G61140,Os03g0116500,1562,0.972952959726274,0.9582348255536084,0.9655938926399412
3670,AT5G20650,Os09g0440700,1563,0.8323279264786929,0.8788529552333917,0.8555904408560423
3671,AT3G03210,Os10g0539400,1564,0.8412127440904419,0.8721108809941055,0.8566618125422737
3672,AT2G15730,Os07g0644200,1565,0.8498480718530765,0.7207328341564442,0.7852904530047604
3673,AT2G15730,Os03g0394900,1565,0.7950198847133473,0.7279556759244509,0.7614877803188991
3674,AT4G34420,Os07g0644200,1565,0.6840213720771386,0.6973394933885614,0.69068043273285
3675,AT4G34420,Os03g0394900,1565,0.6390429803450939,0.7582390738675587,0.6986410271063264
3676,AT3G50620,Os07g0644200,1565,0.668458312320862,0.6892783176676757,0.6788683149942688
3677,AT3G50620,Os03g0394900,1565,0.7142665636789592,0.8278831005611315,0.7710748321200454
3678,AT2G26900,Os01g0645200,1566,0.8131134843677853,0.7974255217460571,0.8052695030569212
3679,AT1G31817,Os03g0385900,1567,0.9643303990348094,0.9386585948701609,0.9514944969524852
3680,AT3G53760,Os05g0154500,1570,0.9214122934128296,0.9358610801338219,0.9286366867733258
3681,AT3G56200,Os01g0825800,1571,0.8365431878100005,0.7616186076151028,0.7990808977125516
3682,AT2G40420,Os01g0825800,1571,0.9233060756363853,0.9014752270192767,0.912390651327831
3683,AT3G14280,Os06g0193300,1572,0.7908051553433385,0.6603855344909989,0.7255953449171687
3684,AT3G18710,Os02g0540700,1573,0.35682261644100866,0.3644911758978988,0.36065689616945373
3685,AT3G18710,Os04g0418500,1573,0.26769143691258174,0.46696192448621954,0.36732668069940067
3686,AT5G64660,Os02g0540700,1573,0.9509680631714682,0.8234082098667092,0.8871881365190887
3687,AT5G64660,Os04g0418500,1573,0.9226890005298334,0.8542297275768679,0.8884593640533507
3688,AT5G09800,Os02g0540700,1573,0.7992824906002439,0.8007151328483175,0.7999988117242807
3689,AT5G09800,Os04g0418500,1573,0.8779148819365092,0.807449418512028,0.8426821502242686
3690,AT3G49070,Os03g0148000,1574,0.8685225732457513,0.6166321491158196,0.7425773611807855
3691,AT1G11905,Os02g0321800,1577,0.6164211487952495,0.7644352397642186,0.690428194279734
3692,AT1G11905,Os05g0272900,1577,0.7058601565952207,0.7803727895491477,0.7431164730721842
3693,AT5G42570,Os02g0321800,1577,0.537666761001137,0.7839541182093357,0.6608104396052363
3694,AT5G42570,Os05g0272900,1577,0.6691292928390208,0.7049482236737294,0.6870387582563751
3695,AT2G34490,Os01g0211000,1579,0.6255306313955047,0.675539270352079,0.6505349508737919
3696,AT2G34490,Os01g0210900,1579,0.5701327137048126,0.5500844352397642,0.5601085744722885
3697,AT2G34490,Os01g0211200,1579,0.6728182671254301,0.44025489883702407,0.5565365829812271
3698,AT2G34500,Os01g0211000,1579,0.5403726708074534,0.6501704635972598,0.5952715672023566
3699,AT2G34500,Os01g0210900,1579,0.7254569015594977,0.757329934682173,0.7413934181208354
3700,AT2G34500,Os01g0211200,1579,0.48365282928936354,0.5557750517763262,0.5197139405328449
3701,AT5G01710,Os07g0692401,1580,0.5530184548013762,0.8820391906961924,0.7175288227487844
3702,AT4G24880,Os01g0101300,1581,0.8176750525045802,0.8619595348096224,0.8398172936571013
3703,AT3G63460,Os07g0657200,1582,0.9971178336833638,0.9910976581169348,0.9941077459001493
3704,AT4G04880,Os07g0661000,1583,0.6565530184548014,0.6486092082204874,0.6525811133376445
3705,AT1G17420,Os03g0179900,1584,0.6449796684391618,0.6847666082523499,0.6648731383457558
3706,AT1G67560,Os03g0179900,1584,0.8649850306090532,0.8481886251393979,0.8565868278742255
3707,AT1G72520,Os03g0179900,1584,0.589630159226656,0.7177314003504859,0.6536807797885709
3708,AT4G17540,Os10g0563400,1585,0.724861104904896,0.8103552652541023,0.7676081850794991
3709,AT5G60750,Os06g0505400,1586,0.9313578418542894,0.8608570973394933,0.8961074695968914
3710,AT5G52880,Os05g0526300,1588,0.7789941959475897,0.8086920503425203,0.793843123145055
3711,AT1G04970,Os09g0482720,1589,0.8495975180813646,0.922701927672455,0.8861497228769097
3712,AT5G16160,Os01g0689600,1590,0.7152855355467179,0.8718177473315278,0.7935516414391228
3713,AT1G22730,Os03g0222100,1591,0.624371062156486,0.41176995379958575,0.5180705079780359
3714,AT5G18130,Os03g0806600,1595,0.8438804236114215,0.8317157877967182,0.8377981057040698
3715,AT5G18130,Os07g0204100,1595,0.8465436346574914,0.8063469810418991,0.8264453078496952
3716,AT3G03870,Os03g0806600,1595,0.7798765424217856,0.7688067548191811,0.7743416486204834
3717,AT3G03870,Os07g0204100,1595,0.7659349007041039,0.7872295682650948,0.7765822344845994
3718,AT1G75690,Os03g0244000,1597,0.9917891773537691,0.9881854389039351,0.9899873081288522
3719,AT5G08630,Os02g0556900,1600,0.8541638738698482,0.5339875736816951,0.6940757237757716
3720,AT3G60660,Os07g0484500,1601,0.979310961168953,0.8248526366098454,0.9020817988893992
3721,AT1G44760,Os05g0428400,1602,0.7685010820092817,0.7161510275609368,0.7423260547851093
3722,AT4G14270,Os05g0344200,1603,0.7640836753844484,0.6710594232913812,0.7175715493379149
3723,AT4G14270,Os07g0661400,1603,0.43543372932532415,0.7482555360841167,0.5918446327047204
3724,AT4G14270,Os03g0353400,1603,0.5363318927821363,0.668217301258563,0.6022745970203497
3725,AT2G41430,Os05g0344200,1603,0.6683944769650119,0.6256491954755456,0.6470218362202788
3726,AT2G41430,Os07g0661400,1603,0.800404396979311,0.8125728851362115,0.8064886410577612
3727,AT2G41430,Os03g0353400,1603,0.8206577595066804,0.7504349211406723,0.7855463403236764
3728,AT4G06744,Os04g0505200,1605,0.3103036647877794,0.6086559396739419,0.45947980223086066
3729,AT4G06744,Os02g0616100,1605,0.4135509693398786,0.6407965588657002,0.5271737641027894
3730,AT3G19320,Os04g0505200,1605,0.7383819652352652,0.8382773086931123,0.7883296369641888
3731,AT3G19320,Os02g0616100,1605,0.6213302649805621,0.786426636928469,0.7038784509545155
3732,AT1G49750,Os04g0505200,1605,0.3816133428660798,0.6771387605544049,0.5293760517102424
3733,AT1G49750,Os02g0616100,1605,0.6197607131685956,0.7383272263820296,0.6790439697753126
3734,AT5G19820,Os07g0575100,1606,0.9944910087901285,0.9894726780309064,0.9919818434105174
