,arabidopsis,brome,Group Number,Species 1 Score,Species 2 Score,Total Score
2693,AT4G17616,LOC100822802,1061,0.8186009868557449,0.8470626023833231,0.832831794619534
2694,AT3G28690,LOC100832380,1063,0.8534809470497989,0.7894902515016221,0.8214855992757105
2695,AT3G28690,LOC100829095,1063,0.6488866774474438,0.75475540423345,0.7018210408404468
2696,AT3G01300,LOC100832380,1063,0.8802421528382468,0.8770436514309575,0.8786429021346022
2697,AT3G01300,LOC100829095,1063,0.8545590247543228,0.8786046959817556,0.8665818603680392
2698,AT5G15080,LOC100832380,1063,0.7915744080938758,0.7776956926733691,0.7846350503836225
2699,AT5G15080,LOC100829095,1063,0.849533524070158,0.8048244627886808,0.8271789934294194
2700,AT4G15900,LOC100823370,1064,0.9710245884645686,0.9523720810715318,0.9616983347680502
2701,AT3G16650,LOC100823370,1064,0.890510612615352,0.8491375710660714,0.8698240918407116
2702,AT1G07700,LOC100829825,1065,0.7872869759920388,0.8430732663090612,0.81518012115055
2703,AT3G59570,LOC100831005,1066,0.8251275034208234,0.9255709375903381,0.8753492205055808
2704,AT2G43490,LOC100831005,1066,0.9082307086287681,0.918992708701378,0.913611708665073
2705,AT1G19290,LOC104583176,1067,0.9583779076999627,0.8675617511964796,0.9129698294482211
2706,AT4G24940,LOC100842795,1068,0.9622424016254095,0.8945427681238557,0.9283925848746326
2707,AT3G08505,LOC100840100,1069,0.5477464029522743,0.7976744933029262,0.6727104481276003
2708,AT3G08505,LOC100840927,1069,0.5911763486337438,0.7063694472103557,0.6487728979220497
2709,AT3G62900,LOC100822425,1070,0.9728904921839366,0.9761731924324671,0.9745318423082019
2710,AT3G62900,LOC100830897,1070,0.9878260148443008,0.9783702180965534,0.9830981164704271
2711,AT3G62900,LOC100846656,1070,0.9921300327569764,0.9799441107506504,0.9860370717538134
2712,AT4G15730,LOC100822425,1070,0.8117842186009868,0.8937654578742813,0.8527748382376341
2713,AT4G15730,LOC100830897,1070,0.8472944396069163,0.9434940416920952,0.8953942406495057
2714,AT4G15730,LOC100846656,1070,0.8043288966289339,0.8980631484277134,0.8511960225283237
2715,AT1G02990,LOC100822425,1070,0.9835054111207862,0.9724408184241802,0.9779731147724832
2716,AT1G02990,LOC100830897,1070,0.9857527884894474,0.9776186040535766,0.9816856962715119
2717,AT1G02990,LOC100846656,1070,0.9837044408508521,0.9813188578036168,0.9825116493272344
2718,AT1G02960,LOC100841445,1071,0.8521623750881121,0.7788327498153086,0.8154975624517103
2719,AT1G76980,LOC100845221,1072,0.7755691006344073,0.6751549802460411,0.7253620404402242
2720,AT1G21390,LOC100845221,1072,0.7760832607704109,0.6650627951048727,0.7205730279376418
2721,AT5G42070,LOC100836439,1073,0.9827839283492972,0.9782974121778606,0.9805406702635788
2722,AT5G18280,LOC100825383,1074,0.9433428701745656,0.9384897054572319,0.9409162878158988
2723,AT5G18280,LOC100834835,1074,0.950624041132811,0.917161853981306,0.9338929475570585
2724,AT3G04080,LOC100825383,1074,0.906986772815856,0.9577040439405133,0.9323454083781847
2725,AT3G04080,LOC100834835,1074,0.8993904714516731,0.9489287893874667,0.9241596304195698
2726,AT1G55690,LOC100835954,1075,0.7103122278890409,0.878199980727845,0.794256104308443
2727,AT1G55690,LOC100835746,1075,0.7746983455653689,0.7740853756464201,0.7743918606058945
2728,AT2G19120,LOC100842761,1076,0.9254136086577933,0.9423891048084027,0.933901356733098
2729,AT2G19120,LOC100822262,1076,0.9087116971430942,0.9658690135868693,0.9372903553649817
2730,AT4G30100,LOC100842761,1076,0.9862254840983539,0.9901455047698584,0.9881854944341062
2731,AT4G30100,LOC100822262,1076,0.970369448936435,0.9665049947001574,0.9684372218182962
2732,AT5G02820,LOC100839132,1077,0.7072770245055355,0.387794301866187,0.5475356631858612
2733,AT1G29690,LOC100834800,1078,0.7744163867811087,0.9010953008062185,0.8377558437936636
2734,AT1G78420,LOC100842868,1079,0.7747232242816271,0.8589470979346674,0.8168351611081472
2735,AT1G78420,LOC100834478,1079,0.8856242484554463,0.8103362991038449,0.8479802737796456
2736,AT1G17145,LOC100842868,1079,0.8085831571090931,0.799948607586805,0.804265882347949
2737,AT1G17145,LOC100834478,1079,0.7363436580005805,0.7474384094048117,0.741891033702696
2738,AT3G03810,LOC100842444,1080,0.9484181282912468,0.9324061285452735,0.9404121284182602
2739,AT3G30300,LOC100842444,1080,0.7757432516482149,0.8174220280731057,0.7965826398606604
2740,AT3G57190,LOC100846098,1081,0.8631919392959323,0.9701988243985482,0.9166953818472403
2741,AT5G62090,LOC100842018,1082,0.9233569681137787,0.8787588732213407,0.9010579206675597
2742,AT2G36830,LOC100843246,1083,0.7582535141186715,0.6119423120161885,0.68509791306743
2743,AT2G36830,LOC100828833,1083,0.7672844881204129,0.6478848809944432,0.7075846845574281
2744,AT3G26520,LOC100843246,1083,0.7232906248704233,0.6968297305110334,0.7100601776907283
2745,AT3G26520,LOC100828833,1083,0.4282124642368454,0.5620980952686859,0.49515527975276563
2746,AT1G02020,LOC100839410,1086,0.5349670357009578,0.8237818392059872,0.6793744374534725
2747,AT3G09970,LOC100832205,1087,0.872446821743998,0.688555551986638,0.780501186865318
2748,AT3G09960,LOC100832205,1087,0.37537836380976075,0.3623486332830116,0.36886349854638617
2749,AT4G24890,LOC100835282,1088,0.4397912030702179,0.7258471718112613,0.5828191874407396
2750,AT4G24890,LOC100845968,1088,0.5864374139035167,0.7028554909581473,0.644646452430832
2751,AT4G24890,LOC100845727,1088,0.5441067389070873,0.5754986670092828,0.559802702958185
2752,AT4G24890,LOC100842879,1088,0.41368697967777457,0.4072399062088459,0.4104634429433103
2753,AT4G24890,LOC100827115,1088,0.43238287422887495,0.6341631066713777,0.5332729904501263
2754,AT5G50400,LOC100835282,1088,0.6691296595762325,0.844987633700575,0.7570586466384037
2755,AT5G50400,LOC100845968,1088,0.5876435709250736,0.794385378858446,0.6910144748917597
2756,AT5G50400,LOC100845727,1088,0.7581125347265415,0.7157485626184436,0.7369305486724925
2757,AT5G50400,LOC100842879,1088,0.6095202554214869,0.7021103009668197,0.6558152781941533
2758,AT5G50400,LOC100827115,1088,0.74653563876104,0.8261009218514117,0.7863182803062259
2759,AT1G13750,LOC100835282,1088,0.8123361575283455,0.856268268396878,0.8343022129626118
2760,AT1G13750,LOC100845968,1088,0.6194247487940733,0.8296469983618668,0.7245358735779701
2761,AT1G13750,LOC100845727,1088,0.6908082357765154,0.7017762502810523,0.6962922430287839
2762,AT1G13750,LOC100842879,1088,0.6436031752613417,0.5729611666077795,0.6082821709345606
2763,AT1G13750,LOC100827115,1088,0.7566170474492404,0.7596698037452221,0.7581434255972312
2764,AT5G44200,LOC100823085,1089,0.9615126259485011,0.9196993543828093,0.9406059901656552
2765,AT3G55160,LOC100824816,1090,0.9851225276775719,0.9851861368965407,0.9851543322870563
2766,AT3G51895,LOC100840323,1091,0.46593689098975827,0.571567147399865,0.5187520191948116
2767,AT3G51895,LOC100839248,1091,0.7854210722726708,0.7274210644653583,0.7564210683690145
2768,AT4G03260,LOC100843628,1093,0.7793092009785628,0.7783059775800597,0.7788075892793113
2769,AT4G03260,LOC100822782,1093,0.8112451797487249,0.8148138631034593,0.8130295214260921
2770,AT4G03260,LOC100820916,1093,0.7275448853505826,0.828843991905695,0.7781944386281388
2771,AT1G78230,LOC100843628,1093,0.830070075050794,0.912761378601484,0.871415726826139
2772,AT1G78230,LOC100822782,1093,0.5817141435501928,0.7178106831978929,0.6497624133740428
2773,AT1G78230,LOC100820916,1093,0.8580337521250571,0.8593775093951755,0.8587056307601163
2774,AT2G30270,LOC100845316,1094,0.7932827466102749,0.838878360582019,0.816080553596147
2775,AT1G30450,LOC100838289,1095,0.9904631587676742,0.9882311373783444,0.9893471480730094
2776,AT1G30450,LOC100840956,1095,0.9647966164945889,0.9507981884174349,0.9577974024560119
2777,AT1G30450,LOC100827761,1095,0.9107268731600117,0.827167314425208,0.8689470937926098
2778,AT2G20940,LOC100837433,1096,0.9265663225110917,0.9331641666398998,0.9298652445754958
2779,AT3G49140,LOC100835872,1097,0.9561637019529792,0.9763787620852471,0.9662712320191131
2780,AT5G24060,LOC100835872,1097,0.90424182112203,0.9192882150772492,0.9117650180996396
2781,AT2G15900,LOC100835885,1098,0.963353650951611,0.9530530305463656,0.9582033407489883
2782,AT3G16620,LOC100824061,1099,0.9038769332835759,0.9623807535412584,0.9331288434124172
2783,AT2G16640,LOC100824061,1099,0.855885889621429,0.9531236951145087,0.9045047923679688
2784,AT2G25920,LOC100845281,1100,0.8170253348260563,0.9057270420454181,0.8613761884357372
2785,AT5G01290,LOC100825234,1101,0.9381929759091098,0.9550316384543732,0.9466123071817415
2786,AT5G01290,LOC100840366,1101,0.9303561802877639,0.9496868274820929,0.9400215038849284
2787,AT3G09100,LOC100825234,1101,0.9041505991624166,0.944431953232904,0.9242912761976603
2788,AT3G09100,LOC100840366,1101,0.9164406849939876,0.9505476504031093,0.9334941676985484
2789,AT5G04840,LOC100824515,1102,0.6997885309118049,0.7887322134069957,0.7442603721594003
2790,AT1G34340,LOC100829888,1103,0.8417796575030062,0.9115343847364532,0.8766570211197298
2791,AT1G34340,LOC100839303,1103,0.7227598789235808,0.8457456717952012,0.7842527753593911
2792,AT5G49950,LOC100829888,1103,0.9315752373844176,0.9008511868435423,0.9162132121139799
2793,AT5G49950,LOC100839303,1103,0.8891736119749555,0.8111906979732116,0.8501821549740836
2794,AT3G05140,LOC100846182,1104,0.258344736078285,0.4137538945813124,0.3360493153297987
2795,AT3G05140,LOC100828409,1104,0.8814736492930298,0.8822085889570552,0.8818411191250426
2796,AT3G05140,LOC100841296,1104,0.8532570386034747,0.7652201843702823,0.8092386114868785
2797,AT2G18890,LOC100846182,1104,0.48831114981133644,0.39252882793177657,0.44041998887155653
2798,AT2G18890,LOC100828409,1104,0.7153377285732055,0.7648154691163717,0.7400765988447886
2799,AT2G18890,LOC100841296,1104,0.696222581581457,0.6407220634053897,0.6684723224934234
2800,AT5G57670,LOC100846182,1104,0.4209663077681488,0.498313686442039,0.4596399971050939
2801,AT5G57670,LOC100828409,1104,0.9667961281346031,0.9645520829987474,0.9656741055666753
2802,AT5G57670,LOC100841296,1104,0.8915426186231012,0.8307133909356631,0.8611280047793821
2803,AT5G65530,LOC100846182,1104,0.5124289919973463,0.4729900748402017,0.492709533418774
2804,AT5G65530,LOC100828409,1104,0.7130654724882862,0.9437060353965246,0.8283857539424054
2805,AT5G65530,LOC100841296,1104,0.6558340589625575,0.8203578196768703,0.738095939319714
2806,AT5G35960,LOC100846182,1104,0.4699589501181739,0.40400860822921014,0.436983779173692
2807,AT5G35960,LOC100828409,1104,0.8379483351992371,0.8780843477981564,0.8580163414986968
2808,AT5G35960,LOC100841296,1104,0.7505991624165527,0.7437766999646677,0.7471879311906102
2809,AT5G10520,LOC100846182,1104,0.7412613509142928,0.6761250120450968,0.7086931814796948
2810,AT5G10520,LOC100828409,1104,0.45946013185719614,0.7323997044936241,0.5959299181754101
2811,AT5G10520,LOC100841296,1104,0.31309035120454454,0.6460989946359169,0.4795946729202307
2812,AT5G62410,LOC100823747,1105,0.9734544097524568,0.9867985738605338,0.9801264918064954
2813,AT3G47460,LOC100823747,1105,0.9695097510746223,0.9917643657855009,0.9806370584300617
2814,AT4G09520,LOC100846025,1106,0.8739561305303313,0.8612469084251437,0.8676015194777376
2815,AT3G30841,LOC100846025,1106,0.8677945018037069,0.8872321973468666,0.8775133495752867
2816,AT2G20710,LOC100826667,1107,0.7362109715138699,0.7071403334082806,0.7216756524610752
2817,AT2G05170,LOC100832824,1108,0.9657751793340796,0.9724600905791282,0.969117634956604
2818,AT4G26180,LOC100822442,1109,0.8334204088402372,0.8777310249574407,0.8555757168988389
2819,AT4G26180,LOC100841434,1109,0.7187046481734876,0.7445989785757877,0.7316518133746377
2820,AT4G26180,LOC100839699,1109,0.6906912136667082,0.8160601291234382,0.7533756713950732
2821,AT1G14560,LOC100822442,1109,0.6995065721275449,0.8053705071788777,0.7524385396532113
2822,AT1G14560,LOC100841434,1109,0.7579135049964755,0.7873381941990814,0.7726258495977785
2823,AT1G14560,LOC100839699,1109,0.7221544968279637,0.8734654546622554,0.7978099757451096
2824,AT3G56900,LOC100842806,1110,0.9786623543558486,0.9772331609546141,0.9779477576552313
2825,AT4G39470,LOC100837872,1111,0.9594725712153253,0.9305945459801497,0.9450335585977374
2826,AT3G53560,LOC100837872,1111,0.8816021893270307,0.9156072334821571,0.8986047114045939
2827,AT3G18420,LOC100837872,1111,0.7878426006551396,0.9038383708605018,0.8458404857578207
2828,AT2G37400,LOC100837872,1111,0.594186673300991,0.5506568592811486,0.5724217662910698
2829,AT2G47590,LOC100843902,1112,0.9643902641290376,0.9397552436321589,0.9520727538805982
2830,AT3G06040,LOC100839005,1114,0.9607994360824315,0.976597179841326,0.9686983079618787
2831,AT4G32250,LOC100828572,1117,0.672546336609031,0.8228824719750747,0.7477144042920528
2832,AT5G66005,LOC100831212,1119,0.6067089604843057,0.7123952076574696,0.6595520840708876
2833,AT4G19490,LOC100843531,1120,0.9489488742380893,0.98467863681624,0.9668137555271646
2834,AT1G14750,LOC100837451,1121,0.5717750964050256,0.6542382680756754,0.6130066822403505
2835,AT1G29350,LOC100846506,1122,0.9228179292615167,0.9391449587254682,0.9309814439934925
2836,AT1G29350,LOC100840916,1122,0.9430857901065639,0.9591494555616228,0.9511176228340934
2837,AT1G29350,LOC100825596,1122,0.9545299995853548,0.9697298686281437,0.9621299341067493
2838,AT1G29370,LOC100846506,1122,0.9084629099805117,0.9331898628464973,0.9208263864135044
2839,AT1G29370,LOC100840916,1122,0.941344279968487,0.9568303729161982,0.9490873264423426
2840,AT1G29370,LOC100825596,1122,0.943450677945018,0.9662223364275849,0.9548365071863014
2841,AT4G00550,LOC100845054,1123,0.665870547746403,0.7543057206179937,0.7100881341821983
2842,AT4G00550,LOC100839031,1123,0.7334411411037858,0.8397648797096329,0.7866030104067093
2843,AT3G63000,LOC100843046,1124,0.8611021271302401,0.8687373526483153,0.8649197398892777
2844,AT2G47970,LOC100843046,1124,0.8545175602272257,0.8551440593582372,0.8548308097927315
2845,AT3G21500,LOC100839607,1125,0.3460525770203591,0.03048854912793499,0.18827056307414702
2846,AT4G15560,LOC100839607,1125,0.9916407513372311,0.9934988597308322,0.9925698055340316
2847,AT3G22060,LOC100831533,1126,0.8136860582438391,0.5758584139016478,0.6947722360727435
2848,AT5G48540,LOC100831533,1126,0.7922627192436871,0.5746956605531108,0.683479189898399
2849,AT2G24020,LOC100826662,1127,0.9823526972674878,0.9875052195419651,0.9849289584047265
2850,AT4G30620,LOC100826662,1127,0.973860762118008,0.9851604406899431,0.9795106014039756
2851,AT3G10410,LOC100837523,1129,0.7855371729485425,0.8161500658465294,0.8008436193975359
2852,AT3G10410,LOC100834205,1129,0.7338143218476594,0.8969196672341245,0.8153669945408919
2853,AT3G45010,LOC100837523,1129,0.7115128563069849,0.8475187100504288,0.7795157831787068
2854,AT3G45010,LOC100834205,1129,0.7882498744546264,0.7938264863649503,0.7910381804097883
2855,AT5G27730,LOC100839989,1130,0.3762325330679604,0.7441492949603314,0.5601909140141459
2856,AT4G02710,LOC100826726,1131,0.7423062569971389,0.8719943468345486,0.8071503019158437
2857,AT4G02710,LOC100825247,1131,0.7511299083633951,0.9236372980438762,0.8373836032036357
2858,AT4G02710,LOC100832378,1131,0.7083799809263175,0.7238235955417082,0.7161017882340128
2859,AT4G02710,LOC100840633,1131,0.869759920388108,0.9024250794976392,0.8860924999428736
2860,AT4G14760,LOC100826726,1131,0.7526972674876643,0.8920502360838981,0.8223737517857812
2861,AT4G14760,LOC100825247,1131,0.7881328523448191,0.954427777599332,0.8712803149720756
2862,AT4G14760,LOC100832378,1131,0.7695982087324295,0.881604728102014,0.8256014684172217
2863,AT4G14760,LOC100840633,1131,0.9277273292698097,0.9627405004336235,0.9452339148517166
2864,AT1G03080,LOC100826726,1131,0.7649458887921383,0.8274499726977805,0.7961979307449594
2865,AT1G03080,LOC100825247,1131,0.7964257577642327,0.9276780265313334,0.8620518921477831
2866,AT1G03080,LOC100832378,1131,0.9094083011983248,0.6503838370860502,0.7798960691421875
2867,AT1G03080,LOC100840633,1131,0.9737446614421362,0.9391578068287669,0.9564512341354516
2868,AT3G22790,LOC100826726,1131,0.9684593163881632,0.9370956862493174,0.9527775013187403
2869,AT3G22790,LOC100825247,1131,0.914196071927133,0.9372177432306557,0.9257069075788944
2870,AT3G22790,LOC100832378,1131,0.4000359359234841,0.798612404843735,0.5993241703836095
2871,AT3G22790,LOC100840633,1131,0.6195906069024616,0.9125686570520027,0.7660796319772322
2872,AT2G02090,LOC100834167,1133,0.8113612804245967,0.9532200558892493,0.8822906681569229
2873,AT1G59520,LOC100831903,1134,0.8129120537380271,0.8303086756817525,0.8216103647098898
2874,AT1G59520,LOC100822252,1134,0.8254426338267612,0.8755083030867569,0.850475468456759
2875,AT2G22420,LOC100833529,1135,0.6256167848405689,0.5064015674686024,0.5660091761545857
2876,AT3G51490,LOC100835732,1136,0.5349856947381515,0.6025888928146983,0.5687872937764249
2877,AT3G51490,LOC100825841,1136,0.5876456441514285,0.6537885844602191,0.6207171143058239
2878,AT4G35300,LOC100835732,1136,0.642799684869594,0.7668840137474706,0.7048418493085323
2879,AT4G35300,LOC100825841,1136,0.7686859891362939,0.8169209520444545,0.7928034705903741
2880,AT1G20840,LOC100835732,1136,0.8491769291371232,0.7533485369222368,0.80126273302968
2881,AT1G20840,LOC100825841,1136,0.9059999170709458,0.8165226608421932,0.8612612889565695
2882,AT1G07030,LOC100822786,1137,0.8186673300991002,0.9084379918414545,0.8635526609702773
2883,AT2G30160,LOC100822786,1137,0.8905170626529004,0.9016927376096104,0.8961049001312554
2884,AT3G63340,LOC100827416,1138,0.9697640668408176,0.9836379404490412,0.9767010036449294
2885,AT1G52230,LOC100826849,1140,0.9991292449309616,0.9991520251822824,0.999140635056622
2886,AT3G16140,LOC100826849,1140,0.9991707094580586,0.998734461825073,0.9989525856415657
2887,AT3G24550,LOC100821694,1143,0.7072687316001162,0.8854398869366911,0.7963543092684036
2888,AT3G24550,LOC100842851,1143,0.791300742215035,0.8604731670931522,0.8258869546540937
2889,AT3G24550,LOC100835054,1143,0.46288510179541403,0.04768787674386236,0.2552864892696382
2890,AT2G18470,LOC100821694,1143,0.4415833920747467,0.45759162303664924,0.449587507555698
2891,AT2G18470,LOC100842851,1143,0.5865710218241628,0.6339468302658487,0.6102589260450058
2892,AT2G18470,LOC100835054,1143,0.6488369200149272,0.28893956751856725,0.4688882437667472
2893,AT1G52290,LOC100821694,1143,0.6504208649500353,0.7337872996498892,0.6921040822999622
2894,AT1G52290,LOC100842851,1143,0.4618319028071485,0.6801500372951886,0.5709909700511686
2895,AT1G52290,LOC100835054,1143,0.8384624953352408,0.9053558746167875,0.8719091849760141
2896,AT1G71110,LOC100830011,1145,0.6763693660073807,0.6829694821857479,0.6796694240965644
2897,AT1G71110,LOC100835724,1145,0.5875689347762989,0.6692833970385121,0.6284261659074055
2898,AT2G25270,LOC100830011,1145,0.6182050006219679,0.5211047941269892,0.5696548973744786
2899,AT2G25270,LOC100835724,1145,0.6056827134386532,0.6066167731988565,0.6061497433187548
2900,AT2G12400,LOC100830011,1145,0.6340423767466933,0.6471732388283957,0.6406078077875446
2901,AT2G12400,LOC100835724,1145,0.5778745283410043,0.6026852535894389,0.5902798909652216
2902,AT1G71280,LOC100839511,1146,0.8910634729766462,0.9156843221019497,0.903373897539298
2903,AT5G05450,LOC100839511,1146,0.9666459344031181,0.9601708797738734,0.9634084070884957
2904,AT5G04930,LOC100837668,1147,0.7964598508198458,0.9434105290206534,0.8699351899202497
2905,AT5G04930,LOC100839368,1147,0.837657162075622,0.9296630584909903,0.8836601102833062
2906,AT5G04930,LOC100836682,1147,0.807194556168309,0.902592104840523,0.854893330504416
2907,AT1G58470,LOC100846266,1148,0.7269560890658042,0.876863777984775,0.8019099335252896
2908,AT3G07440,LOC100839623,1149,0.9583944935108014,0.9358494202293386,0.94712195687007
2909,AT5G48530,LOC100839623,1149,0.6143301405647468,0.8791507403719525,0.7467404404683496
2910,AT1G21350,LOC100836277,1150,0.9625658249367667,0.9810618957376418,0.9718138603372042
2911,AT2G17670,LOC100841847,1151,0.9603184475681055,0.899752674011499,0.9300355607898023
2912,AT2G43780,LOC100838997,1152,0.9170792387112825,0.9134359040246683,0.9152575713679754
2913,AT2G19560,LOC100823416,1153,0.8647344197039433,0.8792535251983425,0.871993972451143
2914,AT3G29130,LOC100839272,1154,0.6813036447319318,0.797449651495198,0.7393766481135648
2915,AT4G25550,LOC100833966,1155,0.8407347514201601,0.9083223589117656,0.8745285551659628
2916,AT4G25550,LOC100834278,1155,0.5666293485922793,0.5441107506504352,0.5553700496213573
2917,AT4G25550,LOC100831657,1155,0.4757722768171829,0.543012237818392,0.5093922573177875
2918,AT4G29820,LOC100833966,1155,0.7333996765766887,0.717984132592426,0.7256919045845573
2919,AT4G29820,LOC100834278,1155,0.7110420035659494,0.7603764494266534,0.7357092264963014
2920,AT4G29820,LOC100831657,1155,0.7672596094041547,0.8238139594642341,0.7955367844341944
2921,AT5G01990,LOC100836625,1156,0.8769913339138368,0.9482414158609834,0.9126163748874101
2922,AT4G25420,LOC100837430,1158,0.7737557186493622,0.6035075322005589,0.6886316254249605
2923,AT5G51810,LOC100837430,1158,0.44406849939876436,0.5037420100857611,0.47390525474226275
2924,AT2G41680,LOC100829068,1159,0.993962764854667,0.9808370539299136,0.9873999093922903
2925,AT2G26890,LOC100825835,1160,0.9839863996351121,0.9957793980663604,0.9898828988507362
2926,AT3G28430,LOC100843426,1162,0.9688020898121656,0.9827128770115311,0.9757574834118483
2927,AT3G09470,LOC100844025,1163,0.8070102693812111,0.7557125879292069,0.7813614286552091
2928,AT4G08350,LOC100829683,1164,0.9714060621138616,0.9673401214145761,0.9693730917642189
2929,AT5G54310,LOC100832113,1165,0.8244972426089481,0.8459191211897343,0.8352081818993412
2930,AT3G17660,LOC100832113,1165,0.807961189202637,0.7339992933543186,0.7709802412784779
2931,AT2G15560,LOC100833516,1167,0.9278600157565203,0.8997719461664472,0.9138159809614838
2932,AT3G10140,LOC100830620,1169,0.4500808558278393,0.8592233321555905,0.6546520939917149
2933,AT2G33360,LOC100822928,1170,0.7469917485591077,0.7197443227443548,0.7333680356517313
2934,AT1G04490,LOC100822928,1170,0.46742961396525273,0.6750008030064562,0.5712152084858544
2935,AT4G17260,LOC100846734,1171,0.6612265207115312,0.7644107538624612,0.7128186372869962
2936,AT2G32590,LOC100845188,1172,0.7607358571408827,0.885234317283911,0.8229850872123968
2937,AT1G62180,LOC100828269,1173,0.8920494072876209,0.9309864131307616,0.9115179102091913
2938,AT4G04610,LOC100828269,1173,0.8589874362482897,0.4772620691870363,0.668124752717663
2939,AT4G21990,LOC100828269,1173,0.7890201932246962,0.49651495198021395,0.6427675726024551
2940,AT1G25540,LOC100843505,1174,0.9276858647427126,0.9543442649278899,0.9410150648353013
2941,AT5G46100,LOC100830820,1175,0.9539494962059958,0.9348601162753348,0.9444048062406654
2942,AT4G35640,LOC100822275,1176,0.6247460297715305,0.7742780971959015,0.699512063483716
2943,AT2G17640,LOC100822275,1176,0.6773893933739686,0.7237657790768638,0.7005775862254162
2944,AT4G28990,LOC100846488,1177,0.8319608574864205,0.9509523656570199,0.8914566115717202
2945,AT1G54170,LOC100820969,1178,0.9305137454907327,0.9220634053897793,0.926288575440256
2946,AT3G14010,LOC100820969,1178,0.9164323920885682,0.929521729354704,0.9229770607216361
2947,AT3G57320,LOC100822822,1179,0.8068996973089522,0.8110814890951724,0.8089905932020622
2948,AT3G21215,LOC100829014,1180,0.8878799187295269,0.8586515915587962,0.8732657551441616
2949,AT2G05760,LOC100845314,1181,0.8824148940581333,0.7819098705553593,0.8321623823067463
2950,AT2G05760,LOC100846759,1181,0.893734709955633,0.7077377702116725,0.8007362400836527
2951,AT2G34190,LOC100845314,1181,0.7930229022404666,0.8322294671249156,0.8126261846826911
2952,AT2G34190,LOC100846759,1181,0.3437685726527622,0.6760543474769537,0.509911460064858
2953,AT2G16880,LOC100836927,1182,0.8048845212920347,0.8978768509298815,0.8513806861109581
2954,AT3G10230,LOC104583450,1183,0.960268690135589,0.9619503420807504,0.9611095161081697
2955,AT2G24420,LOC100832879,1184,0.6907741427209023,0.9181768541419073,0.8044754984314049
2956,AT2G24420,LOC100833941,1184,0.3909524401874197,0.6130151286416343,0.501983784414527
2957,AT4G31340,LOC100832879,1184,0.9064974913961106,0.9368451482349918,0.9216713198155512
2958,AT4G31340,LOC100833941,1184,0.9036696106480905,0.8702855490958147,0.8869775798719526
2959,AT2G17270,LOC100832814,1185,0.8027449516938259,0.6827931776571484,0.7427690646754872
2960,AT1G20760,LOC100838068,1186,0.9785047891528796,0.9849291748305656,0.9817169819917226
2961,AT1G20760,LOC100827928,1186,0.9359953559729652,0.9849099026756175,0.9604526293242914
2962,AT1G21630,LOC100838068,1186,0.9677820624455779,0.9947001573892654,0.9812411099174216
2963,AT1G21630,LOC100827928,1186,0.8854086329145416,0.9840812000128482,0.934744916463695
2964,AT3G18190,LOC100840540,1187,0.9899324128208318,0.9816978768509299,0.9858151448358808
2965,AT3G63470,LOC100830060,1188,0.24692955176846207,0.528031349372049,0.38748045057025554
2966,AT2G31960,LOC100836619,1189,0.6549239125927768,0.7932290495615584,0.7240764810771676
2967,AT2G31960,LOC100823277,1189,0.9518928556619811,0.95403591044872,0.9529643830553506
2968,AT5G13000,LOC100836619,1189,0.8312808392420284,0.8948511226030258,0.8630659809225272
2969,AT5G13000,LOC100823277,1189,0.8790230957415931,0.759907493656249,0.819465294698921
2970,AT1G05570,LOC100836619,1189,0.6073889787286976,0.7303761282240709,0.6688825534763843
2971,AT1G05570,LOC100823277,1189,0.8327072189741677,0.8964635595670188,0.8645853892705933
2972,AT2G31140,LOC100823230,1190,0.925007256292242,0.9679504063212668,0.9464788313067545
2973,AT1G06200,LOC100823230,1190,0.888062362648754,0.9303311598625253,0.9091967612556398
2974,AT1G38131,LOC100841154,1191,0.5767923041837708,0.6089294317926316,0.5928608679882013
2975,AT1G38131,LOC100842732,1191,0.48491727826844133,0.3921305367295153,0.4385239074989783
2976,AT1G38131,LOC100841835,1191,0.8161566529833727,0.8465358301480744,0.8313462415657236
2977,AT1G38131,LOC100827529,1191,0.4078554546585396,0.34409790254713646,0.375976678602838
2978,AT1G14970,LOC100841154,1191,0.6778206244557781,0.7415282818873864,0.7096744531715822
2979,AT1G14970,LOC100842732,1191,0.4322780611187129,0.33998008543988695,0.3861290732792999
2980,AT1G14970,LOC100841835,1191,0.8440208151926027,0.8976006167089583,0.8708107159507805
2981,AT1G14970,LOC100827529,1191,0.41797279927022435,0.3049947001573893,0.3614837497138068
2982,AT2G01480,LOC100841154,1191,0.8399883899324129,0.877152860308997,0.8585706251207049
2983,AT2G01480,LOC100842732,1191,0.6055110963681681,0.5401085664728744,0.5728098314205212
2984,AT2G01480,LOC100841835,1191,0.8886769590837261,0.8452574438698488,0.8669672014767875
2985,AT2G01480,LOC100827529,1191,0.5605359059768813,0.4812321331063502,0.5208840195416158
2986,AT1G35510,LOC100841154,1191,0.7035618028776381,0.7721967044615039,0.7378792536695711
2987,AT1G35510,LOC100842732,1191,0.6439192271012149,0.5097356502746282,0.5768274386879215
2988,AT1G35510,LOC100841835,1191,0.7454492681510967,0.8538271287701154,0.799638198460606
2989,AT1G35510,LOC100827529,1191,0.6531989882655389,0.4757524170494331,0.564475702657486
2990,AT1G22860,LOC100836335,1192,0.9205871377036945,0.9579417338515401,0.9392644357776173
2991,AT3G17740,LOC100822966,1193,0.9318571961686777,0.9337551793916422,0.9328061877801599
