,arabidopsis,maize,Group Number,Species 1 Score,Species 2 Score,Total Score
1345,AT2G46920,Zm00001d029297,516,0.9058979582770066,0.8794435256347894,0.892670741955898
1346,AT4G37170,Zm00001d047982,517,0.8585391240329264,0.8817459545351364,0.8701425392840314
1347,AT3G48425,Zm00001d024704,518,0.9049713447954152,0.9118526445503777,0.9084119946728965
1348,AT4G14110,Zm00001d003685,519,0.8142647702823632,0.9350844764406395,0.8746746233615014
1349,AT4G14110,Zm00001d025407,519,0.7392217716088169,0.9017025002432143,0.8204621359260156
1350,AT1G30890,Zm00001d012393,520,0.7449464658581012,0.847935921133703,0.7964411934959021
1351,AT3G59500,Zm00001d012393,520,0.9115020658403306,0.8589616369945196,0.8852318514174251
1352,AT4G22340,Zm00001d012701,521,0.7906170864987339,0.8017576288225183,0.7961873576606261
1353,AT4G22340,Zm00001d043401,521,0.753920653960638,0.7940071991438856,0.7739639265522618
1354,AT4G22340,Zm00001d005587,521,0.7946687991470079,0.822155203165029,0.8084120011560185
1355,AT4G26770,Zm00001d012701,521,0.4318272690923631,0.6556150079450012,0.5437211385186821
1356,AT4G26770,Zm00001d043401,521,0.3850015549335821,0.5855498265071181,0.4852756907203501
1357,AT4G26770,Zm00001d005587,521,0.6161683474758245,0.8104290300612901,0.7132986887685573
1358,AT1G62430,Zm00001d012701,521,0.7938868896885689,0.7811460258780037,0.7875164577832863
1359,AT1G62430,Zm00001d043401,521,0.7414278732951264,0.7456172779453254,0.743522575620226
1360,AT1G62430,Zm00001d005587,521,0.6910657959038607,0.8539870934267276,0.7725264446652942
1361,AT5G02270,Zm00001d047583,522,0.7724243635878981,0.7832798261828323,0.7778520948853652
1362,AT4G24660,Zm00001d031840,523,0.3547533367605339,0.6968446995492428,0.5257990181548884
1363,AT4G24660,Zm00001d049000,523,0.794717033821392,0.7829360832765834,0.7888265585489878
1364,AT4G24660,Zm00001d020774,523,0.9103025456484073,0.9686999383857055,0.9395012420170563
1365,AT1G14440,Zm00001d031840,523,0.5723805715808915,0.7307714758244965,0.651576023702694
1366,AT1G14440,Zm00001d049000,523,0.9107721990568851,0.8915069559295652,0.9011395774932252
1367,AT1G14440,Zm00001d020774,523,0.9689584483666851,0.9523883646269092,0.9606734064967972
1368,AT5G19370,Zm00001d022544,524,0.9487125784606791,0.9789733112819016,0.9638429448712904
1369,AT1G04200,Zm00001d043301,525,0.9351666740711123,0.9765152252164607,0.9558409496437865
1370,AT1G04200,Zm00001d012653,525,0.9353147629836954,0.981710283101469,0.9585125230425822
1371,AT2G27760,Zm00001d041982,526,0.8675894721476488,0.8618023802574829,0.8646959262025659
1372,AT2G40435,Zm00001d029078,527,0.8130614420898308,0.7090832441547492,0.76107234312229
1373,AT2G40435,Zm00001d000400,527,0.48832022746456977,0.6881992411713201,0.588259734317945
1374,AT1G29270,Zm00001d029078,527,0.8753239444962756,0.7472776210396601,0.8113007827679679
1375,AT1G29270,Zm00001d000400,527,0.8712663082914982,0.6789441255634464,0.7751052169274724
1376,AT3G56220,Zm00001d029078,527,0.8851422394005362,0.7675908810844116,0.8263665602424739
1377,AT3G56220,Zm00001d000400,527,0.9070445895715789,0.7182540454648636,0.8126493175182212
1378,AT1G08720,Zm00001d027743,529,0.9486491117838579,0.8795862113694587,0.9141176615766583
1379,AT1G08720,Zm00001d048430,529,0.9571409531425524,0.9259071894153128,0.9415240712789326
1380,AT1G79740,Zm00001d039328,530,0.7918965747034519,0.4783539254791322,0.6351252500912921
1381,AT4G24270,Zm00001d035065,532,0.9071749078146518,0.891292927327561,0.8992339175711064
1382,AT5G46040,Zm00001d014060,533,0.7124769139963062,0.6274021467717352,0.6699395303840208
1383,AT5G46040,Zm00001d032740,533,0.6081376973020316,0.4602984149632656,0.5342180561326486
1384,AT5G46050,Zm00001d014060,533,0.9341863254698121,0.7659240522748646,0.8500551888723383
1385,AT5G46050,Zm00001d032740,533,0.8951619352259097,0.6767123188954106,0.7859371270606601
1386,AT5G67250,Zm00001d025812,535,0.7538191072777238,0.7682113478397163,0.7610152275587201
1387,AT5G67250,Zm00001d025808,535,0.7376224113529192,0.864610694944385,0.8011165531486522
1388,AT1G47056,Zm00001d025812,535,0.9030313800405763,0.769234649573204,0.8361330148068902
1389,AT1G47056,Zm00001d025808,535,0.8649873383979741,0.8504069786295684,0.8576971585137713
1390,AT4G07400,Zm00001d025812,535,0.2092200156974247,0.6987637506170438,0.45399188315723427
1391,AT4G07400,Zm00001d025808,535,0.25455003183911623,0.6927968926217783,0.47367346223044726
1392,AT3G50080,Zm00001d025812,535,0.8731717189667343,0.8117160842134089,0.8424439015900715
1393,AT3G50080,Zm00001d025808,535,0.9010617975032209,0.9176278136293703,0.9093448055662956
1394,AT1G71696,Zm00001d000205,536,0.8091282005716233,0.8966760709537244,0.8529021357626738
1395,AT5G17330,Zm00001d003522,537,0.6288595672841975,0.6120050588578656,0.6204323130710315
1396,AT5G17330,Zm00001d047981,537,0.7409569505531122,0.8076790868112982,0.7743180186822052
1397,AT5G17330,Zm00001d033805,537,0.7974943355990937,0.7683821383403054,0.7829382369696996
1398,AT1G65960,Zm00001d003522,537,0.5607534763872228,0.2723481531925933,0.4165508147899081
1399,AT1G65960,Zm00001d047981,537,0.5844106801723755,0.3368291338327334,0.46061990700255445
1400,AT1G65960,Zm00001d033805,537,0.6680883202274646,0.6691247527321075,0.668606536479786
1401,AT2G02000,Zm00001d003522,537,0.5369703970263746,0.6554852936407563,0.5962278453335654
1402,AT2G02000,Zm00001d047981,537,0.2973329186843781,0.41688880241268605,0.3571108605485321
1403,AT2G02000,Zm00001d033805,537,0.586757889436818,0.5020786717255246,0.5444182805811713
1404,AT2G02010,Zm00001d003522,537,0.570933531349365,0.4125174303596329,0.49172548085449896
1405,AT2G02010,Zm00001d047981,537,0.711753393880543,0.9247008463858352,0.8182271201331891
1406,AT2G02010,Zm00001d033805,537,0.641914662706346,0.6271232610176086,0.6345189618619773
1407,AT5G66760,Zm00001d018758,538,0.9602159136345462,0.8131984304569186,0.8867071720457325
1408,AT5G66760,Zm00001d007966,538,0.8982851303922875,0.8865064695009243,0.8923957999466059
1409,AT2G18450,Zm00001d018758,538,0.551868141632236,0.7003859000551286,0.6261270208436822
1410,AT2G18450,Zm00001d007966,538,0.8058643209382914,0.8768038395434057,0.8413340802408485
1411,AT1G43690,Zm00001d025397,540,0.9414604528558946,0.9515841359405909,0.9465222943982428
1412,AT2G42910,Zm00001d051634,541,0.7651669490933786,0.7915101987871712,0.7783385739402748
1413,AT1G10700,Zm00001d051634,541,0.6531609578390866,0.7705289100755586,0.7118449339573225
1414,AT2G42230,Zm00001d015851,542,0.9732107157137145,0.927658332522619,0.9504345241181668
1415,AT2G42230,Zm00001d036798,542,0.9712781554045049,0.9574926224989461,0.9643853889517255
1416,AT3G57890,Zm00001d015851,542,0.9455062419476654,0.9569737652819665,0.951240003614816
1417,AT3G57890,Zm00001d036798,542,0.8927273535030433,0.9586600512371501,0.9256937023700967
1418,AT1G09340,Zm00001d035212,543,0.9797414367586299,0.9766838538119791,0.9782126452853045
1419,AT3G21465,Zm00001d022498,545,0.9004620374072593,0.9424652203521743,0.9214636288797168
1420,AT4G15640,Zm00001d022498,545,0.9937580523346217,0.9230988747284107,0.9584284635315161
1421,AT4G39300,Zm00001d026588,546,0.9759355517052438,0.975438596491228,0.975687074098236
1422,AT4G39300,Zm00001d001880,546,0.9803930279739956,0.9420501345785907,0.9612215812762932
1423,AT4G39300,Zm00001d026589,546,0.9722185199994077,0.9815611116515874,0.9768898158254975
1424,AT1G60140,Zm00001d032311,548,0.9518148296237061,0.7146998735285534,0.8332573515761297
1425,AT1G60140,Zm00001d050293,548,0.9101603802923275,0.8112916301845186,0.860726005238423
1426,AT1G60140,Zm00001d005687,548,0.9469812075169931,0.9101274443039206,0.9285543259104568
1427,AT1G60140,Zm00001d028267,548,0.8159047492114265,0.7812951973278853,0.7985999732696559
1428,AT1G60140,Zm00001d043468,548,0.7852681149762316,0.6491357784479684,0.7172019467121
1429,AT1G60140,Zm00001d012748,548,0.8953041005819895,0.8747867821123975,0.8850454413471935
1430,AT1G60140,Zm00001d018342,548,0.8202941045803901,0.9048091578298797,0.8625516312051349
1431,AT4G17770,Zm00001d032311,548,0.5594428895108623,0.6447449492492785,0.6020939193800704
1432,AT4G17770,Zm00001d050293,548,0.5755253454173886,0.5959139994162856,0.5857196724168372
1433,AT4G17770,Zm00001d005687,548,0.6242836198853792,0.4613872944838992,0.5428354571846392
1434,AT4G17770,Zm00001d028267,548,0.8116086898573904,0.6480461782923111,0.7298274340748507
1435,AT4G17770,Zm00001d043468,548,0.7159136345461815,0.859104322729189,0.7875089786376852
1436,AT4G17770,Zm00001d012748,548,0.5799680127948821,0.40276291468041636,0.4913654637376492
1437,AT4G17770,Zm00001d018342,548,0.4458883113421298,0.29147452735350393,0.36868141934781684
1438,AT1G70290,Zm00001d032311,548,0.8314007730241236,0.6580212082887441,0.7447109906564339
1439,AT1G70290,Zm00001d050293,548,0.6490737038517926,0.7433213347601907,0.6961975193059917
1440,AT1G70290,Zm00001d005687,548,0.811393960934145,0.9045432435061777,0.8579686022201614
1441,AT1G70290,Zm00001d028267,548,0.3776859626519763,0.6564386937769562,0.5170623282144662
1442,AT1G70290,Zm00001d043468,548,0.30781761369526267,0.5716185102312158,0.43971806196323926
1443,AT1G70290,Zm00001d012748,548,0.90843662534986,0.8704802672114668,0.8894584462806634
1444,AT1G70290,Zm00001d018342,548,0.9535593170139353,0.9012614716087817,0.9274103943113585
1445,AT1G68020,Zm00001d032311,548,0.850288456046153,0.7578233939747706,0.8040559250104617
1446,AT1G68020,Zm00001d050293,548,0.8308676529388245,0.7999675714239387,0.8154176121813816
1447,AT1G68020,Zm00001d005687,548,0.8986754504547387,0.924538703505529,0.9116070769801339
1448,AT1G68020,Zm00001d028267,548,0.6769355749763587,0.8038136005448001,0.7403745877605794
1449,AT1G68020,Zm00001d043468,548,0.5518427549615075,0.6830236404319486,0.617433197696728
1450,AT1G68020,Zm00001d012748,548,0.8608239243984945,0.8628011804001686,0.8618125523993316
1451,AT1G68020,Zm00001d018342,548,0.797801514314909,0.8301780328825762,0.8139897735987426
1452,AT2G18700,Zm00001d032311,548,0.7373346957513291,0.6768816681259526,0.7071081819386409
1453,AT2G18700,Zm00001d050293,548,0.6606542568157922,0.7689139669877095,0.7147841119017508
1454,AT2G18700,Zm00001d005687,548,0.705288255068343,0.9169050167007167,0.8110966358845298
1455,AT2G18700,Zm00001d028267,548,0.3765752958076029,0.7132600447514349,0.5449176702795189
1456,AT2G18700,Zm00001d043468,548,0.28667051697839385,0.5784868826409832,0.43257869980968855
1457,AT2G18700,Zm00001d012748,548,0.7383713181394109,0.8860394980056425,0.8122054080725267
1458,AT2G18700,Zm00001d018342,548,0.7944673982258948,0.9220546745792393,0.8582610364025671
1459,AT1G06410,Zm00001d032311,548,0.8493688944175417,0.8370853195836171,0.8432271070005795
1460,AT1G06410,Zm00001d050293,548,0.8270667041825246,0.8331938904562701,0.8301302973193974
1461,AT1G06410,Zm00001d005687,548,0.8450249529817703,0.8112462301780329,0.8281355915799016
1462,AT1G06410,Zm00001d028267,548,0.8322201983404169,0.8102863443266206,0.8212532713335188
1463,AT1G06410,Zm00001d043468,548,0.878670753920654,0.8449135778447968,0.8617921658827254
1464,AT1G06410,Zm00001d012748,548,0.7896298270815131,0.7702240814605831,0.7799269542710481
1465,AT1G06410,Zm00001d018342,548,0.6011916221165855,0.6487466355352337,0.6249691288259096
1466,AT1G23870,Zm00001d032311,548,0.9513972188902217,0.733534390504913,0.8424658046975673
1467,AT1G23870,Zm00001d050293,548,0.8606631421505473,0.8328566332652333,0.8467598877078903
1468,AT1G23870,Zm00001d005687,548,0.9506863921098228,0.9041865291695043,0.9274364606396635
1469,AT1G23870,Zm00001d028267,548,0.6027959186695693,0.7321529331647048,0.667474425917137
1470,AT1G23870,Zm00001d043468,548,0.5008218934648363,0.6761358108765444,0.5884788521706903
1471,AT1G23870,Zm00001d012748,548,0.9367512254357516,0.8498362356908908,0.8932937305633213
1472,AT1G23870,Zm00001d018342,548,0.8959971566928784,0.908467101209586,0.9022321289512322
1473,AT4G23820,Zm00001d009717,549,0.5248567239770758,0.68066860517488,0.6027626645759779
1474,AT4G23820,Zm00001d053395,549,0.5419609933804256,0.5685118526445504,0.555236423012488
1475,AT5G38380,Zm00001d043809,550,0.9070890162453538,0.9648603949800565,0.9359747056127051
1476,AT5G38380,Zm00001d011617,550,0.9474728627067692,0.8986477283782469,0.923060295542508
1477,AT1G77320,Zm00001d004709,551,0.9367364165444934,0.9553847650549665,0.9460605907997299
1478,AT1G69580,Zm00001d017726,552,0.601412768226043,0.5792521970360281,0.5903324826310355
1479,AT5G45580,Zm00001d017726,552,0.7451389814444592,0.5410967344423906,0.6431178579434249
1480,AT1G64550,Zm00001d018522,553,0.9582452733192438,0.8979861854265979,0.9281157293729209
1481,AT5G65820,Zm00001d033869,554,0.7488115864765205,0.854895093556442,0.8018533400164812
1482,AT3G49730,Zm00001d033869,554,0.8791150206584033,0.8619774945682135,0.8705462576133084
1483,AT2G38310,Zm00001d053396,555,0.5312033916592094,0.5423225346175049,0.5367629631383571
1484,AT2G38310,Zm00001d010445,555,0.49727410623052365,0.5737847391121056,0.5355294226713146
1485,AT2G38310,Zm00001d047705,555,0.709519366856432,0.6951454421636346,0.7023324045100333
1486,AT2G38310,Zm00001d028793,555,0.7019414456439647,0.6841262120180304,0.6930338288309975
1487,AT2G38310,Zm00001d037719,555,0.4499914319986291,0.5392937056133865,0.4946425688060078
1488,AT5G05440,Zm00001d053396,555,0.777081759888637,0.692667898952557,0.734874829420597
1489,AT5G05440,Zm00001d010445,555,0.7160395101218772,0.6871939553134222,0.7016167327176497
1490,AT5G05440,Zm00001d047705,555,0.7712618656241207,0.748016992573856,0.7596394290989883
1491,AT5G05440,Zm00001d028793,555,0.7253098760495802,0.9116256445179491,0.8184677602837647
1492,AT5G05440,Zm00001d037719,555,0.6308291498215529,0.828400946914421,0.729615048367987
1493,AT4G01026,Zm00001d053396,555,0.8987293971300369,0.8485066640723806,0.8736180306012087
1494,AT4G01026,Zm00001d010445,555,0.5067750677506775,0.8017641145377307,0.654269591144204
1495,AT4G01026,Zm00001d047705,555,0.43162734906037586,0.631313033044719,0.5314701910525474
1496,AT4G01026,Zm00001d028793,555,0.5381402994357812,0.7780977397282486,0.6581190195820149
1497,AT4G01026,Zm00001d037719,555,0.41201297258874225,0.8318189188312741,0.6219159457100082
1498,AT5G53160,Zm00001d053396,555,0.6797661887625902,0.7982683140383307,0.7390172514004605
1499,AT5G53160,Zm00001d010445,555,0.8498061093023108,0.8337776048253721,0.8417918570638414
1500,AT5G53160,Zm00001d047705,555,0.5099420549240621,0.6671401238771605,0.5885410894006113
1501,AT5G53160,Zm00001d028793,555,0.5361918724573662,0.8267924895417842,0.6814921809995752
1502,AT5G53160,Zm00001d037719,555,0.8350183736029398,0.852832636118948,0.843925504860944
1503,AT1G01360,Zm00001d053396,555,0.6900173264027722,0.7448714206959172,0.7174443735493448
1504,AT1G01360,Zm00001d010445,555,0.6924163667866187,0.8015565716509387,0.7469864692187786
1505,AT1G01360,Zm00001d047705,555,0.34382691367897283,0.6039108862729837,0.47386889997597825
1506,AT1G01360,Zm00001d028793,555,0.3753520813896663,0.6438174919739275,0.5095847866817969
1507,AT1G01360,Zm00001d037719,555,0.7558043449286953,0.8993611570515938,0.8275827509901446
1508,AT4G19380,Zm00001d032719,557,0.8598535894284262,0.594250053146833,0.7270518212876296
1509,AT4G19380,Zm00001d032721,557,0.8292485474945824,0.8583844083406298,0.8438164779176061
1510,AT4G28570,Zm00001d032719,557,0.43509262961482076,0.28233759588949786,0.3587151127521593
1511,AT4G28570,Zm00001d032721,557,0.5869207872406593,0.20153711450530207,0.3942289508729807
1512,AT3G23410,Zm00001d032719,557,0.5617181698749072,0.6145287227104524,0.5881234462926799
1513,AT3G23410,Zm00001d032721,557,0.8438783216871981,0.9397671628238804,0.8918227422555393
1514,AT4G15440,Zm00001d054067,558,0.8901032179720704,0.6935031149448894,0.7918031664584799
1515,AT3G07770,Zm00001d041719,559,0.9895241903238705,0.9919966274280897,0.99076040887598
1516,AT3G07770,Zm00001d020827,559,0.9390732595850548,0.7156662450951778,0.8273697523401163
1517,AT2G04030,Zm00001d041719,559,0.5755475587542761,0.9751856535979505,0.7753666061761133
1518,AT2G04030,Zm00001d020827,559,0.9865831445199698,0.9430554204364886,0.9648192824782291
1519,AT1G70300,Zm00001d037305,561,0.8566528943977965,0.8360476051496579,0.8463502497737272
1520,AT1G70300,Zm00001d029072,561,0.5005819894264517,0.6192755456107922,0.559928767518622
1521,AT1G70300,Zm00001d036784,561,0.6783775378737394,0.656698122385446,0.6675378301295927
1522,AT1G70300,Zm00001d046679,561,0.8600293216046915,0.7152317021759574,0.7876305118903244
1523,AT1G70300,Zm00001d022449,561,0.8606868363765605,0.7437818205402601,0.8022343284584104
1524,AT1G70300,Zm00001d051756,561,0.7815718157181573,0.8690339527191362,0.8253028842186467
1525,AT5G14880,Zm00001d037305,561,0.7176684881602914,0.6687356098193729,0.6932020489898321
1526,AT5G14880,Zm00001d029072,561,0.5917410813452397,0.7270421895774556,0.6593916354613476
1527,AT5G14880,Zm00001d036784,561,0.59147452130259,0.686104355157765,0.6387894382301775
1528,AT5G14880,Zm00001d046679,561,0.6180083522146697,0.7513636216233744,0.684685986919022
1529,AT5G14880,Zm00001d022449,561,0.7010306988315784,0.6855530693647243,0.6932918840981513
1530,AT5G14880,Zm00001d051756,561,0.6120996046026034,0.8253526607646658,0.7187261326836346
1531,AT2G40540,Zm00001d037305,561,0.5260498975013169,0.4495119499302786,0.48778092371579773
1532,AT2G40540,Zm00001d029072,561,0.6683168002640214,0.7651198235885462,0.7167183119262839
1533,AT2G40540,Zm00001d036784,561,0.8267550122808021,0.7090962155851737,0.7679256139329879
1534,AT2G40540,Zm00001d046679,561,0.634019408109772,0.5367253623893374,0.5853723852495547
1535,AT2G40540,Zm00001d022449,561,0.5730533183551976,0.5002756428965204,0.5366644806258589
1536,AT2G40540,Zm00001d051756,561,0.5431351269016202,0.6725946103706586,0.6078648686361394
1537,AT1G12710,Zm00001d021224,562,0.45122268552896305,0.7912961701851672,0.6212594278570651
1538,AT1G12710,Zm00001d027361,562,0.6993139252235614,0.6633733646088934,0.6813436449162273
1539,AT1G12710,Zm00001d051447,562,0.4344167095066735,0.775672082238869,0.6050443958727713
1540,AT5G52120,Zm00001d021224,562,0.8007685814563064,0.8497584071083438,0.8252634942823251
1541,AT5G52120,Zm00001d027361,562,0.8001466080234573,0.7126287684707764,0.7563876882471168
1542,AT5G52120,Zm00001d051447,562,0.6285263672308854,0.7214061030580147,0.6749662351444501
1543,AT3G61060,Zm00001d021224,562,0.8924785641299036,0.7782793397541914,0.8353789519420475
1544,AT3G61060,Zm00001d027361,562,0.9786307699142566,0.8146202433584475,0.896625506636352
1545,AT3G61060,Zm00001d051447,562,0.3730063530143498,0.6824982974997568,0.5277523252570533
1546,AT1G63090,Zm00001d021224,562,0.5910880092407481,0.813788630541233,0.7024383198909905
1547,AT1G63090,Zm00001d027361,562,0.6211026700430938,0.5840963056645516,0.6025994878538228
1548,AT1G63090,Zm00001d051447,562,0.45121506952774443,0.8518597788371113,0.6515374241824279
1549,AT3G53000,Zm00001d021224,562,0.6349460215913635,0.8019976002853715,0.7184718109383674
1550,AT3G53000,Zm00001d027361,562,0.5058865342751788,0.47831429055283514,0.492100412414007
1551,AT3G53000,Zm00001d051447,562,0.6982688406119034,0.8883094983299283,0.7932891694709159
1552,AT5G58100,Zm00001d016452,563,0.9831115172978427,0.9771378538768363,0.9801246855873396
1553,AT3G08800,Zm00001d000328,564,0.9503309787196232,0.8760385251483608,0.913184751933992
1554,AT2G44050,Zm00001d002034,565,0.8365838849645327,0.8607127801018257,0.8486483325331793
1555,AT2G44050,Zm00001d026476,565,0.7837605698461356,0.8063560009080001,0.7950582853770678
1556,AT4G34030,Zm00001d050336,567,0.9346991362185285,0.9551058793008399,0.9449025077596842
1557,AT5G48220,Zm00001d025652,568,0.9917988360211472,0.9883711126244447,0.990084974322796
1558,AT2G04400,Zm00001d025652,568,0.47905775961220454,0.19169828452832635,0.33537802207026546
1559,AT3G19260,Zm00001d028534,569,0.8151801007991866,0.9440736777248111,0.8796268892619988
1560,AT3G19260,Zm00001d047854,569,0.7498136547849995,0.8640529234361319,0.8069332891105657
1561,AT3G26950,Zm00001d049251,570,0.8549358034563952,0.7341245905892273,0.7945301970228112
1562,AT1G44000,Zm00001d002951,571,0.9886489848505042,0.9770211110030159,0.98283504792676
1563,AT2G37585,Zm00001d047801,572,0.8198498378426408,0.519084217012031,0.6694670274273359
1564,AT3G14420,Zm00001d006868,575,0.2216224621262606,0.5127347018192432,0.3671785819727519
1565,AT3G14150,Zm00001d006868,575,0.844246428412762,0.6410740344391478,0.7426602314259549
1566,AT4G18360,Zm00001d006868,575,0.6784952685592429,0.9179751597107371,0.79823521413499
1567,AT3G14415,Zm00001d006868,575,0.28737393931316363,0.5378084768297825,0.4125912080714731
1568,AT3G14130,Zm00001d006868,575,0.8137930013179914,0.9557933651133379,0.8847931832156646
1569,AT5G06120,Zm00001d037100,577,0.9914478652983251,0.9779096539870934,0.9846787596427092
1570,AT1G80410,Zm00001d044222,578,0.975609756097561,0.9860297694328243,0.9808197627651927
1571,AT5G37830,Zm00001d029652,579,0.929161668665867,0.9242857606122515,0.9267237146390592
1572,AT5G27740,Zm00001d034399,580,0.9717763688175524,0.942614391802056,0.9571953803098041
1573,AT5G27740,Zm00001d013095,580,0.9469989781865031,0.9454875636410806,0.9462432709137918
1574,AT1G33810,Zm00001d035052,581,0.954640366075792,0.939144534163505,0.9468924501196485
1575,AT3G48380,Zm00001d041108,583,0.9323559465102849,0.9299996757142395,0.9311778111122622
1576,AT5G56310,Zm00001d008316,586,0.7807765782575858,0.9235917890845413,0.8521841836710635
1577,AT2G20540,Zm00001d008316,586,0.9383802034741658,0.8969938709991244,0.9176870372366451
1578,AT3G55450,Zm00001d011066,587,0.8389644142343062,0.8409832344261764,0.8399738243302413
1579,AT3G55450,Zm00001d012958,587,0.7230107956817273,0.8113759444822778,0.7671933700820026
1580,AT3G55450,Zm00001d028613,587,0.7482673597227776,0.8862600123228589,0.8172636860228182
1581,AT2G39660,Zm00001d011066,587,0.8548580567772891,0.8372604338943477,0.8460592453358184
1582,AT2G39660,Zm00001d012958,587,0.4910924519081256,0.7206148458021208,0.6058536488551232
1583,AT2G39660,Zm00001d028613,587,0.6987328525379971,0.8348801764114538,0.7668065144747255
1584,AT1G07570,Zm00001d011066,587,0.3934821133275085,0.505029672147096,0.44925589273730226
1585,AT1G07570,Zm00001d012958,587,0.4619288087234242,0.6823556117650874,0.5721422102442558
1586,AT1G07570,Zm00001d028613,587,0.5562811912272129,0.7594967084995298,0.6578889498633713
1587,AT2G28930,Zm00001d011066,587,0.5742443763235446,0.45628303661186237,0.5152637064677035
1588,AT2G28930,Zm00001d012958,587,0.6427651161757519,0.6807212115316017,0.6617431638536768
1589,AT2G28930,Zm00001d028613,587,0.6767219038310602,0.7608392515484645,0.7187805776897624
1590,AT5G02290,Zm00001d011066,587,0.7519325603092096,0.8518208645458377,0.8018767124275237
1591,AT5G02290,Zm00001d012958,587,0.47465458261139987,0.7072088724584104,0.5909317275349051
1592,AT5G02290,Zm00001d028613,587,0.6178861788617886,0.8540584362940623,0.7359723075779254
1593,AT5G36880,Zm00001d000133,588,0.7083092688850386,0.4117391445341635,0.5600242067096011
1594,AT4G14910,Zm00001d002296,589,0.7790365335347342,0.8044492006356001,0.7917428670851672
1595,AT3G22425,Zm00001d002296,589,0.9294652509366623,0.8790089827155689,0.9042371168261156
1596,AT5G11240,Zm00001d028813,590,0.995850548669421,0.9787527969646853,0.9873016728170532
1597,AT1G54130,Zm00001d020639,592,0.9188917025782279,0.875675325096475,0.8972835138373515
1598,AT1G54130,Zm00001d032060,592,0.8987516104669243,0.6945033563576224,0.7966274834122733
1599,AT3G14050,Zm00001d020639,592,0.8223599449109246,0.914583130654733,0.8684715377828287
1600,AT3G14050,Zm00001d032060,592,0.7248878226487183,0.6282647468949638,0.6765762847718411
1601,AT2G19520,Zm00001d043682,594,0.9879095980655356,0.9028569575509939,0.9453832778082647
1602,AT2G19520,Zm00001d011705,594,0.9785038365606139,0.9222557317508188,0.9503797841557163
1603,AT2G44680,Zm00001d000052,595,0.7605735483584344,0.7395531342218763,0.7500633412901554
1604,AT2G44680,Zm00001d021557,595,0.8185281442978364,0.8551285793040827,0.8368283618009595
1605,AT5G47080,Zm00001d000052,595,0.935292549646808,0.7640496805785258,0.8496711151126669
1606,AT5G47080,Zm00001d021557,595,0.9535185925629748,0.8979083568440509,0.9257134747035128
1607,AT4G17640,Zm00001d000052,595,0.6536496512506109,0.7633167947595422,0.7084832230050766
1608,AT4G17640,Zm00001d021557,595,0.713225820782798,0.8792359827479975,0.7962309017653977
1609,AT3G60250,Zm00001d000052,595,0.8741503398640543,0.7805493400784771,0.8273498399712658
1610,AT3G60250,Zm00001d021557,595,0.8821915678173176,0.8946265849466549,0.8884090763819863
1611,AT1G60620,Zm00001d054013,596,0.9274216239430153,0.9639588805655543,0.9456902522542848
1612,AT1G60850,Zm00001d054013,596,0.985590948805663,0.9941823134546162,0.9898866311301395
1613,AT3G46970,Zm00001d042842,597,0.9023235150384291,0.9359924765703538,0.9191579958043914
1614,AT4G39820,Zm00001d016767,600,0.7307854635923409,0.8267197054044023,0.7787525844983716
1615,AT2G18915,Zm00001d015290,602,0.8588120307432583,0.8040081720011675,0.8314101013722128
1616,AT2G18915,Zm00001d014594,602,0.8625882980141277,0.8370204624314946,0.8498043802228112
1617,AT2G18915,Zm00001d007445,602,0.7287307299302501,0.7562560127984781,0.7424933713643641
1618,AT2G18915,Zm00001d053091,602,0.7631762109970825,0.7269766117903096,0.7450764113936961
1619,AT2G18915,Zm00001d036524,602,0.8252550831519244,0.6525537503648214,0.7389044167583729
1620,AT1G68050,Zm00001d015290,602,0.719978675196588,0.6738139248305607,0.6968963000135744
1621,AT1G68050,Zm00001d014594,602,0.5503354213870008,0.7615461945065992,0.6559408079468
1622,AT1G68050,Zm00001d007445,602,0.5494024612377272,0.8665852349090019,0.7079938480733645
1623,AT1G68050,Zm00001d053091,602,0.6093118308232263,0.8708297751979044,0.7400708030105654
1624,AT1G68050,Zm00001d036524,602,0.7561419876493847,0.6418458345494049,0.6989939110993948
1625,AT5G57360,Zm00001d015290,602,0.8312008529921365,0.8816875830982261,0.8564442180451813
1626,AT5G57360,Zm00001d014594,602,0.7134146341463414,0.8483964069137724,0.7809055205300569
1627,AT5G57360,Zm00001d007445,602,0.6228064329823626,0.6294963121502668,0.6261513725663147
1628,AT5G57360,Zm00001d053091,602,0.734783864232085,0.6624869835298864,0.6986354238809858
1629,AT5G57360,Zm00001d036524,602,0.878459727220223,0.8583649511949931,0.8684123392076081
1630,AT1G79915,Zm00001d036764,603,0.7744124572393265,0.7510717644388235,0.7627421108390751
1631,AT1G04580,Zm00001d034388,604,0.8867944885537847,0.828160975451568,0.8574777320026763
1632,AT1G04580,Zm00001d019376,604,0.8218426914948306,0.5403897914842559,0.6811162414895433
1633,AT2G27150,Zm00001d034388,604,0.9004779040764646,0.938405162629309,0.9194415333528867
1634,AT2G27150,Zm00001d019376,604,0.842393201449579,0.8211888315984045,0.8317910165239917
1635,AT3G43600,Zm00001d034388,604,0.8293016126882581,0.6239322891331842,0.7266169509107212
1636,AT3G43600,Zm00001d019376,604,0.7733462170687281,0.653254207607744,0.713300212338236
