,arabidopsis,grape,Group Number,Species 1 Score,Species 2 Score,Total Score
11919,AT5G56360,LOC100255312,3408,0.9796363414857004,0.9504458636216487,0.9650411025536746
11920,AT1G76450,LOC100263326,3409,0.95259038162824,0.9846493422407958,0.9686198619345179
11921,AT1G74070,LOC100254249,3410,0.983498309627509,0.9918806059952061,0.9876894578113575
11922,AT5G01015,LOC100246776,3411,0.9191910577772363,0.8775949851378793,0.8983930214575577
11923,AT2G02570,LOC100257533,3412,0.9090853714250906,0.8839400806380412,0.896512726031566
11924,AT1G78995,LOC100256402,3413,0.9497883227240886,0.9828364578121782,0.9663123902681334
11925,AT5G46860,LOC100249411,3414,0.7716565650412694,0.8264751758439036,0.7990658704425866
11926,AT5G46860,LOC100257399,3414,0.7807388907501599,0.8393949203920068,0.8100669055710834
11927,AT4G17730,LOC100249411,3414,0.7505680260713307,0.801748138556167,0.7761580823137488
11928,AT4G17730,LOC100257399,3414,0.6162580330764779,0.8225963094852703,0.7194271712808741
11929,AT2G23090,LOC100249283,3415,0.7128437852160936,0.8909032049206863,0.8018734950683899
11930,AT4G03340,LOC100255014,3416,0.6884597813175769,0.8650401718708615,0.7767499765942192
11931,AT1G03520,LOC100255014,3416,0.8305363506228489,0.9003737602636923,0.8654550554432706
11932,AT1G32690,LOC100260856,3417,0.7953035056193464,0.787356896906913,0.7913302012631297
11933,AT5G56280,LOC100246357,3418,0.9526452045198429,0.8803731716648519,0.9165091880923474
11934,AT4G26430,LOC100246357,3418,0.9574391618189017,0.9079725712940345,0.932705866556468
11935,AT5G11230,LOC100255990,3419,0.9552340632899826,0.8470937932252274,0.9011639282576049
11936,AT5G11230,LOC100247325,3419,0.9354490908537142,0.85705877159422,0.896253931223967
11937,AT2G25520,LOC100255990,3419,0.8946791337983127,0.8251743724064863,0.8599267531023995
11938,AT2G25520,LOC100247325,3419,0.969555020863156,0.9204567527001972,0.9450058867816766
11939,AT4G32390,LOC100255990,3419,0.9041574026132245,0.8832102180758703,0.8936838103445475
11940,AT4G32390,LOC100247325,3419,0.9657417841805501,0.891886164984255,0.9288139745824026
11941,AT5G16840,LOC100252458,3420,0.561630067310328,0.6757703287324524,0.6187001980213902
11942,AT5G16840,LOC100262521,3420,0.6624493649681723,0.8736925748256276,0.7680709698968999
11943,AT5G16840,LOC100246079,3420,0.7283038406481285,0.8638276582595132,0.7960657494538208
11944,AT5G16840,LOC100244246,3420,0.9199707611244785,0.9250360516789782,0.9225034064017283
11945,AT5G32450,LOC100252458,3420,0.6505223403283281,0.8121604520439095,0.7313413961861188
11946,AT5G32450,LOC100262521,3420,0.5403953339627813,0.8039259542658701,0.6721606441143257
11947,AT5G32450,LOC100246079,3420,0.764779337861298,0.7816769180964713,0.7732281279788846
11948,AT5G32450,LOC100244246,3420,0.6232449060396552,0.797021689867271,0.7101332979534631
11949,AT1G67950,LOC100252458,3420,0.8432126214479335,0.8252273463021278,0.8342199838750306
11950,AT1G67950,LOC100262521,3420,0.7188072975360156,0.7455958091762559,0.7322015533561357
11951,AT1G67950,LOC100246079,3420,0.9268297140072488,0.8056152329379911,0.8662224734726199
11952,AT1G67950,LOC100244246,3420,0.7792952212712819,0.7613113982165455,0.7703033097439137
11953,AT4G17720,LOC100252458,3420,0.43076782505406147,0.5791165131404691,0.5049421690972653
11954,AT4G17720,LOC100262521,3420,0.8094904516797125,0.8488654757350128,0.8291779637073626
11955,AT4G17720,LOC100246079,3420,0.6956720372795663,0.8205774154624916,0.7581247263710289
11956,AT4G17720,LOC100244246,3420,0.9039685682088143,0.8675240589776038,0.8857463135932091
11957,AT2G42500,LOC100264866,3422,0.8187555203606128,0.7908296300656287,0.8047925752131208
11958,AT2G42500,LOC100262164,3422,0.9166752961959005,0.9281909414638453,0.9224331188298729
11959,AT3G58500,LOC100264866,3422,0.600962446319252,0.8301951205156126,0.7155787834174323
11960,AT3G58500,LOC100262164,3422,0.9075990619194104,0.9395862150151565,0.9235926384672835
11961,AT1G06570,LOC100248785,3423,0.9335424725124113,0.8903473060158071,0.9119448892641092
11962,AT4G13630,LOC100250255,3424,0.8589711570675844,0.873568969069131,0.8662700630683577
11963,AT2G01590,LOC100250842,3425,0.9264398623336277,0.9712292886783014,0.9488345755059646
11964,AT3G55960,LOC100248837,3427,0.793055767063625,0.9198446099061185,0.8564501884848718
11965,AT3G55960,LOC100262172,3427,0.8832698809124966,0.848076753288796,0.8656733171006463
11966,AT5G21105,LOC100251280,3428,0.5339993299424359,0.5523673118363958,0.5431833208894159
11967,AT5G21100,LOC100251280,3428,0.44916395090305483,0.7027216156384172,0.575942783270736
11968,AT1G17455,LOC100266924,3429,0.8476593671001736,0.8607257423702875,0.8541925547352306
11969,AT1G17455,LOC100261078,3429,0.7833216580878993,0.6900968245092557,0.7367092412985775
11970,AT1G72630,LOC100266924,3429,0.8293972527639875,0.906365696459578,0.8678814746117827
11971,AT1G72630,LOC100261078,3429,0.6643377090122743,0.7309279260719856,0.69763281754213
11972,AT2G06255,LOC100266924,3429,0.7484664818932172,0.8190529444656993,0.7837597131794583
11973,AT2G06255,LOC100261078,3429,0.6789023238814608,0.6496247682392066,0.6642635460603337
11974,AT5G26330,LOC100256313,3432,0.8244997411141229,0.8448688896082874,0.8346843153612051
11975,AT3G20180,LOC109122015,3434,0.43237596320774835,0.2837635009859031,0.3580697320968257
11976,AT4G37650,LOC100263197,3435,0.8678098254804617,0.8942111304040732,0.8810104779422674
11977,AT4G37650,LOC100854487,3435,0.8545975086041483,0.7665146119662145,0.8105560602851813
11978,AT4G37290,LOC104879917,3436,0.9575488076021077,0.9556163774357365,0.9565825925189221
11979,AT5G56230,LOC100241138,3438,0.5264337709012274,0.5206804202595721,0.5235570955803998
11980,AT2G04240,LOC104879925,3439,0.6317911856973166,0.45529886106124373,0.5435450233792802
11981,AT2G04240,LOC100244155,3439,0.6749063442268449,0.8947349833720828,0.7848206637994639
11982,AT5G46030,LOC100253769,3440,0.915999147199464,0.9429530003825892,0.9294760737910266
11983,AT5G46030,LOC100246889,3440,0.8554015776809917,0.9211454133435357,0.8882734955122638
11984,AT3G20250,LOC100254662,3441,0.84851825906862,0.9659377851025633,0.9072280220855917
11985,AT4G25880,LOC100254662,3441,0.917723022568757,0.9569557667971395,0.9373393946829482
11986,AT2G14110,LOC100264147,3442,0.8992598909633601,0.8196356573177551,0.8594477741405576
11987,AT2G14110,LOC109122378,3442,0.8946974080955136,0.8406250919685688,0.8676612500320412
11988,AT5G03370,LOC100261830,3443,0.8898181707428502,0.8845757673857383,0.8871969690642942
11989,AT5G15160,LOC100252480,3444,0.9133859226997229,0.7947850142735219,0.8540854684866224
11990,AT5G15160,LOC100256731,3444,0.8884658727499771,0.8802260219547368,0.8843459473523569
11991,AT1G26945,LOC100252480,3444,0.8362379313495568,0.7374790311663085,0.7868584812579327
11992,AT1G26945,LOC100256731,3444,0.8810769652483782,0.9313929191559492,0.9062349422021637
11993,AT1G74500,LOC100252480,3444,0.7146468492065909,0.6525147885458665,0.6835808188762287
11994,AT1G74500,LOC100256731,3444,0.5065878841409557,0.194249389328703,0.3504186367348293
11995,AT3G28857,LOC100252480,3444,0.8945999451771084,0.8304599899938198,0.8625299675854641
11996,AT3G28857,LOC100256731,3444,0.7947004538117138,0.5766090820801083,0.6856547679459111
11997,AT5G39860,LOC100252480,3444,0.9068498157341699,0.7941610995026339,0.8505054576184019
11998,AT5G39860,LOC100256731,3444,0.9803551305089392,0.9607640012949175,0.9705595659019284
11999,AT1G72020,LOC100256310,3445,0.9957786373465721,0.990782542158392,0.9932805897524821
12000,AT1G54400,LOC104882318,3446,0.730149544665428,0.8107360428499956,0.7704427937577119
12001,AT1G54400,LOC104879973,3446,0.7515061066609814,0.8743047176197063,0.8129054121403438
12002,AT1G54400,LOC104879665,3446,0.7131544482685104,0.8604137849848436,0.7867841166266769
12003,AT2G27140,LOC104882318,3446,0.8844150702037584,0.8836693251714295,0.884042197687594
12004,AT2G27140,LOC104879973,3446,0.8830871379404868,0.8857294211130404,0.8844082795267636
12005,AT2G27140,LOC104879665,3446,0.8968294094356287,0.9033488004028633,0.900089104919246
12006,AT2G33330,LOC100266585,3447,0.9014832637894802,0.8809205685864798,0.8912019161879801
12007,AT2G33330,LOC100256598,3447,0.5073005817317943,0.6780540922334383,0.5926773369826163
12008,AT3G04370,LOC100266585,3447,0.2896780677976426,0.5054592542452692,0.3975686610214559
12009,AT3G04370,LOC100256598,3447,0.22687539975025128,0.7063715824479826,0.46662349109911694
12010,AT5G43980,LOC100266585,3447,0.2415313861054427,0.43345595809176257,0.33749367209860265
12011,AT5G43980,LOC100256598,3447,0.505777723631712,0.7175785043703463,0.6116781140010292
12012,AT1G04520,LOC100266585,3447,0.749093899430451,0.8241207804820624,0.7866073399562568
12013,AT1G04520,LOC100256598,3447,0.7377272865714373,0.7454722034197593,0.7415997449955982
12014,AT4G02090,LOC100258949,3448,0.559579285068884,0.6136613790870832,0.5866203320779836
12015,AT5G10800,LOC100262865,3449,0.8040508025462187,0.8928455810942052,0.848448191820212
12016,AT5G25060,LOC100262865,3449,0.983297292358298,0.978704493952147,0.9810008931552225
12017,AT5G10460,LOC100247455,3450,0.800907623427649,0.8438329556490773,0.8223702895383631
12018,AT5G16380,LOC100853750,3451,0.4061949867511345,0.47699461432060974,0.44159480053587213
12019,AT5G16380,LOC100260725,3451,0.2588188712575762,0.5658789252185173,0.41234889823804677
12020,AT5G16380,LOC100244442,3451,0.5804099534005421,0.7401336119367845,0.6602717826686633
12021,AT5G16380,LOC100241410,3451,0.40001218286480067,0.7654963359722181,0.5827542594185093
12022,AT5G16380,LOC100853952,3451,0.37940486705448784,0.551952676653227,0.4656787718538574
12023,AT1G61667,LOC100853750,3451,0.5845033959735632,0.31939138879896406,0.4519473923862636
12024,AT1G61667,LOC100260725,3451,0.4615356501081229,0.6587892521851731,0.5601624511466481
12025,AT1G61667,LOC100244442,3451,0.603593945116194,0.705312104535154,0.654453024825674
12026,AT1G61667,LOC100241410,3451,0.6267535711022447,0.8196592012713735,0.7232063861868091
12027,AT1G61667,LOC100853952,3451,0.590814119940304,0.5125047823655788,0.5516594511529413
12028,AT3G07460,LOC100853750,3451,0.6278073889075015,0.8259807528179169,0.7268940708627092
12029,AT3G07460,LOC100260725,3451,0.6385831328236834,0.7803349127402219,0.7094590227819526
12030,AT3G07460,LOC100244442,3451,0.6358724454055371,0.712545984284411,0.6742092148449741
12031,AT3G07460,LOC100241410,3451,0.7526573873846435,0.8254451278730981,0.7890512576288709
12032,AT3G07460,LOC100853952,3451,0.7339018670240307,0.8608846640572118,0.7973932655406213
12033,AT5G54530,LOC100853750,3451,0.8140955745743612,0.7468966126136731,0.7804960935940172
12034,AT5G54530,LOC100260725,3451,0.555703103584808,0.7791518290708968,0.6674274663278523
12035,AT5G54530,LOC100244442,3451,0.7092011086406969,0.6658053503634598,0.6875032295020783
12036,AT5G54530,LOC100241410,3451,0.6811074224103798,0.8520027075546661,0.766555064982523
12037,AT5G54530,LOC100853952,3451,0.748241098894405,0.7800052973895641,0.7641231981419846
12038,AT3G07470,LOC100853750,3451,0.6099229433801358,0.7661614526619382,0.6880421980210369
12039,AT3G07470,LOC100260725,3451,0.5941400420308836,0.6981135407163248,0.6461267913736042
12040,AT3G07470,LOC100244442,3451,0.6234398318764658,0.6926925453956856,0.6580661886360757
12041,AT3G07470,LOC100241410,3451,0.7788444552736575,0.797168839577386,0.7880066474255218
12042,AT3G07470,LOC100853952,3451,0.6788109523954559,0.7875746784778834,0.7331928154366696
12043,AT1G13380,LOC100260721,3453,0.6156732555660464,0.8421907648841932,0.7289320102251198
12044,AT1G13380,LOC100249231,3453,0.793000944172022,0.6262757062368587,0.7096383252044404
12045,AT1G13380,LOC100243921,3453,0.6931258185362288,0.8719797521998882,0.7825527853680585
12046,AT1G13380,LOC100263752,3453,0.6371821033716077,0.5995585508696548,0.6183703271206313
12047,AT4G27435,LOC100260721,3453,0.7859836140468431,0.7621236646163807,0.774053639331612
12048,AT4G27435,LOC100249231,3453,0.47231748545670516,0.5631190506554702,0.5177182680560877
12049,AT4G27435,LOC100243921,3453,0.5684463801662961,0.7484446275640837,0.65844550386519
12050,AT4G27435,LOC100263752,3453,0.21956568086985653,0.7396333029223933,0.4795994918961249
12051,AT1G61065,LOC100260721,3453,0.5169494106539153,0.5177727419876983,0.5173610763208067
12052,AT1G61065,LOC100249231,3453,0.661444278622118,0.7126558560679636,0.6870500673450408
12053,AT1G61065,LOC100243921,3453,0.609332074437304,0.7390859060007652,0.6742089902190346
12054,AT1G61065,LOC100263752,3453,0.7791246611640728,0.9153241708113835,0.8472244159877281
12055,AT3G15480,LOC100260721,3453,0.9048822830688636,0.9348538803378558,0.9198680817033598
12056,AT3G15480,LOC100249231,3453,0.6954892943075565,0.6001811576431194,0.6478352259753379
12057,AT3G15480,LOC100243921,3453,0.8983218103737093,0.9132935048117955,0.9058076575927524
12058,AT3G15480,LOC100263752,3453,0.3561599610148326,0.6470820212484182,0.5016209911316254
12059,AT1G52910,LOC100260721,3453,0.8823196174580453,0.7866741222519792,0.8344968698550123
12060,AT1G52910,LOC100249231,3453,0.5323729174915481,0.368986073097436,0.450679495294492
12061,AT1G52910,LOC100243921,3453,0.8932537386166357,0.7675446599370199,0.8303991992768278
12062,AT1G52910,LOC100263752,3453,0.36591843572015964,0.5171429412284058,0.4415306884742827
12063,AT1G68220,LOC100260721,3453,0.5920019492583681,0.6289237470202184,0.6104628481392933
12064,AT1G68220,LOC100249231,3453,0.6875765236195291,0.6882747840986754,0.6879256538591023
12065,AT1G68220,LOC100243921,3453,0.7928364754972131,0.8263692280526208,0.809602851774917
12066,AT1G68220,LOC100263752,3453,0.6591417171747936,0.6977015215280026,0.6784216193513981
12067,AT5G15190,LOC100242238,3454,0.7137635915085432,0.7291758635235489,0.721469727516046
12068,AT4G06598,LOC100257570,3455,0.6693387750129444,0.7603225521645722,0.7148306635887582
12069,AT1G58110,LOC100257570,3455,0.8797612158499071,0.8414491303452132,0.8606051730975601
12070,AT5G61340,LOC100260477,3457,0.8744129382024183,0.6963843681227948,0.7853986531626065
12071,AT5G01910,LOC100267058,3458,0.9782535863308257,0.9811354071632479,0.9796944967470368
12072,AT3G03160,LOC100264712,3459,0.849517253982274,0.5296918685070191,0.6896045612446465
12073,AT3G03160,LOC100252692,3459,0.9686717631651083,0.9366785367432826,0.9526751499541954
12074,AT5G17190,LOC100264712,3459,0.8007492461852405,0.5767444598134142,0.6887468529993273
12075,AT5G17190,LOC100252692,3459,0.9354186336917125,0.9215927484622856,0.9285056910769991
12076,AT4G20020,LOC100243925,3460,0.9517193067949928,0.9718237735071662,0.9617715401510796
12077,AT4G16850,LOC100241339,3461,0.6990284165321475,0.7758792195179375,0.7374538180250425
12078,AT4G16850,LOC100243016,3461,0.6506441689763347,0.7503104858883428,0.7004773274323388
12079,AT4G34740,LOC100250446,3462,0.6712697590838486,0.7056593778510256,0.6884645684674371
12080,AT2G16570,LOC100250446,3462,0.7716321993116682,0.6837693869743077,0.727700793142988
12081,AT5G55580,LOC100260706,3463,0.8493771510370663,0.9769622413843844,0.9131696962107254
12082,AT1G66910,LOC100263546,3464,0.582499314713855,0.6367789255455166,0.6096391201296858
12083,AT1G66910,LOC100246408,3464,0.5948344653245211,0.5919342338895592,0.5933843496070401
12084,AT1G66910,LOC100252559,3464,0.781963268662626,0.6621089496453691,0.7220361091539975
12085,AT1G66910,LOC100261246,3464,0.650833003380745,0.6402130727802466,0.6455230380804958
12086,AT1G66910,LOC100261088,3464,0.6975299241616666,0.47368472684108814,0.5856073255013774
12087,AT1G66910,LOC100247375,3464,0.5535162793530898,0.7449012625445128,0.6492087709488013
12088,AT1G66910,LOC100241191,3464,0.5852465507264033,0.6357063676584558,0.6104764591924295
12089,AT1G66910,LOC109124238,3464,0.6407882313526025,0.5946483285427927,0.6177182799476977
12090,AT2G42240,LOC100247532,3465,0.8442725306855907,0.7661084787662968,0.8051905047259438
12091,AT1G52080,LOC100265175,3467,0.8516553467547895,0.8665469849024398,0.8591011658286146
12092,AT1G14060,LOC100257445,3468,0.96944537507995,0.9893640189528826,0.9794046970164163
12093,AT1G68440,LOC100244058,3469,0.4861389455730515,0.8098016421907649,0.6479702938819082
12094,AT2G41990,LOC100258993,3470,0.8872645069154678,0.8757114688484063,0.881487987881937
12095,AT2G36885,LOC100255653,3471,0.9799470045381171,0.9800523852968008,0.979999694917459
12096,AT1G15340,LOC100854423,3472,0.8545914171717479,0.874575473086318,0.864583445129033
12097,AT1G15340,LOC100249094,3472,0.8537142509061005,0.8846110833161659,0.8691626671111332
12098,AT1G15340,LOC100259445,3472,0.854889897359364,0.9471967980223078,0.9010433476908359
12099,AT3G15790,LOC100854423,3472,0.6302926933268358,0.8339562671061538,0.7321244802164948
12100,AT3G15790,LOC100249094,3472,0.7463040233911005,0.8365284440389653,0.7914162337150329
12101,AT3G15790,LOC100259445,3472,0.7182529771875857,0.8292886783013038,0.7737708277444448
12102,AT4G27250,LOC100255535,3473,0.38703134041969967,0.7230760175402455,0.5550536789799726
12103,AT3G02690,LOC100256401,3474,0.9232174945938537,0.9642955943376791,0.9437565444657664
12104,AT1G75390,LOC100257331,3475,0.6373648463436177,0.5964566349804291,0.6169107406620233
12105,AT1G75390,LOC100265244,3475,0.38118965674778427,0.6904028959062951,0.5357962763270396
12106,AT1G75390,LOC100244279,3475,0.7066853470593609,0.814020424379764,0.7603528857195625
12107,AT1G75390,LOC100258132,3475,0.4555234063289983,0.48202124841814065,0.46877232737356944
12108,AT1G75390,LOC100247207,3475,0.612389973502269,0.7429294564289708,0.6776597149656198
12109,AT1G75390,LOC100260200,3475,0.7190022233728262,0.6677830424674063,0.6933926329201162
12110,AT1G75390,LOC100257329,3475,0.4459111260012792,0.6990847288030843,0.5724979274021817
12111,AT1G75390,LOC100855209,3475,0.4645448177138854,0.5925365667029636,0.5285406922084245
12112,AT1G13600,LOC100257331,3475,0.5111016355495995,0.5713058065275611,0.5412037210385803
12113,AT1G13600,LOC100265244,3475,0.7336216611336156,0.8340798728626505,0.783850766998133
12114,AT1G13600,LOC100244279,3475,0.4211311789967411,0.6496012242855881,0.5353662016411646
12115,AT1G13600,LOC100258132,3475,0.6998446684737916,0.6121369080902911,0.6559907882820413
12116,AT1G13600,LOC100247207,3475,0.7306185849602534,0.6279878748638865,0.67930322991207
12117,AT1G13600,LOC100260200,3475,0.32140224773855575,0.5007269195679684,0.4110645836532621
12118,AT1G13600,LOC100257329,3475,0.6460390460816862,0.6998911092145148,0.6729650776481004
12119,AT1G13600,LOC100855209,3475,0.6462339719184966,0.6230377586156155,0.6346358652670561
12120,AT4G34590,LOC100257331,3475,0.6023756586361283,0.5057829836075223,0.5540793211218253
12121,AT4G34590,LOC100265244,3475,0.5031705905643712,0.5162070690720739,0.5096888298182225
12122,AT4G34590,LOC100244279,3475,0.7942618706788901,0.7454486594661408,0.7698552650725154
12123,AT4G34590,LOC100258132,3475,0.3823287546066457,0.36436622619853437,0.3733474904025901
12124,AT4G34590,LOC100247207,3475,0.8189565376298237,0.6492245210276936,0.7340905293287586
12125,AT4G34590,LOC100260200,3475,0.7518106782809978,0.532699608581771,0.6422551434313843
12126,AT4G34590,LOC100257329,3475,0.568501203057899,0.6015715589040289,0.585036380980964
12127,AT4G34590,LOC100855209,3475,0.49620199189839487,0.6250743106036082,0.5606381512510015
12128,AT3G62420,LOC100257331,3475,0.8170803764505223,0.8063392095117572,0.8117097929811398
12129,AT3G62420,LOC100265244,3475,0.5151950781226206,0.3271550075046352,0.4211750428136279
12130,AT3G62420,LOC100244279,3475,0.9230591173514452,0.8936872774360634,0.9083731973937543
12131,AT3G62420,LOC100258132,3475,0.49161514330094724,0.24874186997851613,0.3701785066397317
12132,AT3G62420,LOC100247207,3475,0.57740687722718,0.72819682745225,0.652801852339715
12133,AT3G62420,LOC100260200,3475,0.6466238235921177,0.7690809029106213,0.7078523632513695
12134,AT3G62420,LOC100257329,3475,0.5553010690463863,0.7561258424320905,0.6557134557392383
12135,AT3G62420,LOC100855209,3475,0.5945664422989066,0.6778009947320404,0.6361837185154735
12136,AT2G18160,LOC100257331,3475,0.6099716748393385,0.5664498660937638,0.5882107704665511
12137,AT2G18160,LOC100265244,3475,0.6860292997898456,0.6274875658494953,0.6567584328196705
12138,AT2G18160,LOC100244279,3475,0.6603234550604575,0.7058006415727361,0.6830620483165968
12139,AT2G18160,LOC100258132,3475,0.7433801358389426,0.5247240942935342,0.6340521150662384
12140,AT2G18160,LOC100247207,3475,0.7519325069290044,0.7289561199564437,0.7404443134427241
12141,AT2G18160,LOC100260200,3475,0.44315779855633053,0.5432590717796286,0.4932084351679796
12142,AT2G18160,LOC100257329,3475,0.6983949075625133,0.7431001500927042,0.7207475288276088
12143,AT2G18160,LOC100855209,3475,0.6900435537416624,0.8216192354101062,0.7558313945758843
12144,AT2G04780,LOC100256792,3476,0.8636981086102397,0.8526030783719356,0.8581505934910876
12145,AT4G02400,LOC100267476,3477,0.9684829287606981,0.991271079195974,0.979877003978336
12146,AT5G08600,LOC100267476,3477,0.9660585386653671,0.9728597074663764,0.9694591230658718
12147,AT5G22090,LOC100249672,3478,0.679907410227515,0.661844080167162,0.6708757451973385
12148,AT1G70460,LOC100853911,3480,0.45831067175446305,0.5389341782996687,0.4986224250270659
12149,AT1G23540,LOC100853911,3480,0.6748454299028417,0.6109459764364263,0.6428957031696341
12150,AT2G30700,LOC100252574,3481,0.8139676544939543,0.9135878042320257,0.86377772936299
12151,AT2G30700,LOC100255582,3481,0.5201535040964883,0.7454663174313547,0.6328099107639216
12152,AT1G61900,LOC100252574,3481,0.7817622513934152,0.8756349509991466,0.8286986011962809
12153,AT1G61900,LOC100255582,3481,0.7877501294429385,0.864645810647753,0.8261979700453458
12154,AT2G04795,LOC100267059,3482,0.5872628148509121,0.6530621854674947,0.6201625001592035
12155,AT5G35732,LOC100267059,3482,0.587403594621942,0.6865887754201124,0.6369961850210273
12156,AT5G03790,LOC100251028,3484,0.3950522340328328,0.7370670119779864,0.5660596230054096
12157,AT3G09550,LOC100260111,3485,0.49299180702342155,0.4737043468024368,0.48334807691292914
12158,AT3G09550,LOC100248533,3485,0.5536807480278988,0.6662114835633774,0.6099461157956381
12159,AT3G12360,LOC100260111,3485,0.9113087442512107,0.8438152976838635,0.8775620209675371
12160,AT3G12360,LOC100248533,3485,0.9271221027624647,0.8748167986109068,0.9009694506866857
12161,AT1G50240,LOC100257868,3486,0.9652605610209242,0.9892757291268136,0.9772681450738689
12162,AT1G53470,LOC104878206,3487,0.15784728778972376,0.18753936254745576,0.17269332516858976
12163,AT1G53470,LOC104882454,3487,0.24021563670697166,0.5457782748167986,0.39299695576188515
12164,AT1G53470,LOC100262278,3487,0.6745043096884232,0.6693349814100866,0.6719196455492549
12165,AT2G17010,LOC104878206,3487,0.3331526208387902,0.3033520703964213,0.31825234561760574
12166,AT2G17010,LOC104882454,3487,0.43511710778789636,0.6317549074428324,0.5334360076153644
12167,AT2G17010,LOC100262278,3487,0.7594432430786099,0.8106248630690198,0.7850340530738149
12168,AT1G78610,LOC104878206,3487,0.3493010081320623,0.36737985226169106,0.35834043019687667
12169,AT1G78610,LOC104882454,3487,0.6134681570371273,0.6524794726154389,0.6329738148262831
12170,AT1G78610,LOC100262278,3487,0.7295708585873968,0.7245520926323775,0.7270614756098872
12171,AT3G14810,LOC104878206,3487,0.6428410440715134,0.8647399864622267,0.75379051526687
12172,AT3G14810,LOC104882454,3487,0.45091219200194926,0.5160069454663174,0.4834595687341333
12173,AT3G14810,LOC100262278,3487,0.16336003411202146,0.717515066495319,0.44043755030367027
12174,AT4G12340,LOC100242143,3488,0.8678829226692657,0.9101974749109744,0.88904019879012
12175,AT4G12340,LOC100853658,3488,0.924186032345506,0.8852349980870539,0.90471051521628
12176,AT3G13275,LOC104877630,3489,0.44284104407151337,0.5696753877394861,0.5062582159054998
12177,AT2G04550,LOC100249965,3490,0.8290804982791704,0.8587951381735778,0.8439378182263741
12178,AT5G58005,LOC100255296,3491,0.9231626717022509,0.8873009800170694,0.9052318258596601
12179,AT5G13330,LOC100266913,3492,0.8311759510248835,0.7850142735218811,0.8080951122733824
12180,AT5G13330,LOC100245655,3492,0.7822373831206408,0.8571045515040335,0.8196709673123372
12181,AT1G43160,LOC100266913,3492,0.6994304510705693,0.7895726445418902,0.7445015478062298
12182,AT1G43160,LOC100245655,3492,0.7192519721012396,0.8277857892619951,0.7735188806816173
12183,AT5G61890,LOC100266913,3492,0.7885846556817835,0.7968124102795517,0.7926985329806676
12184,AT5G61890,LOC100245655,3492,0.8293850698991868,0.8610220037866526,0.8452035368429197
12185,AT2G33710,LOC100266913,3492,0.7284987664849389,0.8035355170350315,0.7660171417599853
12186,AT2G33710,LOC100245655,3492,0.7264520451984283,0.8029338382203387,0.7646929417093835
12187,AT5G61280,LOC104882298,3493,0.7603508665062589,0.5441066541098915,0.6522287603080752
12188,AT5G51410,LOC100265629,3494,0.9372643377090123,0.9519938785720592,0.9446291081405358
12189,AT2G28410,LOC100853079,3495,0.9080802850790364,0.769439948203302,0.8387601166411691
12190,AT5G45420,LOC100250000,3496,0.9057716321993117,0.7637854753426137,0.8347785537709627
12191,AT5G45420,LOC100255727,3496,0.8910060000609143,0.8901556843933017,0.890580842227108
12192,AT3G48560,LOC100259979,3497,0.8727560685895288,0.8986609376379529,0.8857085031137408
12193,AT1G16190,LOC100267246,3498,0.9074102275150001,0.9000853468318667,0.9037477871734334
12194,AT1G16190,LOC100245820,3498,0.8945390308531052,0.7335001030047971,0.8140195669289512
12195,AT1G16190,LOC100244610,3498,0.7598635519142326,0.6176638512022131,0.6887637015582229
12196,AT5G38470,LOC100267246,3498,0.8652514238723236,0.9017157656199418,0.8834835947461327
12197,AT5G38470,LOC100245820,3498,0.8065421983979533,0.9333058653874452,0.8699240318926993
12198,AT5G38470,LOC100244610,3498,0.7289312581853623,0.8194061037699756,0.7741686809776689
12199,AT1G79650,LOC100267246,3498,0.8981756159961014,0.9226816563171371,0.9104286361566192
12200,AT1G79650,LOC100245820,3498,0.8559619894618219,0.8332028605903646,0.8445824250260933
12201,AT1G79650,LOC100244610,3498,0.8225261170164164,0.7638011713116926,0.7931636441640545
12202,AT3G02540,LOC100267246,3498,0.6853287850638078,0.7120162453279967,0.6986725151959022
12203,AT3G02540,LOC100245820,3498,0.7157250327414492,0.8034903911239295,0.7596077119326894
12204,AT3G02540,LOC100244610,3498,0.8310053909176743,0.6919038229494688,0.7614546069335716
12205,AT3G13224,LOC100240900,3499,0.8462644290804984,0.7548426969598869,0.8005535630201926
12206,AT3G13224,LOC100265210,3499,0.9565071726616514,0.9282968892551281,0.9424020309583898
12207,AT3G13224,LOC100246013,3499,0.8474948984253647,0.7010035610229848,0.7742492297241748
12208,AT5G40490,LOC100240900,3499,0.885944019736241,0.9401336119367845,0.9130388158365128
12209,AT5G40490,LOC100265210,3499,0.9027137331343466,0.8168456988139733,0.8597797159741599
12210,AT5G40490,LOC100246013,3499,0.9292662869673803,0.9043821183672268,0.9168242026673036
12211,AT2G35270,LOC100265031,3500,0.5388829183182425,0.6974961659325531,0.6181895421253978
12212,AT2G35270,LOC100253941,3500,0.38711923108719015,0.5939845198504959,0.49055187546884305
12213,AT2G35270,LOC100262516,3500,0.5008897842327623,0.4670826098472586,0.48398619704001045
12214,AT2G45430,LOC100265031,3500,0.4986446562909268,0.7768785295492968,0.6377615929201118
12215,AT2G45430,LOC100253941,3500,0.3980020101726921,0.5986874245857735,0.4983447173792328
12216,AT2G45430,LOC100262516,3500,0.399500502543173,0.39225698225374495,0.395878742398459
12217,AT4G12050,LOC100265031,3500,0.36065848384247556,0.7312751993878572,0.5459668416151664
