,arabidopsis,mustard,Group Number,Species 1 Score,Species 2 Score,Total Score
12749,AT1G15690,AVP1-2,3373,0.7057237649886361,0.4892144913254324,0.5974691281570342
12750,AT2G47370,LOC103866386,3374,0.46486759493891344,0.6573636575814942,0.5611156262602038
12751,AT2G16760,LOC103866386,3374,0.7366832989367539,0.8024895619926868,0.7695864304647204
12752,AT5G12010,LOC103861909,3375,0.7646751482536116,0.8487266927724904,0.806700920513051
12753,AT5G12010,LOC103859573,3375,0.720865226364325,0.7173828479551879,0.7191240371597565
12754,AT4G29780,LOC103861909,3375,0.955824342328692,0.8614014159383834,0.9086128791335377
12755,AT4G29780,LOC103859573,3375,0.792305615785853,0.803148258603252,0.7977269371945526
12756,AT1G75420,LOC103872773,3376,0.9156665534627342,0.9390731568164725,0.9273698551396033
12757,AT1G19710,LOC103872773,3376,0.9033360328117245,0.9354477321646224,0.9193918824881735
12758,AT1G65410,LOC103852232,3379,0.8201154680111811,0.8805217707009674,0.8503186193560742
12759,AT3G01930,LOC103852185,3380,0.8449019044384649,0.771821270195275,0.8083615873168699
12760,AT3G01930,LOC103846506,3380,0.8500535541680817,0.8773268328103524,0.863690193489217
12761,AT3G01930,LOC103856061,3380,0.6123252958541237,0.5654106480641062,0.588867971959115
12762,AT5G14120,LOC103852185,3380,0.33651175143899614,0.5728015352298955,0.45465664333444583
12763,AT5G14120,LOC103846506,3380,0.42599510610691677,0.6202069448406421,0.5231010254737795
12764,AT5G14120,LOC103856061,3380,0.907785237626665,0.9162573584709941,0.9120212980488296
12765,AT4G33950,LOC103871868,3381,0.7957417905378928,0.917403594305127,0.8565726924215099
12766,AT4G33950,LOC103830529,3381,0.6935029650722327,0.7435958611031871,0.7185494130877099
12767,AT4G33950,LOC103860656,3381,0.5726272891141356,0.7542854179092866,0.6634563535117111
12768,AT4G33950,LOC103847173,3381,0.8100107108336164,0.881076735561837,0.8455437231977267
12769,AT4G33950,LOC103854644,3381,0.7357976958645732,0.87935997510438,0.8075788354844766
12770,AT4G33950,LOC103862308,3381,0.7417487395177513,0.8139259873965924,0.7778373634571718
12771,AT4G33950,LOC103855807,3381,0.8148227487656416,0.9229065636264618,0.8688646561960518
12772,AT4G33950,LOC103829556,3381,0.5786985030956922,0.6370218614662483,0.6078601822809702
12773,AT4G33950,LOC103843271,3381,0.7667337182267039,0.9078447135707062,0.8372892158987051
12774,AT4G33950,LOC103830167,3381,0.6270801222602471,0.7205207333834703,0.6738004278218588
12775,AT4G33950,LOC103868068,3381,0.7754434546357011,0.8370345397912111,0.806238997213456
12776,AT1G78290,LOC103871868,3381,0.49110478330154916,0.786680843339125,0.6388928133203371
12777,AT1G78290,LOC103830529,3381,0.8760678178635806,0.9522470890277741,0.9141574534456773
12778,AT1G78290,LOC103860656,3381,0.16603882024086314,0.4922647810539722,0.32915180064741767
12779,AT1G78290,LOC103847173,3381,0.4767574910525353,0.8396773942584477,0.6582174426554914
12780,AT1G78290,LOC103854644,3381,0.41614984717469106,0.7974948782448588,0.6068223627097749
12781,AT1G78290,LOC103862308,3381,0.7966613547898326,0.9211534970566115,0.8589074259232221
12782,AT1G78290,LOC103855807,3381,0.7425115598631102,0.9423251471694198,0.842418353516265
12783,AT1G78290,LOC103829556,3381,0.2795684317772147,0.52581105261793,0.40268974219757236
12784,AT1G78290,LOC103843271,3381,0.33904229473079234,0.7054588833277146,0.5222505890292535
12785,AT1G78290,LOC103830167,3381,0.30207163196530734,0.633878789450481,0.46797521070789416
12786,AT1G78290,LOC103868068,3381,0.3259019305624494,0.6730231177729946,0.499462524167722
12787,AT5G08590,LOC103871868,3381,0.8648919773243814,0.8513212831617438,0.8581066302430627
12788,AT5G08590,LOC103830529,3381,0.6759842211134042,0.4999611005938643,0.5879726608536342
12789,AT5G08590,LOC103860656,3381,0.7569058752840983,0.7859293644413325,0.7714176198627154
12790,AT5G08590,LOC103847173,3381,0.8476292484129679,0.8790435932678096,0.8633364208403888
12791,AT5G08590,LOC103854644,3381,0.7133101700671386,0.6594849718627629,0.6863975709649508
12792,AT5G08590,LOC103862308,3381,0.8168186211761018,0.7281294572236198,0.7724740391998608
12793,AT5G08590,LOC103855807,3381,0.7986520024034065,0.7299914421306501,0.7643217222670283
12794,AT5G08590,LOC103829556,3381,0.7949005982392434,0.7118228261715204,0.753361712205382
12795,AT5G08590,LOC103843271,3381,0.9160740876198438,0.9152304141490106,0.9156522508844271
12796,AT5G08590,LOC103830167,3381,0.848141278507798,0.7830606052747594,0.8156009418912786
12797,AT5G08590,LOC103868068,3381,0.8740510462655765,0.8369596224164311,0.8555053343410037
12798,AT1G10940,LOC103871868,3381,0.9470675827477207,0.9422940276445114,0.9446808051961161
12799,AT1G10940,LOC103830529,3381,0.7842838109668486,0.5267757578900962,0.6555297844284724
12800,AT1G10940,LOC103860656,3381,0.651364978186473,0.7999273877752133,0.7256461829808432
12801,AT1G10940,LOC103847173,3381,0.8459520886125552,0.8558906667358211,0.8509213776741882
12802,AT1G10940,LOC103854644,3381,0.8069489798584081,0.7955810274629808,0.8012650036606944
12803,AT1G10940,LOC103862308,3381,0.8533504010031611,0.6434636031223256,0.7484070020627434
12804,AT1G10940,LOC103855807,3381,0.8547454217717286,0.7690153263660174,0.811880374068873
12805,AT1G10940,LOC103829556,3381,0.7764413908409311,0.6520474054096107,0.7142443981252709
12806,AT1G10940,LOC103843271,3381,0.8698555343661014,0.8835766707294935,0.8767161025477974
12807,AT1G10940,LOC103830167,3381,0.8235272603777528,0.81871320764503,0.8211202340113914
12808,AT1G10940,LOC103868068,3381,0.9122756602837064,0.8672896334523367,0.8897826468680216
12809,AT4G40010,LOC103871868,3381,0.8430209775594973,0.8861751510593606,0.864598064309429
12810,AT4G40010,LOC103830529,3381,0.7836463857467542,0.5324135784860351,0.6580299821163946
12811,AT4G40010,LOC103860656,3381,0.56773687922882,0.7281507798610571,0.6479438295449386
12812,AT4G40010,LOC103847173,3381,0.7912589148096867,0.85052254868909,0.8208907317493883
12813,AT4G40010,LOC103854644,3381,0.8670707176258523,0.8099063820958999,0.8384885498608761
12814,AT4G40010,LOC103862308,3381,0.773949162726299,0.6327014340914395,0.7033252984088693
12815,AT4G40010,LOC103855807,3381,0.8001097207346065,0.7946681880656622,0.7973889544001344
12816,AT4G40010,LOC103829556,3381,0.4872802319809817,0.5026633126734266,0.49497177232720413
12817,AT4G40010,LOC103843271,3381,0.8678283131743253,0.8606519540468348,0.86424013361058
12818,AT4G40010,LOC103830167,3381,0.736226129209227,0.7898031690049532,0.7630146491070902
12819,AT4G40010,LOC103868068,3381,0.7264296350479376,0.7856700350670943,0.756049835057516
12820,AT3G50500,LOC103871868,3381,0.7396692703571148,0.871590467052203,0.8056298687046589
12821,AT3G50500,LOC103830529,3381,0.5363567491313775,0.299240164933482,0.4177984570324298
12822,AT3G50500,LOC103860656,3381,0.7634002978134226,0.9009678748534068,0.8321840863334147
12823,AT3G50500,LOC103847173,3381,0.6257268998667677,0.7752029252353414,0.7004649125510545
12824,AT3G50500,LOC103854644,3381,0.6499438334334753,0.6576852260055497,0.6538145297195125
12825,AT3G50500,LOC103862308,3381,0.5533895869798062,0.534529706179819,0.5439596465798127
12826,AT3G50500,LOC103855807,3381,0.5632174299224117,0.48510671403749905,0.5241620719799553
12827,AT3G50500,LOC103829556,3381,0.7386452101674547,0.8098233966961438,0.7742343034317992
12828,AT3G50500,LOC103843271,3381,0.6576556336372424,0.7873654728871139,0.7225105532621782
12829,AT3G50500,LOC103830167,3381,0.7438700070534757,0.8404968750810404,0.7921834410672581
12830,AT3G50500,LOC103868068,3381,0.5704955719846391,0.8671167472028446,0.7188061595937418
12831,AT5G63650,LOC103871868,3381,0.6070273518116983,0.7172013173932211,0.6621143346024597
12832,AT5G63650,LOC103830529,3381,0.31433423025679874,0.16421254635512564,0.23927338830596218
12833,AT5G63650,LOC103860656,3381,0.7074270487734788,0.6873265734809781,0.6973768111272285
12834,AT5G63650,LOC103847173,3381,0.635737610700384,0.6941936153108063,0.6649656130055952
12835,AT5G63650,LOC103854644,3381,0.4222994331095379,0.48623739010917766,0.45426841160935777
12836,AT5G63650,LOC103862308,3381,0.6059667180438361,0.4978138533751718,0.5518902857095039
12837,AT5G63650,LOC103855807,3381,0.45605684579011996,0.41067399704364516,0.43336542141688256
12838,AT5G63650,LOC103829556,3381,0.6567360693853027,0.6355281242706361,0.6461320968279693
12839,AT5G63650,LOC103843271,3381,0.8140651532171687,0.8036669173517285,0.8088660352844486
12840,AT5G63650,LOC103830167,3381,0.8170380626453148,0.8406109800057052,0.82882452132551
12841,AT5G63650,LOC103868068,3381,0.800747145954701,0.8644370103357163,0.8325920781452086
12842,AT1G60940,LOC103871868,3381,0.8815120562188146,0.9692850289152252,0.9253985425670199
12843,AT1G60940,LOC103830529,3381,0.7424436375035921,0.6409844143046083,0.6917140259041001
12844,AT1G60940,LOC103860656,3381,0.5342981791582853,0.8098568213710456,0.6720775002646655
12845,AT1G60940,LOC103847173,3381,0.7637503592047858,0.897061798189881,0.8304060786973334
12846,AT1G60940,LOC103854644,3381,0.6584968259358916,0.7614999611005939,0.7099983935182428
12847,AT1G60940,LOC103862308,3381,0.7581075785678831,0.7110085319364124,0.7345580552521478
12848,AT1G60940,LOC103855807,3381,0.7548107317328039,0.7533829516869376,0.7540968417098708
12849,AT1G60940,LOC103829556,3381,0.7738812403667807,0.7885635745960945,0.7812224074814376
12850,AT1G60940,LOC103843271,3381,0.6378484286423366,0.8310417260963149,0.7344450773693257
12851,AT1G60940,LOC103830167,3381,0.8176963870529533,0.7780866678768704,0.7978915274649119
12852,AT1G60940,LOC103868068,3381,0.7013401604012643,0.8672723448273876,0.784306252614326
12853,AT5G66880,LOC103871868,3381,0.8536952375976383,0.9136951842535204,0.8836952109255793
12854,AT5G66880,LOC103830529,3381,0.5906476135740224,0.27606130546406993,0.43335445951904616
12855,AT5G66880,LOC103860656,3381,0.6393583949423967,0.8781065497955619,0.7587324723689792
12856,AT5G66880,LOC103847173,3381,0.7859191723921732,0.7861881175280724,0.7860536449601228
12857,AT5G66880,LOC103854644,3381,0.6978761200658324,0.6462176810767355,0.6720469005712839
12858,AT5G66880,LOC103862308,3381,0.7209070247394133,0.488872176551438,0.6048896006454256
12859,AT5G66880,LOC103855807,3381,0.72508686224823,0.46804802780010896,0.5965674450241695
12860,AT5G66880,LOC103829556,3381,0.7135818595052118,0.8556365239490676,0.7846091917271397
12861,AT5G66880,LOC103843271,3381,0.8296454975312835,0.7287829672467,0.7792142323889917
12862,AT5G66880,LOC103830167,3381,0.7846652211395282,0.8413526620160265,0.8130089415777774
12863,AT5G66880,LOC103868068,3381,0.8465006922855874,0.9126031194442283,0.879551905864908
12864,AT5G53850,LOC103852010,3382,0.8718879803547637,0.893540105287726,0.8827140428212448
12865,AT5G53850,LOC103844853,3382,0.9698267979832284,0.9077772879334043,0.9388020429583164
12866,AT2G03510,LOC103839403,3383,0.8977716241281121,0.9503799175332589,0.9240757708306855
12867,AT1G76620,LOC103832122,3384,0.7375532276182764,0.820165452140764,0.7788593398795202
12868,AT1G76620,LOC103837698,3384,0.4985396692703571,0.7321490625243122,0.6153443658973347
12869,AT1G76620,LOC103829585,3384,0.5626427022649495,0.7649231088405384,0.663782905552744
12870,AT1G76620,LOC103872898,3384,0.6558583035084511,0.4489452498062233,0.5524017766573373
12871,AT1G21060,LOC103832122,3384,0.5165338697458137,0.7615518269754415,0.6390428483606276
12872,AT1G21060,LOC103837698,3384,0.528284437942475,0.7259718368299577,0.6271281373862163
12873,AT1G21060,LOC103829585,3384,0.7322918571540532,0.7926765384715128,0.762484197812783
12874,AT1G21060,LOC103872898,3384,0.8629117793045795,0.8775821281721026,0.870246953738341
12875,AT1G43020,LOC103832122,3384,0.37425220094568823,0.6306112393350795,0.5024317201403838
12876,AT1G43020,LOC103837698,3384,0.9607356514015518,0.7566608749773086,0.8586982631894302
12877,AT1G43020,LOC103829585,3384,0.9472034274667572,0.49264282565286166,0.7199231265598094
12878,AT1G43020,LOC103872898,3384,0.659055879202696,0.28759051315520284,0.47332319617894947
12879,AT5G66600,LOC103832122,3384,0.7930980433135661,0.6977619875003243,0.7454300154069452
12880,AT5G66600,LOC103837698,3384,0.8334178008829907,0.8263011851352403,0.8298594930091154
12881,AT5G66600,LOC103829585,3384,0.8344157370882207,0.7183786727522626,0.7763972049202417
12882,AT5G66600,LOC103872898,3384,0.5308236892290813,0.430872873859311,0.4808482815441961
12883,AT1G60230,LOC103838515,3385,0.9924553932965855,0.9881642073597676,0.9903098003281765
12884,AT4G11440,LOC103853522,3386,0.937464406071214,0.9038977204948003,0.9206810632830071
12885,AT5G42040,LOC103838195,3387,0.6197305746405776,0.7654002748891366,0.6925654247648572
12886,AT5G42040,LOC103849699,3387,0.6406413728444084,0.8316174373071238,0.7361294050757661
12887,AT1G64520,LOC103838195,3387,0.9417121659395492,0.9004019605300693,0.9210570632348092
12888,AT1G64520,LOC103849699,3387,0.9442566420230413,0.9773138663416404,0.9607852541823408
12889,AT1G72500,LOC103835866,3388,0.8020585699730923,0.8657088768444802,0.8338837234087862
12890,AT1G72500,LOC103872710,3388,0.7326366937485305,0.8501283680402479,0.7913825308943891
12891,AT1G72500,LOC103831758,3388,0.6401107656939836,0.5682632711807266,0.6041870184373551
12892,AT1G72500,LOC103842665,3388,0.6814127850779801,0.7829050076502165,0.7321588963640984
12893,AT1G19110,LOC103835866,3388,0.7612058831212937,0.8237286377427971,0.7924672604320454
12894,AT1G19110,LOC103872710,3388,0.8084850701428982,0.7858250564041389,0.7971550632735185
12895,AT1G19110,LOC103831758,3388,0.7459181274327961,0.5689323409662612,0.6574252341995286
12896,AT1G19110,LOC103842665,3388,0.9517960239295699,0.9421384300199684,0.9469672269747691
12897,AT2G01860,LOC103827546,3389,0.8780009927114083,0.962993698296206,0.9204973455038071
12898,AT2G04305,LOC103828536,3390,0.790804357480603,0.9237156712740853,0.8572600143773441
12899,AT5G37890,LOC103850097,3391,0.7926597409081277,0.6886854594019866,0.7406726001550572
12900,AT5G37890,LOC103864155,3391,0.8999190156482667,0.8369855553538549,0.8684522855010608
12901,AT5G37930,LOC103850097,3391,0.8976775777841636,0.893649023624906,0.8956633007045347
12902,AT5G37930,LOC103864155,3391,0.7205308393636197,0.7050128368040248,0.7127718380838223
12903,AT4G32430,LOC103850943,3392,0.9722876773165442,0.9632478410829596,0.9677677591997519
12904,AT1G27760,LOC103839015,3393,0.9149925546644374,0.8684110889240425,0.89170182179424
12905,AT5G51510,LOC103833033,3394,0.9334987852347241,0.9100749461891549,0.9217868657119395
12906,AT1G08340,LOC103866441,3395,0.5211212414117401,0.4921760327792329,0.5066486370954865
12907,AT1G08340,LOC103846905,3395,0.8263190435138501,0.7490832706620679,0.7877011570879591
12908,AT1G08340,LOC103870339,3395,0.9638879455227845,0.7140738051399083,0.8389808753313464
12909,AT1G08340,LOC103858718,3395,0.9004589113264888,0.7398667047016415,0.8201628080140652
12910,AT1G08340,LOC103866297,3395,0.6383482675444325,0.5394673374653147,0.5889078025048736
12911,AT1G08340,LOC103851440,3395,0.24333620697162062,0.8381784704753508,0.5407573387234856
12912,AT5G22400,LOC103866441,3395,0.8544476083492255,0.5993464899769197,0.7268970491630726
12913,AT5G22400,LOC103846905,3395,0.7827633950730166,0.7575374082622339,0.7701504016676253
12914,AT5G22400,LOC103870339,3395,0.8256694271010214,0.6799823656025518,0.7528258963517866
12915,AT5G22400,LOC103858718,3395,0.7956790929752605,0.7176058712170327,0.7566424820961466
12916,AT5G22400,LOC103866297,3395,0.6893126779696439,0.5501568942714141,0.619734786120529
12917,AT5G22400,LOC103851440,3395,0.935222968207111,0.8897487098363631,0.9124858390217371
12918,AT2G46710,LOC103866441,3395,0.888570756811829,0.898208034024014,0.8933893954179215
12919,AT2G46710,LOC103846905,3395,0.8604247759868334,0.8116594486657505,0.836042112326292
12920,AT2G46710,LOC103870339,3395,0.8825517907991326,0.7420554446202122,0.8123036177096724
12921,AT2G46710,LOC103858718,3395,0.8525301078920557,0.7685952127797515,0.8105626603359036
12922,AT2G46710,LOC103866297,3395,0.6122521486977194,0.8386660096989186,0.725459079198319
12923,AT2G46710,LOC103851440,3395,0.9174743331852975,0.8399989626825031,0.8787366479339003
12924,AT3G11490,LOC103866441,3395,0.8878915332166462,0.7176006846295481,0.8027461089230972
12925,AT3G11490,LOC103846905,3395,0.8216724574832153,0.8760768652265243,0.8488746613548698
12926,AT3G11490,LOC103870339,3395,0.8862352726037774,0.7610020487020565,0.823618660652917
12927,AT3G11490,LOC103858718,3395,0.8587162674051046,0.8325406498794118,0.8456284586422582
12928,AT3G11490,LOC103866297,3395,0.7114814911570313,0.6673374653146962,0.6894094782358637
12929,AT3G11490,LOC103851440,3395,0.8999921628046711,0.9167812038069552,0.9083866833058132
12930,AT4G03100,LOC103866441,3395,0.6951017529193553,0.6722439770752834,0.6836728649973194
12931,AT4G03100,LOC103846905,3395,0.9934690038924737,0.9980239101683048,0.9957464570303893
12932,AT4G03100,LOC103870339,3395,0.9653752710363385,0.8956925390939032,0.9305339050651209
12933,AT4G03100,LOC103858718,3395,0.9929778729851876,0.9965509193226316,0.9947643961539097
12934,AT4G03100,LOC103866297,3395,0.19790485644870556,0.46844739503643573,0.33317612574257066
12935,AT4G03100,LOC103851440,3395,0.7592413594921498,0.8573999636938875,0.8083206615930186
12936,AT1G15710,LOC103858107,3396,0.6239609185192925,0.7581338658229818,0.6910473921711371
12937,AT1G15710,LOC103842888,3396,0.8300530316883931,0.8949093643837037,0.8624811980360484
12938,AT5G34930,LOC103858107,3396,0.9139632696778912,0.9158994839345452,0.9149313768062182
12939,AT5G34930,LOC103842888,3396,0.5982758170276131,0.4415341925779933,0.5199050048028032
12940,AT4G09680,LOC103838843,3398,0.9773191567177827,0.8841523819403024,0.9307357693290426
12941,AT2G03120,LOC103875446,3399,0.9626113534836334,0.9613806695884444,0.9619960115360389
12942,AT2G03120,LOC103839426,3399,0.9522662556493117,0.9524752988771038,0.9523707772632077
12943,AT2G03120,LOC103853961,3399,0.953572454870817,0.9628277274966935,0.9582000911837553
12944,AT1G66680,LOC103831119,3400,0.9236970662765485,0.917491766292368,0.9205944162844582
12945,AT4G21820,LOC103859500,3401,0.9948709910568893,0.9982780529550582,0.9965745220059737
12946,AT1G79530,LOC103872420,3402,0.8557851563520468,0.88904852052592,0.8724168384389834
12947,AT1G79530,LOC103853196,3402,0.9230282922751377,0.9316718964757137,0.9273500943754257
12948,AT1G79530,LOC103830479,3402,0.9177878209984587,0.9275589326002956,0.9226733767993771
12949,AT1G16300,LOC103872420,3402,0.8183651610543641,0.8898731879359976,0.8541191744951808
12950,AT1G16300,LOC103853196,3402,0.8431411478878759,0.8903814735095045,0.8667613106986902
12951,AT1G16300,LOC103830479,3402,0.8601269625643304,0.8864085474961749,0.8732677550302527
12952,AT1G71840,LOC103830828,3403,0.9505420726769248,0.9499442441845388,0.9502431584307318
12953,AT1G71840,LOC103831694,3403,0.7902975521826588,0.7372111719094422,0.7637543620460505
12954,AT2G40700,LOC103866515,3404,0.9964889364925938,0.9938279608931304,0.9951584486928622
12955,AT1G77300,LOC103832181,3405,0.9822670393688444,0.9779881227146598,0.9801275810417521
12956,AT1G54360,LOC103836545,3408,0.8781629614148749,0.841518632815539,0.8598407971152069
12957,AT1G54360,LOC103844197,3408,0.9617701611849839,0.9583465159098572,0.9600583385474206
12958,AT1G04950,LOC103836545,3408,0.8862404974006636,0.9051113819662353,0.8956759396834495
12959,AT1G04950,LOC103844197,3408,0.8476919459756002,0.9541194471097743,0.9009056965426872
12960,AT2G06925,LOC103868431,3409,0.7777110164842341,0.8191125748813568,0.7984117956827954
12961,AT1G67360,LOC103852398,3410,0.8224718514067766,0.7588029356085164,0.7906373935076465
12962,AT1G67360,LOC103831029,3410,0.8363227879516183,0.9435647415782786,0.8899437647649484
12963,AT2G16405,LOC103846038,3411,0.8806447399357349,0.9243328751847721,0.9024888075602535
12964,AT4G00030,LOC103836953,3412,0.8088664803155777,0.9155934752729441,0.8622299777942609
12965,AT4G19830,LOC103834132,3413,0.9140155176467515,0.9323720857861569,0.9231938017164543
12966,AT1G53840,LOC103848507,3415,0.7729146529428669,0.9409870075983507,0.8569508302706088
12967,AT1G18485,LOC103872608,3416,0.9829044645889391,0.9797360026970254,0.9813202336429823
12968,AT2G37200,LOC103864883,3417,0.6437472243266543,0.8732294286973885,0.7584883265120215
12969,AT2G37200,LOC103829736,3417,0.7351916194257948,0.8094395892222712,0.772315604324033
12970,AT2G37200,LOC103867218,3417,0.8448914548446929,0.9578849096237131,0.9013881822342029
12971,AT2G28370,LOC103864883,3417,0.9129914574570914,0.9320297710121626,0.922510614234627
12972,AT2G28370,LOC103829736,3417,0.7946184592073984,0.7725110863307487,0.7835647727690735
12973,AT2G28370,LOC103867218,3417,0.8271323702291073,0.9352506418402011,0.8811915060346542
12974,AT2G35020,LOC103867398,3419,0.6652368139188589,0.8994580016078422,0.7823474077633505
12975,AT2G35020,LOC103840271,3419,0.5827895190574466,0.6984621768107674,0.6406258479341069
12976,AT1G31070,LOC103867398,3419,0.8500431045743096,0.8414667669406913,0.8457549357575005
12977,AT1G31070,LOC103840271,3419,0.8967475639384519,0.8803402401390006,0.8885439020387262
12978,AT3G10985,LOC103870413,3420,0.856563651088064,0.8165504006638832,0.8365570258759736
12979,AT3G10985,LOC103847181,3420,0.8538937798793073,0.9568475921267602,0.9053706860030337
12980,AT3G10985,LOC103859369,3420,0.6783197053214557,0.6671922408651227,0.6727559730932893
12981,AT1G59540,LOC103838600,3421,0.9719271663314089,0.9492855475739738,0.9606063569526913
12982,AT1G59540,LOC103859267,3421,0.9856318085634421,0.9827753429630975,0.9842035757632699
12983,AT1G59540,LOC103847594,3421,0.942417513519162,0.9304582350042789,0.9364378742617205
12984,AT3G10180,LOC103838600,3421,0.957329083831866,0.958107932885558,0.957718508358712
12985,AT3G10180,LOC103859267,3421,0.9883016797721987,0.9931796374575348,0.9907406586148668
12986,AT3G10180,LOC103847594,3421,0.9586718566315734,0.9592904748320842,0.9589811657318288
12987,AT4G36630,LOC103835541,3422,0.719835941377779,0.8092373123103654,0.7645366268440722
12988,AT4G36630,LOC103862479,3422,0.9845868491862378,0.9804569383574078,0.9825218937718228
12989,AT2G03390,LOC103875431,3423,0.9574806029415607,0.9941702756671248,0.9758254393043427
12990,AT1G08130,LOC103871561,3424,0.9648005433788761,0.9721376520318457,0.9684690977053609
12991,AT1G08130,LOC103843415,3424,0.9333315917343713,0.9461891548455693,0.9397603732899703
12992,AT1G09932,LOC103836302,3425,0.9351406776561562,0.9150540701745287,0.9250973739153424
12993,AT1G34210,LRRII6,3426,0.5356043783797905,0.880288374264153,0.7079463763219718
12994,AT1G34210,LOC103834483,3426,0.4806865383108232,0.4286922019657166,0.45468937013826993
12995,AT1G34210,LRRII5,3426,0.4309307975652446,0.48397603796582034,0.4574534177655325
12996,AT1G34210,LOC103830829,3426,0.6085373181117584,0.79207489432328,0.7003061062175192
12997,AT4G33430,LRRII6,3426,0.5294443428511716,0.6686029926609787,0.5990236677560752
12998,AT4G33430,LOC103834483,3426,0.9303430079155672,0.9583672622597962,0.9443551350876818
12999,AT4G33430,LRRII5,3426,0.9252227069672666,0.9442701174762065,0.9347464122217366
13000,AT4G33430,LOC103830829,3426,0.48738472791870213,0.5156972070226394,0.5015409674706708
13001,AT1G71830,LRRII6,3426,0.9503383055983698,0.9568527787142449,0.9535955421563074
13002,AT1G71830,LOC103834483,3426,0.3609968912458528,0.534441534192578,0.44771921271921544
13003,AT1G71830,LRRII5,3426,0.3497531283471355,0.5208423018075258,0.4352977150773306
13004,AT1G71830,LOC103830829,3426,0.9743723712740667,0.9643940769170924,0.9693832240955795
13005,AT1G53460,LOC103832667,3427,0.822493331127308,0.8775654158346516,0.8500293734809798
13006,AT3G56460,LOC103830055,3428,0.7749053005564408,0.7707845289858205,0.7728449147711307
13007,AT1G22830,LOC103840825,3429,0.9219310849290734,0.8335831539638495,0.8777571194464615
13008,AT1G22830,LOC103830844,3429,0.8682933200971813,0.849267394517777,0.8587803573074791
13009,AT1G71490,LOC103840825,3429,0.9809817393348833,0.9094058764036203,0.9451938078692518
13010,AT1G71490,LOC103830844,3429,0.9697066276548499,0.9761002048702057,0.9729034162625279
13011,AT5G44635,LOC103827885,3430,0.994054181143708,0.9885532014211249,0.9913036912824165
13012,AT5G51550,LOC103845982,3431,0.8493023444824693,0.846539249500791,0.8479207969916301
13013,AT5G51550,LOC103852142,3431,0.8982064433356265,0.9210601384818858,0.9096332909087561
13014,AT2G35150,LOC103845982,3431,0.6570356244067679,0.6898057622986955,0.6734206933527317
13015,AT2G35150,LOC103852142,3431,0.7424610534932121,0.8302792977360546,0.7863701756146333
13016,AT2G17230,LOC103845982,3431,0.9163575328509104,0.9230258551386116,0.919691693994761
13017,AT2G17230,LOC103852142,3431,0.8112607434885969,0.8863566816213273,0.8488087125549622
13018,AT5G62810,LOC103837428,3432,0.6520598761723139,0.7927387775213298,0.7223993268468218
13019,AT5G62810,LOC103874718,3432,0.9500875153478409,0.9505614480952257,0.9503244817215333
13020,AT1G48950,LOC103832970,3433,0.8842498497870894,0.955550945255569,0.9199003975213292
13021,AT2G26550,LOC103829625,3434,0.9618694323258183,0.9644978086667877,0.963183620496303
13022,AT2G26550,LOC103847911,3434,0.404968781838606,0.5520240657659292,0.47849642380226765
13023,AT2G26550,LOC103840143,3434,0.9593667546174142,0.9799330930214465,0.9696499238194303
13024,AT2G26670,LOC103829625,3434,0.9819796755401133,0.9819610487279895,0.9819703621340514
13025,AT2G26670,LOC103847911,3434,0.7315812847775542,0.8629133061901922,0.7972472954838732
13026,AT2G26670,LOC103840143,3434,0.7649729616761148,0.7784445424133192,0.771708752044717
13027,AT1G69720,LOC103829625,3434,0.43136968050367047,0.8298125048624259,0.6305910926830481
13028,AT1G69720,LOC103847911,3434,0.24380992188928655,0.81188765851508,0.5278487902021833
13029,AT1G69720,LOC103840143,3434,0.0942448862300478,0.5431498145794974,0.3186973504047726
13030,AT2G43160,LOC103866050,3438,0.9666919198516157,0.9796063380099064,0.973149128930761
13031,AT2G43160,LOC103858054,3438,0.9505420726769248,0.9828012759005214,0.9666716742887231
13032,AT2G43160,LOC103847542,3438,0.8644112960108676,0.9170872124685564,0.890749254239712
13033,AT2G43160,LOC103866701,3438,0.8967266647509079,0.969310961852649,0.9330188133017785
13034,AT2G43160,LOC103850791,3438,0.9064029885838187,0.9680921137937294,0.9372475511887741
13035,AT5G11710,LOC103866050,3438,0.9268946419707933,0.9424444386815695,0.9346695403261813
13036,AT5G11710,LOC103858054,3438,0.9556832728127693,0.9653017297269262,0.9604925012698478
13037,AT5G11710,LOC103847542,3438,0.9295540635857782,0.8765695910375768,0.9030618273116775
13038,AT5G11710,LOC103866701,3438,0.935228193003997,0.9841134825341666,0.9596708377690818
13039,AT5G11710,LOC103850791,3438,0.9782491705634944,0.9863333419776458,0.9822912562705701
13040,AT3G59290,LOC103866050,3438,0.9819326523681392,0.9679365161691864,0.9749345842686628
13041,AT3G59290,LOC103858054,3438,0.981154157632122,0.9851456134436347,0.9831498855378784
13042,AT3G59290,LOC103847542,3438,0.9014133075576686,0.870138222556469,0.8857757650570688
13043,AT3G59290,LOC103866701,3438,0.9618171843569582,0.9827286636757345,0.9722729240163464
13044,AT3G59290,LOC103850791,3438,0.978949293346221,0.9882057000596457,0.9835774967029334
13045,AT1G53140,LOC103868456,3439,0.9873951775124742,0.977765099452815,0.9825801384826446
13046,AT4G11570,LOC103833856,3440,0.9777005668904621,0.9851767329685434,0.9814386499295027
13047,AT5G35430,LOC103849237,3441,0.9346586901434207,0.8899613599232385,0.9123100250333296
